date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,2275014000.0,2100829000.0,1937328000.0,1715967000.0,1537964000.0,1418362000.0,1340030000.0,1267448000.0,1190715000.0,1103093000.0,1361863000.0,2220401000.0,2196944000.0,2390338000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,2217541000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.974737298319922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749033000.0,1079701000.0,694948000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210603000.0,199828000.0,197144000.0,271952000.0,324524000.0
,otherExpenses,245195000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,245195000.0,1575000000.0,1484000000.0,1310000000.0,1181000000.0,1113000000.0,1061000000.0,984000000.0,888000000.0,859000000.0,1000000000.0,1460000000.0,0.0,0.0
,costAndExpenses,1768284000.0,1623718000.0,1521244000.0,1336447000.0,1200369000.0,1127381000.0,1064308000.0,1016250000.0,923827000.0,827249000.0,962720000.0,1460446000.0,1843908000.0,1477166000.0
,interestExpense,86312000.0,77136000.0,66294000.0,55353000.0,47571000.0,46555000.0,34570000.0,35018000.0,33101000.0,27968000.0,20872000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,17697000.0,18300000.0,12417000.0,13551000.0,14595000.0,10998000.0,12266000.0,10803000.0,10095000.0,10731000.0,10063000.0,10342000.0,12938000.0,12415000.0
,EBITDA,1990043000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.897409788590155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1972346000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.866959939587185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,61069000.0,55525000.0,56987000.0,56091000.0,50576000.0,43173000.0,42137000.0,42731000.0,46532000.0,48681000.0,48960000.0,53032000.0,56187000.0,41856000.0
,incomeBeforeTax,506730000.0,477111000.0,416084000.0,379520000.0,337595000.0,290981000.0,275722000.0,251198000.0,266888000.0,275844000.0,399143000.0,759955000.0,353036000.0,913172000.0
,incomeBeforeTaxRatio,0.222737090848672,0.227106061464308,0.214772098477904,0.221169754430009,0.219507738802729,0.205152845324395,0.205758080042984,0.198191957382078,0.224140957323961,0.25006413783788,0.293086015259978,0.342260249387385,0.16069412784304,0.382026307576585
,incomeTaxExpense,120566000.0,110720000.0,91990000.0,29265000.0,118181000.0,101110000.0,95888000.0,88473000.0,93082000.0,97568000.0,141365000.0,265366000.0,185354000.0,319538000.0
,netIncome,386164000.0,366391000.0,324094000.0,350255000.0,219414000.0,189871000.0,181412000.0,162725000.0,173806000.0,178276000.0,257778000.0,494589000.0,167682000.0,593634000.0
,netIncomeRatio,0.169741373020122,0.174403057078896,0.167289173542116,0.204115230654203,0.142665237937949,0.133866389539483,0.135379058677791,0.128387910194343,0.145967758867571,0.16161465987002,0.189283356695938,0.222747602797873,0.0763251134302923,0.248347304858141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,9.15492757402622,8.65,7.35,7.63,4.62791335344118,3.73166228907336,3.32457309459126,2.87,2.77,2.39,3.43,6.59,2.23576,7.91512
,EPSDiluted,9.15492757402622,8.62,7.33,7.61,4.62381725075338,3.72933751271488,3.32266293048716,2.83,2.71,2.36,3.4,6.59,2.23576,7.91512
,weightedAverageShsOut,39421000.0,42181000.0,43854102.0,45598180.0,47411000.0,50881078.0,54567006.0,55834008.0,61059000.0,72283000.0,72099000.0,75000000.0,75000000.0,75000000.0
,weightedAverageShsOutDil,39554000.0,42314000.0,43985148.0,45689192.0,47453000.0,50912796.0,54598376.0,56624865.0,62401000.0,73107000.0,72882000.0,75000000.0,75000000.0,75000000.0
