date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,50429000000.0,56098000000.0,53936000000.0,51541000000.0,50063000000.0,60008000000.0,61347000000.0,63249000000.0,60535000000.0,71329000000.0,67149000000.0,63789000000.0,77749000000.0,77683000000.0,64557000000.0,62348000000.0,51681000000.0,41707000000.0,27238000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,11115000000.0,13828000000.0,15353000000.0,15707000000.0,16473000000.0,17662000000.0,18565000000.0,17065000000.0,19983000000.0,17459000000.0,15156000000.0,13392000000.0,15260000000.0,15294000000.0,12823000000.0,11183000000.0,9739000000.0,0.0,39019086.735927
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,2957000000.0,885000000.0,337000000.0,-971000000.0,1055000000.0,1131000000.0,2632000000.0,2100000000.0,1766000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,14178000000.0,24233000000.0,19120000000.0,12819000000.0,12601000000.0,14658000000.0,16250000000.0,15653000000.0,19030000000.0,22343000000.0,18904000000.0,21366000000.0,48738000000.0,54564000000.0,41393000000.0,28760000000.0,19179000000.0,14370000000.0,13135000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,5200000000.0,3170000000.0,1933000000.0,1862000000.0,2006000000.0,2206000000.0,2318000000.0,2295000000.0,2453000000.0,2920000000.0,2696000000.0,2535000000.0,2483000000.0,2414000000.0,2230000000.0,2213000000.0,3506000000.0,3185000000.0,2036000000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.174046679489976,0.23792292060323,0.368770394541679,0.333074639607303,0.142061003136049,0.31440807892281,0.30449736743443,0.356764533826622,0.341108449657223,0.306635449817045,0.283503849647798,0.110975246515857,0.119705719687713,0.311676943475406,0.342116269343371,0.323570924488356,0.316305799036396,0.285179945812454,0.322086790513254
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,8777000000.0,13347000000.0,19890000000.0,17167000000.0,7112000000.0,18867000000.0,18680000000.0,22565000000.0,20649000000.0,21872000000.0,19037000000.0,7079000000.0,9307000000.0,24212000000.0,22086000000.0,20174000000.0,16347000000.0,11894000000.0,8773000000.0
,incomeBeforeTaxRatio,0.174046679489976,0.23792292060323,0.368770394541679,0.333074639607303,0.142061003136049,0.31440807892281,0.30449736743443,0.356764533826622,0.341108449657223,0.306635449817045,0.283503849647798,0.110975246515857,0.119705719687713,0.311676943475406,0.342116269343371,0.323570924488356,0.316305799036396,0.285179945812454,0.322086790513254
,incomeTaxExpense,2678000000.0,4639000000.0,4865000000.0,5288000000.0,3666000000.0,3771000000.0,3975000000.0,4765000000.0,5315000000.0,3928000000.0,4846000000.0,385000000.0,2809000000.0,3757000000.0,5215000000.0,5093000000.0,4507000000.0,3120000000.0,2534000000.0
,netIncome,5229000000.0,7383000000.0,13727000000.0,10798000000.0,2479000000.0,13522000000.0,13688000000.0,16204000000.0,14027000000.0,16797000000.0,13159000000.0,5834000000.0,5728000000.0,19133000000.0,15789000000.0,15081000000.0,11840000000.0,8774000000.0,6239000000.0
,netIncomeRatio,0.103690336909318,0.131608970016756,0.254505339661821,0.209503114025727,0.0495176078141542,0.225336621783762,0.223124195152167,0.256193773814606,0.231717188403403,0.235486267857393,0.195967177470997,0.0914577748514634,0.07367297328583,0.246295843363413,0.244574562014964,0.241884262526464,0.22909773417697,0.21037235955595,0.229054996695793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.297003671,1.5,3.15,2.4,0.35,3.25,3.45,4.2,3.7,4.6,3.65,1.7,1.786446,7.189355,6.100058,5.925771,5.141478,4.315947,2.920931
,EPSDiluted,1.29219591756,1.5,3.15,2.4,0.35,3.2,3.45,4.2,3.7,4.55,3.6,1.7,1.786446,7.102211,6.056487,5.882199,5.097906,4.315947,2.877419
,weightedAverageShsOut,4031600000.0,4031600000.0,3979200000.0,3994400000.0,3950600000.0,3876000000.0,3792000000.0,3706000000.0,3625000000.0,3540000000.0,3480800000.0,3255400000.0,2710924872.0,2649646770.0,2572762260.0,2533287228.0,2503221942.0,2391682026.0,2175905304.0
