date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY
,revenue,4132981000.0,4089618000.0,4618960000.0,3648862000.0,3167634000.0,3322487000.0,3186200000.0,2666300000.0,2772400000.0,2649082000.0,2401700000.0,2010100000.0,2646400000.0,2492600000.0,2518000000.0,2517828000.0,2021300000.0,1597800000.0,1508500000.0,1396300000.0,1422800000.0,1390600000.0,1285300000.0,1219300000.0,1129900000.0
,costOfRevenue,30463000.0,3469700000.0,3947963000.0,3102519000.0,2715664000.0,2821603000.0,2711900000.0,2258300000.0,2348400000.0,2049868000.0,2005700000.0,1664100000.0,2236400000.0,2084800000.0,2090500000.0,2221202000.0,1672000000.0,1311000000.0,1234900000.0,1141000000.0,1159900000.0,1133900000.0,1051800000.0,997200000.0,911600000.0
,grossProfit,4102518000.0,619918000.0,670997000.0,546343000.0,451970000.0,500884000.0,474200000.0,408000000.0,423900000.0,599214000.0,396000000.0,346000000.0,410000000.0,407800000.0,427500000.0,296626000.0,349300000.0,286800000.0,273600000.0,255400000.0,262900000.0,256700000.0,233500000.0,222100000.0,218300000.0
,grossProfitRatio,0.992629291061343,0.151583350816629,0.145270147392487,0.149729696546485,0.142683782280402,0.150755744115778,0.148829326470404,0.153021040393054,0.152900014427932,0.226196848568674,0.164883207727859,0.172130739764191,0.154927448609432,0.16360426863516,0.16977760127085,0.117810271392645,0.17280957799436,0.179496808111153,0.181372224063639,0.182911981665831,0.184776497048074,0.184596577017115,0.181669649109157,0.182153694742885,0.193202938313125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,167633000.0,239272000.0,263889000.0,233128000.0,200519000.0,198458000.0,196500000.0,182100000.0,175400000.0,152907000.0,202400000.0,179500000.0,174100000.0,175000000.0,173800000.0,387981000.0,184700000.0,151500000.0,144100000.0,132700000.0,132500000.0,133300000.0,134400000.0,128500000.0,108800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210088000.0,0.0,0.0,0.0,0.0,0.0,-203730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,37274000.0,31803000.0,28687000.0,0.0,31618000.0,25800000.0,21600000.0,22600000.0,0.0,28800000.0,29200000.0,28000000.0,29000000.0,45700000.0,0.0,37100000.0,37700000.0,34300000.0,32800000.0,29600000.0,30000000.0,27500000.0,32700000.0,51400000.0
,operatingExpenses,167633000.0,321014000.0,339262000.0,302375000.0,230221000.0,259178000.0,249900000.0,231400000.0,223200000.0,417674000.0,256100000.0,232200000.0,223200000.0,223100000.0,236300000.0,200171000.0,235800000.0,202000000.0,189900000.0,179000000.0,180300000.0,175000000.0,172000000.0,175800000.0,179900000.0
,costAndExpenses,3883430000.0,3790714000.0,4287225000.0,3404894000.0,2945885000.0,3080781000.0,2961800000.0,2489700000.0,2571600000.0,2467542000.0,2261800000.0,1896300000.0,2459600000.0,2307900000.0,2326800000.0,2421373000.0,1907800000.0,1513000000.0,1424800000.0,1320000000.0,1340200000.0,1308900000.0,1223800000.0,1173000000.0,1091500000.0
,interestExpense,-3953000.0,3141000.0,3354000.0,3166000.0,3794000.0,2949000.0,3177000.0,3211000.0,3104000.0,3112000.0,-3600000.0,-4030000.0,-7351000.0,-6685000.0,-6821000.0,0.0,-3025000.0,-3240000.0,-4300000.0,-6800000.0,-9100000.0,-4500000.0,-3500000.0,-2700000.0,-5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
