date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,219379000.0,231361000.0,211652000.0,190524000.0,223676000.0,227356000.0,198159000.0,205435000.0,186953000.0,143231000.0,92643000.0,75082000.0,50352000.0
,costOfRevenue,140759000.0,143409000.0,151400000.0,163633000.0,143679000.0,162332000.0,128621000.0,116273000.0,13534000.0,12119000.0,14340000.0,12176000.0,13960000.0
,grossProfit,78620000.0,87952000.0,60252000.0,26891000.0,79997000.0,65024000.0,69538000.0,89162000.0,173419000.0,131112000.0,78303000.0,62906000.0,36392000.0
,grossProfitRatio,0.358375231904603,0.380150500732621,0.284674843611211,0.141142323276857,0.357646774799263,0.286000809303471,0.350920220630907,0.434015625380291,0.927607473536129,0.915388428482661,0.845212266442149,0.837830638501905,0.722751827136956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,20984000.0,18458000.0,17163000.0,12351000.0,7931000.0,7839000.0,6305000.0,-16898000.0,0.0,24049000.0,14212000.0,3798000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3937000.0,-3830000.0,4751000.0,10253000.0,1237000.0,46186000.0,12633000.0,-264000.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,20984000.0,18458000.0,17163000.0,12351000.0,7931000.0,7839000.0,6305000.0,-16898000.0,95279000.0,65223000.0,30089000.0,24938000.0,10794000.0
,costAndExpenses,161743000.0,161867000.0,168563000.0,175984000.0,151610000.0,170171000.0,134926000.0,99375000.0,108813000.0,77342000.0,44429000.0,37114000.0,24754000.0
,interestExpense,45254000.0,42766000.0,38225000.0,31247000.0,31720000.0,28761000.0,16910000.0,10127000.0,9244000.0,6360000.0,8048000.0,9216000.0,5522000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,53633000.0,58334000.0,72760000.0,92370000.0,75933000.0,95822000.0,77505000.0,71622000.0,63971000.0,41174000.0,15877000.0,11865000.0,9375000.0
,EBITDA,111269000.0,127828000.0,115849000.0,106910000.0,147999000.0,153007000.0,140738000.0,177682000.0,142111000.0,107063000.0,64091000.0,49833000.0,34973000.0
,EBITDARatio,0.507199868720342,0.552504527556503,0.547356037268724,0.56113665469967,0.661666875301776,0.672984218582311,0.710227645476612,0.864906174702461,0.760142923622515,0.747484832194148,0.691806180715219,0.663714338989372,0.694570225611694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,57636000.0,69494000.0,43089000.0,14540000.0,72066000.0,57185000.0,63233000.0,106060000.0,78140000.0,65889000.0,48214000.0,37968000.0,25598000.0
,operatingIncomeRatio,0.26272341472976,0.300370416794533,0.203584185360875,0.0763158447229745,0.322189238004971,0.251521842396946,0.319102337012197,0.516270353153065,0.417966012848149,0.460019129936955,0.520427879062638,0.505687115420474,0.508380997775659
,totalOtherIncomeExpensesNet,-80688000.0,-44217000.0,-22992000.0,-36383000.0,1237000.0,46186000.0,12633000.0,-264000.0,-4382000.0,-35000.0,-6105000.0,-295000.0,-133000.0
,incomeBeforeTax,-62134000.0,-13081000.0,-14851000.0,-52549000.0,41805000.0,74853000.0,59006000.0,95898000.0,0.0,0.0,34322000.0,28758000.0,19023000.0
,incomeBeforeTaxRatio,-0.283226744583575,-0.0565393475996387,-0.0701670666943851,-0.275813020931746,0.186899801498596,0.32923256918665,0.297770981888282,0.466804585391973,0.0,0.0,0.37047591291301,0.383021230121734,0.377800285986654
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-485000.0
,netIncome,-62134000.0,-13081000.0,-15090000.0,-52549000.0,41805000.0,74853000.0,59006000.0,95898000.0,65335000.0,60511000.0,34322000.0,28758000.0,19508000.0
,netIncomeRatio,-0.283226744583575,-0.0565393475996387,-0.071296278797271,-0.275813020931746,0.186899801498596,0.32923256918665,0.297770981888282,0.466804585391973,0.349472862163217,0.422471392366178,0.37047591291301,0.383021230121734,0.387432475373371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-5.62,-1.199994,-1.649992,-9.299954,7.199964,13.94993,12.599937,24.149879,19.9499,22.649887,22.04989,22.949885,15.899921
,EPSDiluted,-5.62,-1.199994,-1.649992,-9.299954,7.199964,13.94993,12.599937,24.149879,19.9499,22.649887,22.04989,22.949885,15.899921
,weightedAverageShsOut,10830959.0,10823645.0,9145500.0,5650458.0,5806279.0,5365833.0,4683039.0,3867260.0,3027335.0,2247671.0,1144951.0,1253078.0,1226924.0
,weightedAverageShsOutDil,10830959.0,10823645.0,9145500.0,5650458.0,5806279.0,5365833.0,4683039.0,3867260.0,3027335.0,2247671.0,1144951.0,1253078.0,1226924.0
