Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,3370000.0,3067000.0,3218000.0,2889000.0,2020000.0,653000.0
Stock-based compensation,6569000.0,2802000.0,1641000.0,860000.0,611000.0,508000.0
Operating Cash Flow,50307000.0,55638000.0,28196000.0,27278000.0,11930000.0,15512000.0
Capital Expenditure,2551000.0,3212000.0,3241000.0,941000.0,3887000.0,-1847000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Investment purchases and sales,61712000.0,175457000.0,103307000.0,204147000.0,93339000.0,-241365000.0
Investing Cash flow,-219532000.0,-759628000.0,-741879000.0,-818342000.0,-230974000.0,-240735000.0
Issuance (repayment) of debt,-0.0,-0.0,-10000000.0,-0.0,-0.0,37689000.0
Issuance (buybacks) of shares,-3364000.0,-183986000.0,-23370000.0,-1971000.0,-49861000.0,14285000.0
Dividend payments,-16000.0,-0.0,-23000.0,-100000.0,-100000.0,0.0
Financing Cash Flow,197894000.0,864606000.0,752216000.0,794111000.0,250174000.0,218463000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,28669000.0,160616000.0,38533000.0,3047000.0,31130000.0,-6760000.0
Free Cash Flow,47756000.0,52426000.0,24955000.0,26337000.0,8043000.0,13665000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,-0.3906
