date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,238985000.0,213936000.0,182277000.0,193841000.0,152041000.0,138317000.0,141126000.0,145320000.0,133331000.0,112287000.0,103877000.0,87482000.0,60973000.0,83246000.0,83860000.0,43823000.0,56775000.0,38502000.0,43965000.0,37156000.0,38311000.0,39300000.0,47500000.0,16500000.0,6600000.0,-14800000.0,26300000.0
,depreciationAndAmortization,332027000.0,303237000.0,249212000.0,250951000.0,289132000.0,270111000.0,253027000.0,236817000.0,223422000.0,200469000.0,190463000.0,190082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,50717000.0,54162000.0,51041000.0,63389000.0,68732000.0,48785000.0,64309000.0,68639000.0,66280000.0,56467000.0,50111000.0,42798000.0,36135000.0,16068000.0,3909000.0,-5514000.0,38001000.0,44144000.0,-15684000.0,-11175000.0,80836000.0,-20000000.0,-200000.0,47500000.0,17500000.0,-15300000.0,-8200000.0
,stockBasedCompensation,7114000.0,6896000.0,6111000.0,10888000.0,5456000.0,2914000.0,7973000.0,6958000.0,5137000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,179051000.0,-121129000.0,59973000.0,-142723000.0,91451000.0,92017000.0,-111868000.0,-104692000.0,-31171000.0,-116657000.0,26966000.0,85804000.0,7725000.0,73244000.0,24621000.0,29638000.0,-90353000.0,-10300000.0,151508000.0,-49805000.0,-100136000.0,58400000.0,66500000.0,-106100000.0,-55400000.0,54200000.0,0.0
,accountsReceivables,-48772000.0,-54245000.0,-15862000.0,-40947000.0,30096000.0,-39850000.0,-3683000.0,-22556000.0,12333000.0,-61641000.0,10117000.0,11107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-7694000.0,-1865000.0,11778000.0,19961000.0,21695000.0,-3491000.0,-41499000.0,27668000.0,-25998000.0,15826000.0,6680000.0,-32578000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-40954000.0,-220005000.0,-98876000.0,-158849000.0,14820000.0,144563000.0,-51913000.0,-110029000.0,-15919000.0,-79921000.0,18109000.0,83878000.0,-21040000.0,8435000.0,18697000.0,-17284000.0,-22379000.0,1306000.0,38760000.0,52817000.0,-98922000.0,2700000.0,47600000.0,-6300000.0,-16600000.0,-10100000.0,0.0
,otherNonCashItems,0.0,-4161000.0,-3627000.0,-2296000.0,-2289000.0,-3008000.0,-1995000.0,-2274000.0,-1943000.0,0.0,0.0,0.0,3264000.0,0.0,0.0,13424000.0,1050000.0,-1009000.0,-11525000.0,28128000.0,-344000.0,100900000.0,89700000.0,98500000.0,83500000.0,62100000.0,80400000.0
,netCashProvidedByOperatingActivites,626080000.0,500372000.0,528856000.0,369955000.0,598389000.0,547147000.0,346423000.0,346209000.0,386324000.0,252042000.0,370993000.0,405802000.0,299748000.0,347811000.0,281354000.0,237624000.0,151491000.0,207776000.0,298474000.0,122752000.0,125307000.0,178600000.0,203500000.0,56400000.0,52200000.0,97800000.0,112900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-825105000.0,-938148000.0,-765914000.0,-623649000.0,-529531000.0,-488000000.0,-396898000.0,-364276000.0,-395712000.0,0.0,0.0,0.0,-300217000.0,-340875000.0,-345325000.0,-294369000.0,-302688000.0,-240671000.0,-282851000.0,-265580000.0,-223240000.0,-229500000.0,-194600000.0,-169600000.0,-218800000.0,-166200000.0,-144600000.0
,acquisitionsNet,0.0,-48000000.0,-251000000.0,-94000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-296300000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296800000.0
,otherInvestingActivites,0.0,34154000.0,17804000.0,16968000.0,20939000.0,27439000.0,31807000.0,16238000.0,21719000.0,22192000.0,12433000.0,-47932000.0,47007000.0,8940000.0,33199000.0,1985000.0,6106000.0,-18215000.0,23985000.0,4318000.0,3923000.0,3500000.0,4300000.0,-1300000.0,-22200000.0,2500000.0,-101600000.0
,netCashUsedForInvestingActivites,-802069000.0,-951632000.0,-999483000.0,-700885000.0,-525592000.0,-469822000.0,-555588000.0,-348038000.0,-373993000.0,-358799000.0,-203006000.0,-264917000.0,-253210000.0,-331935000.0,-312126000.0,-292384000.0,-296582000.0,-258886000.0,-258866000.0,-261262000.0,-219317000.0,-226000000.0,-190300000.0,-170900000.0,-49300000.0,-163700000.0,-245700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
