date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2571861.0,-2038193.0,0.0,-2437574.0,-2178761.0,-2249106.0,-1505472.0,-841247.0,-939137.0,-790317.0,675520.0,-1559154.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,191064.0,-317019901.0,67436314.0,-143982800.0,126823517.0,-90676235.0,153527503.0,1975142.0,201725396.0,-257096734.0,257096734.0,0.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-191064.0,316828837.0,249392523.0,393375323.0,266551806.0,357228041.0,203700538.0,201725396.0,0.0,257096734.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-2540809.0,-2015538.0,0.0,-2484735.0,-2112462.0,-2247862.0,-1441202.0,-827537.0,-974759.0,-609891.0,599735.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-3221696.0,338875956.0,-4669267.0,21039648.0,-1698856.0,-30353078.0,-18075087.0,10453151.0,-18171174.0,1424747.0,0.0
,netCashUsedForInvestingActivites,0.0,-3221696.0,338875956.0,-4669267.0,21039648.0,-1698856.0,-30353078.0,-18075087.0,10453151.0,-18171174.0,1424747.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-376734108.0,-266705058.0,-357376987.0,-216126592.0,-195074404.0,-263931355.0,-257008201.0,-0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-102361.0,-655797.0,-0.0
,otherFinancingActivites,0.0,-62117694.0,0.0,-120026626.0,467835972.0,179979847.0,530421662.0,256081404.0,116739061.0,289737935.0,48771615.0,0.0
,netCashUsedProvidedByFinancingActivities,36992165.0,-62117694.0,0.0,-120026626.0,91101864.0,-86725211.0,173044675.0,39954812.0,-78335343.0,25704219.0,-208892383.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-3221696.0,0.0,9973.0,21039648.0,-1698856.0,-30353078.0,-18075087.0,10453151.0,-18171174.0,1424747.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,56243193.0,-67354928.0,338875956.0,-127180628.0,110029050.0,-90671929.0,141250395.0,21052188.0,-68856951.0,6923154.0,-206867901.0,0.0
,cashAtEndOfPeriod,327764221.0,271521028.0,338875956.0,249553480.0,376734108.0,266705058.0,357376987.0,216126592.0,195074404.0,263931355.0,257008201.0,0.0
,cashAtBeginningOfPeriod,271521028.0,338875956.0,0.0,376734108.0,266705058.0,357376987.0,216126592.0,195074404.0,263931355.0,257008201.0,463876102.0,0.0
,operatingCashFlow,-2540809.0,-2015538.0,0.0,-2484735.0,-2112462.0,-2247862.0,-1441202.0,-827537.0,-974759.0,-609891.0,599735.0,0.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,-2540809.0,-2015538.0,0.0,-2484735.0,-2112462.0,-2247862.0,-1441202.0,-827537.0,-974759.0,-609891.0,599735.0,0.0
