Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,21000000.0,19000000.0,18000000.0,15000000.0,13000000.0
Revenue Growth,,,,,
Cost of Revenue,8000000.0,7000000.0,7000000.0,6000000.0,6000000.0
Gross Profit,13000000.0,12000000.0,11000000.0,9000000.0,8000000.0
R&D Expenses,,,,,
SG&A Expense,9000000.0,8000000.0,8000000.0,6000000.0,5000000.0
Operating Expenses,9000000.0,8000000.0,8000000.0,6000000.0,5000000.0
Operating Income,4000000.0,4000000.0,3000000.0,3000000.0,2000000.0
Interest Expense,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Earnings before Tax,3000000.0,4000000.0,3000000.0,3000000.0,2000000.0
Income Tax Expense,0000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,3000000.0,3000000.0,2000000.0,2000000.0,1000000.0
Preferred Dividends,,,,,
Net Income Com,3000000.0,3000000.0,2000000.0,2000000.0,1000000.0
EPS,,,,,
EPS Diluted,,,,,
Weighted Average Shs Out,,,,,
Weighted Average Shs Out (Dil),,,,,
Dividend per Share,,,,,
Gross Margin,0.61904761904762,0.63157894736842,0.61111111111111,0.6,0.61538461538462
EBITDA Margin,0.23809523809524,0.31578947368421,0.27777777777778,0.26666666666667,0.23076923076923
EBIT Margin,0.14285714285714,0.21052631578947,0.16666666666667,0.2,0.15384615384615
Profit Margin,0.14285714285714,0.15789473684211,0.11111111111111,0.13333333333333,0.076923076923077
Free Cash Flow margin,,,,,
EBITDA,5000000.0,6000000.0,5000000.0,4000000.0,3000000.0
EBIT,3000000,4000000,3000000,3000000,2000000
Consolidated Income,3000000.0,3000000.0,2000000.0,2000000.0,1000000.0
Earnings Before Tax Margin,0.14285714285714,0.21052631578947,0.16666666666667,0.2,0.15384615384615
Net Profit Margin,0.14285714285714,0.15789473684211,0.11111111111111,0.13333333333333,0.076923076923077
