date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2004-12-25_FY,2003-12-27_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,1999-12-25_FY,1998-12-26_FY,1997-12-27_FY,1996-12-28_FY,1995-12-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,revenue,9710000000.0,10647000000.0,11015000000.0,10240000000.0,11021000000.0,11727000000.0,12710000000.0,11242000000.0,10696000000.0,11489533000.0,11633000000.0,12144000000.0,14496000000.0,15528000000.0,15011000000.0,14278944000.0,13565000000.0,12359000000.0,11357000000.0,11154000000.0,11570000000.0,10263000000.0,8998000000.0,6718000000.0,6069000000.0,5313000000.0,4266200000.0,2579500000.0,1733000000.0,1300800000.0,625800000.0,314600000.0,132000000.0,33600000.0
,costOfRevenue,7578000000.0,8183000000.0,8464000000.0,7779000000.0,8313000000.0,8864000000.0,9734000000.0,8616000000.0,7448000000.0,8063087000.0,8276000000.0,8752000000.0,10490000000.0,11025000000.0,10363000000.0,9886921000.0,9309000000.0,8484000000.0,8023000000.0,7984000000.0,8480000000.0,7450000000.0,6484000000.0,5143000000.0,4701000000.0,4110000000.0,3239200000.0,1951600000.0,1313500000.0,986200000.0,467400000.0,234700000.0,98300000.0,25500000.0
,grossProfit,2132000000.0,2464000000.0,2551000000.0,2461000000.0,2708000000.0,2863000000.0,2976000000.0,2626000000.0,3248000000.0,3426446000.0,3357000000.0,3392000000.0,4006000000.0,4503000000.0,4647000000.0,4392023000.0,4256000000.0,3874000000.0,3334000000.0,3170000000.0,3090000000.0,2813000000.0,2513000000.0,1574000000.0,1368000000.0,1203000000.0,1027000000.0,627900000.0,419500000.0,314600000.0,158400000.0,79900000.0,33700000.0,8100000.0
,grossProfitRatio,0.21956745623069,0.231426692965155,0.231593281888334,0.24033203125,0.245712730242265,0.244137460561098,0.234146341463415,0.23358832947874,0.303664921465969,0.29822326111949,0.288575603885498,0.27931488801054,0.276352097130243,0.28999227202473,0.309572979814802,0.307587381811988,0.31374861776631,0.313455781212072,0.293563441049573,0.284202976510669,0.267070008643042,0.274091396277891,0.279284285396755,0.23429592140518,0.225407810182897,0.226425748164879,0.240729454784117,0.243419267299864,0.242065781881131,0.241851168511685,0.253116011505273,0.253973299427845,0.25530303030303,0.241071428571429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1832000000.0,2070000000.0,2162000000.0,2027000000.0,2242000000.0,2412000000.0,2733000000.0,2560000000.0,672627000.0,3392692000.0,658699000.0,509100000.0,743338000.0,645871000.0,651557000.0,4043981000.0,654743000.0,578760000.0,2818000000.0,2795000000.0,2876000000.0,2366000000.0,1989000000.0,1266000000.0,1123000000.0,954000000.0,784400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2535373000.0,0.0,2684301000.0,2907900000.0,3322662000.0,3381129000.0,3296443000.0,0.0,3037257000.0,2802240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,-2000000.0,1000000.0,332000000.0,403000000.0,201000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23000000.0,23000000.0,10000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1832000000.0,2273000000.0,2312000000.0,2134000000.0,2242000000.0,2680000000.0,3204000000.0,2831000000.0,3291000000.0,3392692000.0,3394000000.0,3657000000.0,5551000000.0,4019000000.0,3940000000.0,4043981000.0,3771000000.0,3404000000.0,2834000000.0,2816000000.0,2979000000.0,2400000000.0,2115000000.0,1272000000.0,1128000000.0,959000000.0,834000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,9410000000.0,10456000000.0,10776000000.0,9913000000.0,10555000000.0,11544000000.0,12938000000.0,11447000000.0,10739000000.0,11455779000.0,11670000000.0,12409000000.0,16041000000.0,15044000000.0,14303000000.0,13930902000.0,13080000000.0,11888000000.0,10857000000.0,10800000000.0,11459000000.0,9850000000.0,8599000000.0,6415000000.0,5829000000.0,5069000000.0,4073200000.0,2466900000.0,1670800000.0,1262800000.0,609900000.0,307200000.0,130700000.0,36000000.0
,interestExpense,42000000.0,89000000.0,121000000.0,62000000.0,80000000.0,93000000.0,89000000.0,69000000.0,68937000.0,33223000.0,58498000.0,65628000.0,68286000.0,63080000.0,40830000.0,32380000.0,61108000.0,54805000.0,-28000000.0,-31000000.0,-22000000.0,4000000.0,-10000000.0,-23000000.0,-27000000.0,-22000000.0,18100000.0,10600000.0,1500000.0,2400000.0,500000.0,100000.0,100000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,189000000.0,204000000.0,192000000.0,159000000.0,181000000.0,253000000.0,277000000.0,209000000.0,203200000.0,211410000.0,208300000.0,224100000.0,254100000.0,281400000.0,279000000.0,268098000.0,269200000.0,248300000.0,200700000.0,199400000.0,205700000.0,168600000.0,140900000.0,97000000.0,82500000.0,64800000.0,49600000.0,30400000.0,20800000.0,15300000.0,6600000.0,2800000.0,1000000.0,200000.0
,EBITDA,-63000000.0,395000000.0,431000000.0,486000000.0,647000000.0,436000000.0,49000000.0,4000000.0,160200000.0,245164000.0,171300000.0,-40900000.0,-1290900000.0,765400000.0,986000000.0,616140000.0,754200000.0,718300000.0,700700000.0,553400000.0,315700000.0,581600000.0,539900000.0,400000000.0,321500000.0,308800000.0,242600000.0,143000000.0,83000000.0,53300000.0,22500000.0,10200000.0,2300000.0,-2200000.0
