Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,26859519.0,10657151.0,8118632.0,1507000.0
Revenue Growth,1.5203,0.3127,4.3873,
Cost of Revenue,12345590.0,4237171.0,3155668.0,8000.0
Gross Profit,14513929.0,6419980.0,4962964.0,1499000.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,10745235.0,5937574.0,2370912.0,1606000.0
Operating Expenses,14135923.0,9206240.0,3182775.0,2260294.0
Operating Income,378006.0,-2786260.0,1780189.0,-753000.0
Interest Expense,388036.0,1190111.0,560069.0,-560069.0
Earnings before Tax,29028.0,20356283.0,1220133.0,-753000.0
Income Tax Expense,874000.0,-725000.0,439000.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-844972.0,21081283.0,781133.0,
Preferred Dividends,1112910.0,0.0,0.0,
Net Income Com,-1957882.0,21081283.0,781133.0,-753000.0
EPS,-0.16,2.02,0.09,-0.08
EPS Diluted,-0.16,1.99,0.09,-0.08
Weighted Average Shs Out,11689927.0,11604088.0,9963000.0,9963000.0
Weighted Average Shs Out (Dil),11689927.0,10063732.0,8835930.0,
Dividend per Share,0.45,0.0,0.0,
Gross Margin,0.5404,0.6024,0.6113,0.9947
EBITDA Margin,0.268,2.152,0.219,
EBIT Margin,0.0155,2.0218,0.2193,-0.5
Profit Margin,-0.073,1.978,0.096,
Free Cash Flow margin,-0.2889,-1.0132,-0.3054,
EBITDA,7203481.0,22935082.0,1780202.0,
EBIT,417064.0,21546394.0,1780202.0,-753476.0
Consolidated Income,-844972.0,21081283.0,781133.0,
Earnings Before Tax Margin,0.0011,1.9101,0.1503,-0.4997
Net Profit Margin,-0.0315,1.9781,0.0962,
