date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,202147000.0,49281000.0,92926000.0,31259000.0,34519000.0,-29403000.0,-4025000.0,5522000.0,-6479000.0,-4545000.0,638000.0,-5560000.0,-7684000.0
,depreciationAndAmortization,219079000.0,185450000.0,167617000.0,150881000.0,125444000.0,112545000.0,88057000.0,70597000.0,43473000.0,21408000.0,9599000.0,10992000.0,12056000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,11681000.0,9888000.0,8922000.0,9547000.0,9729000.0,7578000.0,7314000.0,2970000.0,1936000.0,376000.0,0.0,0.0,0.0
,changeInWorkingCapital,12402000.0,-8415000.0,161004000.0,-213817000.0,17748000.0,66619000.0,-24469000.0,14952000.0,-101958000.0,269073000.0,-41100000.0,3616000.0,-944000.0
,accountsReceivables,-4482000.0,-2509000.0,-903000.0,-2125000.0,-1435000.0,-1334000.0,435000.0,-1515000.0,-1497000.0,50000.0,496000.0,-6000.0,-1600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,7157000.0,0.0,2385000.0,514000.0,6161000.0,3469000.0,1018000.0,6043000.0,6174000.0,0.0,328000.0,0.0,0.0
,otherWorkingCapital,-54094000.0,-66496000.0,-58081000.0,-219085000.0,-5268000.0,-23016000.0,-89635000.0,-65166000.0,-80118000.0,21840000.0,-247233000.0,-206133000.0,-209749000.0
,otherNonCashItems,-11309000.0,-4329000.0,-4683000.0,-1320000.0,6028000.0,6654000.0,4243000.0,4684000.0,3223000.0,-824000.0,-675000.0,0.0,0.0
,netCashProvidedByOperatingActivites,293922000.0,233357000.0,197769000.0,162562000.0,135423000.0,121707000.0,96676000.0,82687000.0,48011000.0,15275000.0,9334000.0,8365000.0,8431000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1295000.0,-384000.0
,acquisitionsNet,27000.0,4000000.0,-5000000.0,0.0,-1000000.0,1000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,4316000.0,1110000.0,-5468000.0,7633000.0,-1571000.0,-594000.0,-1993000.0,-1258000.0,1801000.0,-5077000.0,-588000.0,-797000.0,-25000.0
,netCashUsedForInvestingActivites,-554623000.0,-1222574000.0,-507201000.0,-566053000.0,-347112000.0,-372038000.0,-421713000.0,-325231000.0,-417203000.0,-73186000.0,-2088000.0,-2042000.0,-409000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1255983000.0,-1524426000.0,-1066843000.0,-539970000.0,-611444000.0,-396321000.0,-680463000.0,-181519000.0,-385053000.0,-177845000.0,-4582000.0,-8430000.0,-1182000.0
,commonStockIssued,438499000.0,852375000.0,390447000.0,427542000.0,282669000.0,74892000.0,316692000.0,169747000.0,242947000.0,205563000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,-70000000.0,0.0,-69000000.0,-64000.0,-1701000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-224283000.0,-189581000.0,-158869000.0,-141006000.0,-117441000.0,-105892000.0,-84640000.0,-75838000.0,-38606000.0,-10229000.0,-3869000.0,0.0,0.0
,otherFinancingActivites,-1554000.0,-1227000.0,-8866000.0,-7236000.0,-10914000.0,-4901000.0,-14163000.0,-10662000.0,-15255000.0,0.0,0.0,-2875000.0,-7342000.0
,netCashUsedProvidedByFinancingActivities,269176000.0,978539000.0,303845000.0,415861000.0,211870000.0,238464000.0,342225000.0,230228000.0,371700000.0,67038000.0,-8451000.0,-6921000.0,-8524000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8475000.0,-10678000.0,-5587000.0,12370000.0,181000.0,-11867000.0,17188000.0,-12316000.0,2508000.0,-1292000.0,-1205000.0,-599000.0,-500000.0
,cashAtEndOfPeriod,20339000.0,11864000.0,22542000.0,24562000.0,12192000.0,12011000.0,23878000.0,6690000.0,19006000.0,275000.0,1567000.0,2772000.0,3371000.0
,cashAtBeginningOfPeriod,11864000.0,22542000.0,28129000.0,12192000.0,12011000.0,23878000.0,6690000.0,19006000.0,16498000.0,1567000.0,2772000.0,3371000.0,3871000.0
,operatingCashFlow,293922000.0,233357000.0,197769000.0,162562000.0,135423000.0,121707000.0,96676000.0,82687000.0,48011000.0,15275000.0,9334000.0,8365000.0,8431000.0
