Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,9100000.0,9900000.0,3393000.0,4039000.0,3539000.0
Revenue Growth,-0.0808080808080808,1.91777188328912,-0.159940579351325,0.141282848262221,
Cost of Revenue,5423000.0,4829000.0,2809000.0,2503000.0,2912000.0
Gross Profit,3678000.0,5085000.0,584000.0,1536000.0,627000.0
R&D Expenses,10697000.0,10647000.0,9872000.0,12978000.0,5767000.0
SG&A Expense,29946000.0,28829000.0,10217000.0,3491000.0,4700000.0
Operating Expenses,40643000.0,39476000.0,20089000.0,16510000.0,10467000.0
Operating Income,-36965000.0,-34391000.0,-19505000.0,-14974000.0,-9840000.0
Interest Expense,0.0,0.0,0.0,549000.0,220000.0
Earnings before Tax,0.0,0.0,0.0,-15552000.0,-9881000.0
Income Tax Expense,11000.0,10000.0,2000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,-5000.0,-9000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-37380000.0,-34765000.0,-20467000.0,-15552000.0,-9881000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-37380000.0,-34765000.0,-20467000.0,-15552000.0,-9881000.0
EPS,-1.96,-2.08,-4.85,-271.4,-186.1
EPS Diluted,-1.96,-2.08,-4.85,-271.4,-186.1
Weighted Average Shs Out,19036693.0,16717106.0,4221893.0,1595347.0,
Weighted Average Shs Out (Dil),19036693.0,16717106.0,4221893.0,57318.0,53143.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.404175824176,0.513636363636,0.172119068671,0.3803,0.1772
EBITDA Margin,-3.98659340659,-3.44111111111,-5.70822281167,-3.673,-2.683
EBIT Margin,-4.06208791209,-3.47383838384,-5.74860005894,-3.7145,-2.7299
Profit Margin,-4.10769230769,-3.51161616162,-6.03212496316,-3.85,-2.792
Free Cash Flow margin,-3.37516483516,-3.19868686869,-5.81196581197,-2.8534,-2.8751
EBITDA,-36278000.0,-34067000.0,-19368000.0,-14836000.0,-9495000.0
EBIT,-36965000.0,-34391000.0,-19505000.0,-15003000.0,-9661000.0
Consolidated Income,-37380000.0,-34765000.0,-20467000.0,-15557000.0,-9890000.0
Earnings Before Tax Margin,0.0,0.0,0.0,-3.8505,-2.792
Net Profit Margin,-4.10769230769,-3.51161616162,-6.03212496316,-3.8505,-2.792
