date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,123911000.0,219623000.0,156128000.0,196422000.0,819823000.0,249315000.0,292089000.0,336364000.0,286241000.0,56379000.0,30216000.0,-43800000.0,59921000.0,136728000.0,232846000.0,199086000.0,41341000.0,29430000.0,74612000.0,61292000.0,74424000.0,61623000.0,57333000.0,38438000.0,8713000.0,12300000.0,9500000.0,3500000.0
,depreciationAndAmortization,367162000.0,336274000.0,300946000.0,263974000.0,250146000.0,257082000.0,235634000.0,219650000.0,209872000.0,181791000.0,174465000.0,172415000.0,169151000.0,157137000.0,159860000.0,171254000.0,103528000.0,108076000.0,103342000.0,101660000.0,96966000.0,89516000.0,78113000.0,44836000.0,23894000.0,20300000.0,16200000.0,3600000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13942000.0,15235000.0,16749000.0,17547000.0,20123000.0,17674000.0,15552000.0,14063000.0,13086000.0,12039000.0,11306000.0,9053000.0,7663000.0,7547000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,376548000.0,-48085000.0,-358887000.0,35365000.0,315002000.0,-157332000.0,109794000.0,-70110000.0,347785000.0,18200000.0,2900000.0,34000000.0,44900000.0,-10600000.0,-36900000.0,-169400000.0,16600000.0,12400000.0,-19000000.0,-7800000.0,-13800000.0,-131300000.0,-45200000.0,-90100000.0,-36200000.0,0.0,0.0,0.0
,accountsReceivables,1449000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456000.0,0.0,-570000.0,-839000.0,0.0,-1085000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-62000.0,19713000.0,-4133000.0,-2300000.0,-2309000.0,-15528000.0,19296000.0,-8138000.0,2320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5653000.0,-10039000.0,22624000.0,-255000.0,0.0,-3768000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,118780000.0,-257768000.0,-209683000.0,149204000.0,113839000.0,-201163000.0,-43831000.0,-153625000.0,-83515000.0,-431300000.0,-449500000.0,-452400000.0,-486400000.0,-531300000.0,-520700000.0,-483800000.0,-314400000.0,-331000000.0,-343400000.0,-324400000.0,-316600000.0,-302800000.0,-171500000.0,-126300000.0,-36200000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,3355000.0,3548000.0,-53810000.0,0.0,514000.0,628000.0,7364000.0,20511000.0,16282000.0,-21120000.0,7751000.0,2237000.0,2041000.0,13379000.0,2461000.0,2014000.0,1322000.0,1655000.0,0.0,0.0,0.0,9500000.0
,netCashProvidedByOperatingActivites,519319000.0,555597000.0,503747000.0,434656000.0,443063000.0,423238000.0,418528000.0,404291000.0,324267000.0,244834000.0,224036000.0,217688000.0,216958000.0,223106000.0,231569000.0,200845000.0,160037000.0,137962000.0,184924000.0,198213000.0,163821000.0,164021000.0,138419000.0,65974000.0,41267000.0,37600000.0,33600000.0,16600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-227755000.0,-63739000.0,-72779000.0,0.0,-83031000.0,0.0,0.0,0.0,0.0,0.0,0.0,-120636000.0,-213352000.0,-335567000.0,-133206000.0,-71288000.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,623000000.0,0.0,0.0,324000000.0,227000000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3147000.0,0.0,0.0,-39000.0,-240000.0,-7249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,4510000.0,0.0,0.0,0.0,623000.0,49524000.0,104076000.0,1748000.0,8917000.0,69983000.0,2910000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3108000.0,-16154000.0,-2982000.0,-9303000.0,-6994000.0,-15260000.0,-3360000.0,-16911000.0,-8837000.0,5296000.0,2537000.0,-1818000.0,-4741000.0,-18868000.0,-494127000.0,-762387000.0,-114560000.0,-127089000.0,-421379000.0,-123784000.0,-39939000.0,-25403000.0,227391000.0,7200000.0,-203000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-429602000.0,-792445000.0,-640921000.0,-189754000.0,690412000.0,-293308000.0,-325886000.0,-258985000.0,-527685000.0,-187364000.0,35150000.0,-69516000.0,-37374000.0,-346798000.0,-52067000.0,-207561000.0,-68930000.0,-91947000.0,-223819000.0,-119627000.0,-13136000.0,-220571000.0,-55013000.0,-73709000.0,-41697000.0,-97000000.0,-198100000.0,-237300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
