Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,186552.0,422111.0,785912.0,
Revenue Growth,-0.558049896828085,-0.462902971325034,0.0,
Cost of Revenue,70400.0,419659.0,810294.0,
Gross Profit,186552.0,2452.0,-24382.0,0.0
R&D Expenses,1238749.0,649736.0,0.0,
SG&A Expense,6482953.0,5455963.0,4634801.0,
Operating Expenses,7721702.0,6105699.0,4634801.0,1289851.0
Operating Income,-7854785.0,-6103247.0,-4659183.0,-1289851.0
Interest Expense,0.0,209506.0,57890.0,-88524.0
Earnings before Tax,0.0,-7791469.0,-3387490.0,
Income Tax Expense,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,-2200768.0,
Net Income,-13042709.0,-7791469.0,-3387490.0,
Preferred Dividends,3310001.0,459917.0,342859.0,
Net Income Com,-13042709.0,-8251386.0,-3730349.0,
EPS,-1.75,-1.35,-0.62,
EPS Diluted,-1.75,-1.35,-0.62,
Weighted Average Shs Out,9362474.0,,,
Weighted Average Shs Out (Dil),9362474.0,6126824.0,6041161.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,1.0,0.0058,-0.031,
EBITDA Margin,-6.2107616107,-17.632,-4.044,
EBIT Margin,-42.1050699001,-17.962,-4.2366,
Profit Margin,-69.9146028989,-19.548,-4.747,
Free Cash Flow margin,-34.1366482268,-9.9812,-4.3524,
EBITDA,-1158630.0,-7442750.0,-3178426.0,
EBIT,-7854785.0,-7581963.0,-3329600.0,-1289851.0
Consolidated Income,-13042709.0,-7791469.0,-3387490.0,
Earnings Before Tax Margin,0.0,-18.4583,-4.3103,
Net Profit Margin,-69.9146028989,-18.4583,-4.3103,
