Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,40759000.0,41000000.0,15821000.0,16000000.0,30312000.0,30000000.0,39885000.0,40000000.0,49551000.0,50000000.0,66993000.0,82063000.0
Short-term investments,1010000.0,,62000.0,,137000.0,,808000.0,,807000.0,,905000.0,0.0
Cash and short-term investments,40759000.0,,15821000.0,,30312000.0,,40693000.0,,50358000.0,,67898000.0,82063000.0
Receivables,36118000.0,32000000.0,37408000.0,33000000.0,36667000.0,33000000.0,36417000.0,33000000.0,38463000.0,35000000.0,36713000.0,0.0
Inventories,6810000.0,7000000.0,8090000.0,8000000.0,8499000.0,8000000.0,9337000.0,9000000.0,15939000.0,16000000.0,11352000.0,8190000.0
Total current assets,86025000.0,653000000.0,68610000.0,735000000.0,77717000.0,722000000.0,95803000.0,706000000.0,114732000.0,663000000.0,125496000.0,134199000.0
Property Plant & Equipment Net,608298000.0,608000000.0,595997000.0,596000000.0,579107000.0,579000000.0,565956000.0,566000000.0,524375000.0,524000000.0,507197000.0,482371000.0
Goodwill and Intangible Assets,43130000.0,43000000,44832000.0,45000000,46932000.0,47000000,49432000.0,49000000,52329000.0,52000000,40644000.0,40745000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,32634000.0,000000.0,92171000.0,92000000.0,89896000.0,90000000.0,6840000.0,82000000.0,8146000.0,75000000.0,5727000.0,0.0
Total non-current assets,653481000.0,419000000.0,735311000.0,406000000.0,721978000.0,406000000.0,706165000.0,403000000.0,663283000.0,380000000.0,659596000.0,527573000.0
Total assets,739506000.0,740000000.0,803921000.0,804000000.0,799695000.0,800000000.0,801968000.0,802000000.0,778015000.0,778000000.0,785092000.0,661772000.0
Payables,56874000.0,57000000.0,53506000.0,54000000.0,44841000.0,45000000.0,50499000.0,50000000.0,40228000.0,40000000.0,36351000.0,24785000.0
Short-term debt,10250000.0,10000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,2600000.0
Total current liabilities,100441000.0,100000000.0,93139000.0,93000000.0,85815000.0,86000000.0,94374000.0,94000000.0,84549000.0,85000000.0,79034000.0,69517000.0
Long-term debt,299066000.0,299000000.0,281699000.0,282000000.0,283046000.0,283000000.0,289423000.0,289000000.0,291679000.0,292000000.0,292410000.0,297400000.0
Total debt,309316000.0,299000000.0,284699000.0,282000000.0,286046000.0,283000000.0,292423000.0,289000000.0,294679000.0,292000000.0,295410000.0,300000000.0
Deferred revenue,0.0,28000000.0,400000.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Tax Liabilities,971000.0,1000000.0,1048000.0,000000.0,1044000.0,000000.0,939000.0,000000.0,1051000.0,000000.0,1288000.0,0.0
Deposit Liabilities,14807000.0,,15013000.0,,17551000.0,,14686000.0,,16122000.0,,15185000.0,14672000.0
Total non-current liabilities,366939000.0,419000000.0,392109000.0,406000000.0,391480000.0,406000000.0,385320000.0,403000000.0,375407000.0,380000000.0,399874000.0,300631000.0
Total liabilities,519297000.0,519000000.0,499007000.0,499000000.0,491996000.0,492000000.0,497434000.0,497000000.0,465003000.0,465000000.0,508232000.0,525576000.0
Other comprehensive income,182689000,-16000000.0,179958000,-35000000.0,178019000,-29000000.0,170521000,-24000000.0,167869000,-5000000.0,165941000,164328000
Retained earnings (deficit),53368000.0,53000000.0,160059000.0,160000000.0,158953000.0,159000000.0,157853000.0,158000000.0,149754000.0,150000000.0,139266000.0,29284000.0
Total shareholders equity,220209000.0,220000000.0,304914000.0,305000000.0,307699000.0,308000000.0,304534000.0,305000000.0,313012000.0,313000000.0,276860000.0,136196000.0
Investments,1010000.0,,62000.0,,137000.0,,808000.0,,807000.0,,905000.0,0.0
Net Debt,268557000.0,268000000,268878000.0,269000000,255734000.0,256000000,252538000.0,252000000,245128000.0,245000000,228417000.0,217937000.0
Other Assets,0.0,3000000,0.0,9000000,0.0,8000000,0.0,12000000,0.0,14000000,0.0,0.0
Other Liabilities,51917000.0,26000000,13759000.0,36000000,14701000.0,37000000,17740000.0,37000000,5047000.0,14000000,29324000.0,155428000.0
