date,,2020-10-25_FY,2019-10-27_FY,2018-10-28_FY,2017-10-29_FY,2016-10-30_FY,2015-10-25_FY,2014-10-26_FY,2013-10-27_FY,2012-10-28_FY,2011-10-30_FY,2010-10-31_FY,2009-10-25_FY,2008-10-26_FY,2007-10-28_FY,2006-10-29_FY,2005-10-30_FY,2004-10-31_FY,2003-10-26_FY,2002-10-27_FY,2001-10-28_FY,2000-10-29_FY,1999-10-31_FY,1998-10-25_FY,1997-10-26_FY,1996-10-27_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY,1992-10-31_FY,1991-10-31_FY,1990-10-31_FY,1989-10-31_FY,1988-10-31_FY,1987-10-31_FY,1986-10-31_FY,1985-10-31_FY
,revenue,17202000000.0,14608000000.0,16705000000.0,14698000000.0,10825000000.0,9659000000.0,9072000000.0,7509000000.0,8719000000.0,10517000000.0,9548667000.0,5014000000.0,8129000000.0,9735000000.0,9167000000.0,6992000000.0,8013063000.0,4477000000.0,5062000000.0,7343000000.0,9564000000.0,4859100000.0,4042000000.0,4074000000.0,4145000000.0,3061900000.0,1659800000.0,1080000000.0,751400000.0,638600000.0,567100000.0,501800000.0,362800000.0,174400000.0,149300000.0,174600000.0
,costOfRevenue,9510000000.0,8222000000.0,9188000000.0,8086000000.0,6314000000.0,5707000000.0,5229000000.0,4518000000.0,5406000000.0,6157000000.0,5833665000.0,3583000000.0,4686000000.0,5242000000.0,4875000000.0,3906000000.0,4311808000.0,2873000000.0,3006000000.0,4091000000.0,4709000000.0,2537300000.0,2179000000.0,2173000000.0,2195000000.0,1652000000.0,891500000.0,565500000.0,414300000.0,345500000.0,286000000.0,245400000.0,180700000.0,93800000.0,81100000.0,89000000.0
,grossProfit,7692000000.0,6386000000.0,7517000000.0,6612000000.0,4511000000.0,3952000000.0,3843000000.0,2991000000.0,3313000000.0,4360000000.0,3715002000.0,1431000000.0,3443000000.0,4492000000.0,4292000000.0,3086000000.0,3701255000.0,1604000000.0,2057000000.0,3252000000.0,4856000000.0,2321800000.0,1863000000.0,1901000000.0,1950000000.0,1409900000.0,768300000.0,514500000.0,337100000.0,293100000.0,281100000.0,256400000.0,182100000.0,80600000.0,68200000.0,85600000.0
,grossProfitRatio,0.44715730728985,0.437157721796276,0.449985034420832,0.449857123418152,0.416720554272517,0.409152086137281,0.423611111111111,0.3983220135837,0.379974767748595,0.414566891699154,0.389059750434275,0.28540087754288,0.423545331529093,0.461427837699024,0.468201156321588,0.441361556064073,0.461902645717374,0.358275631002904,0.406361122086132,0.442870761269236,0.507737348389795,0.47782511164619,0.460910440376051,0.466617574864998,0.470446320868516,0.460465723896927,0.462887094830703,0.476388888888889,0.448629225445834,0.458972752896962,0.495679774290249,0.510960542048625,0.501929437706725,0.462155963302752,0.456798392498326,0.490263459335624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,2234000000.0,2053000000.0,2021000000.0,1780000000.0,1538000000.0,1450000000.0,1427000000.0,1319000000.0,1237000000.0,1118000000.0,1143521000.0,934000000.0,1104000000.0,1142000000.0,1152000000.0,941000000.0,991873000.0,921000000.0,1052000000.0,1199000000.0,1108000000.0,681800000.0,644000000.0,568000000.0,481000000.0,329700000.0,189100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,567000000.0,429000000.0,453000000.0,457000000.0,434000000.0,541000000.0,490000000.0,455000000.0,1076000000.0,882000000.0,535820000.0,407428000.0,505598000.0,500742000.0,468346000.0,338476000.0,751621000.0,300811000.0,709000000.0,902000000.0,961000000.0,658000000.0,594000000.0,583000000.0,540000000.0,386200000.0,242000000.0,311800000.0,235600000.0,215900000.0,206200000.0,161200000.0,100100000.0,69300000.0,56400000.0,64300000.0
,SellingAndMarketingExpenses,526000000.0,521000000.0,521000000.0,456000000.0,429000000.0,428000000.0,423000000.0,433000000.0,0.0,0.0,406028000.0,327572000.0,459402000.0,451258000.0,438654000.0,358524000.0,0.0,325189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,2019000000.0,0.0,0.0,0.0,5000000.0,337000000.0,589000000.0,59000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
