date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1630135000.0,323962000.0,-44290000.0,348571000.0,353278000.0,492210000.0,167139000.0,579039000.0,291906000.0,127432000.0,35755000.0,-8744531.0,2294533.0,714573.0
,depreciationAndAmortization,0.0,0.0,0.0,969000.0,1283000.0,1362000.0,1616000.0,1674000.0,1732000.0,0.0,0.0,528480.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,9730000.0,9162000.0,12995000.0,11330000.0,15197000.0,9002000.0,15082000.0,511000.0,488000.0,279000.0,214000.0,21644.0,0.0,0.0
,changeInWorkingCapital,-143825000.0,-21175000.0,91070000.0,23894000.0,16721000.0,3190000.0,-215540000.0,120331000.0,-81319000.0,-7943000.0,-1420000.0,-7709834.0,-531502.0,674767.0
,accountsReceivables,45460000.0,-6045000.0,12366000.0,-24689000.0,-12781000.0,15559000.0,-15226000.0,-7690000.0,-19176000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-127960000.0,-10379000.0,44820000.0,67118000.0,10782000.0,-5049000.0,3495000.0,1217000.0,12604000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-21058000.0,20161000.0,-8104000.0,0.0,0.0,0.0,-3000000.0,3306000.0,0.0,-5837000.0,-678000.0,-240020.0,0.0,0.0
,otherNonCashItems,935697000.0,699339000.0,70062000.0,100437000.0,-183482000.0,-2240963000.0,-869392000.0,-933433000.0,-63074000.0,44236000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,631603000.0,1056637000.0,702870000.0,606781000.0,239679000.0,-1936748000.0,-764147000.0,-454671000.0,163134000.0,151643000.0,33114000.0,-16240207.0,1763031.0,1389340.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-8202657000.0,-24732802000.0,-12705169000.0,-18365334000.0,-21344323000.0,-1878724000.0,-8346556000.0,-5523334000.0,-12184205000.0,-8626537000.0,-1677728000.0,-503064127.0,0.0,0.0
,salesMaturitiesOfInvestments,23548877000.0,18730431000.0,17991299000.0,10347803000.0,15758859000.0,10142430000.0,5743192000.0,6709205000.0,5377544000.0,2644095000.0,605682000.0,7457018.0,0.0,0.0
,otherInvestingActivites,51429000.0,-3525000.0,493531000.0,-500968000.0,-122540000.0,-53924000.0,-140304000.0,-215405000.0,192971000.0,-350481000.0,210662000.0,250305380.0,554148.0,-259820845.0
,netCashUsedForInvestingActivites,14903718000.0,-6077744000.0,4789998000.0,-8670320000.0,-5816028000.0,7987837000.0,-2698243000.0,512756000.0,-6907435000.0,-6332923000.0,-861384000.0,-245301729.0,554148.0,-259820845.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-963170000.0,-1275024000.0,-457400000.0,-3286954000.0,-832405000.0,-611942000.0,-2479283000.0,-42490000.0,0.0,-24302435000.0,-4135557000.0,0.0,0.0,0.0
,commonStockIssued,372000.0,336253000.0,215000.0,449000.0,502000.0,539000.0,588000.0,763557000.0,1362747000.0,1006847000.0,235275000.0,0.0,0.0,257025000.0
,commonStockRepurchased,-1064000.0,-19000.0,0.0,0.0,-61307000.0,-115174000.0,0.0,-23894000.0,0.0,0.0,0.0,-127024837.0,0.0,0.0
,dividendsPaid,-275289000.0,-538948000.0,-329020000.0,-436058000.0,-331865000.0,-381586000.0,-285553000.0,-591452000.0,-335309000.0,-119796000.0,-27120000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-511.0,1867980.0
,netCashUsedProvidedByFinancingActivities,-14505716000.0,5540169000.0,-5450099000.0,9117278000.0,5245401000.0,-6319050000.0,3442695000.0,146294000.0,7205393000.0,6377396000.0,966065000.0,284868673.0,-511.0,258892980.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1029605000.0,519062000.0,42769000.0,239800000.0,-330948000.0,-267961000.0,-19695000.0,204379000.0,461092000.0,196116000.0,137795000.0,23326737.0,2316668.0,0.0
,cashAtEndOfPeriod,2646431000.0,1616826000.0,1097764000.0,1054995000.0,406883000.0,737831000.0,1005792000.0,1025487000.0,821108000.0,360016000.0,163900000.0,26104880.0,2778143.0,461475.0
