Date,2018-12-31,2017-12-31,2016-12-31
Revenue,7136000.0,2060000.0,0.0
Revenue Growth,2.46407766990291,0.0,
Cost of Revenue,0.0,0.0,
Gross Profit,7136000.0,2060000.0,-270000.0
R&D Expenses,20761000.0,11866000.0,9797000.0
SG&A Expense,8121000.0,6407000.0,13305000.0
Operating Expenses,28882000.0,18273000.0,
Operating Income,-21746000.0,-16213000.0,-13575000.0
Interest Expense,0.0,0.0,
Earnings before Tax,-22242000.0,-16282000.0,-13567000.0
Income Tax Expense,-396000.0,-23000.0,21000.0
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-21846000.0,-16259000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-21846000.0,-16259000.0,-13546000.0
EPS,-49.78,-48.81,-0.77
EPS Diluted,-49.78,-48.81,-0.77
Weighted Average Shs Out,17696417.0,17696000.0,17696000.0
Weighted Average Shs Out (Dil),438862.0,333125.0,
Dividend per Share,0.0,0.0,
Gross Margin,1.0,1.0,0.0
EBITDA Margin,-3.017,-7.743,
EBIT Margin,-3.1169,-7.9039,
Profit Margin,-3.061,-7.893,
Free Cash Flow margin,-3.8206,-1.2272,
EBITDA,-21530000.0,-15950000.0,
EBIT,-22242000.0,-16282000.0,
Consolidated Income,-21846000.0,-16259000.0,
Earnings Before Tax Margin,-3.1169,-7.9039,0.0
Net Profit Margin,-3.0614,-7.8927,
