Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,467100000.0,467000000.0,448900000.0,449000000.0,404900000.0,405000000.0,378200000.0,378000000.0,370000000.0,370000000.0,333000000.0,307200000.0,352000000.0
Stock-based compensation,6300000.0,,5000000.0,,4000000.0,,9900000.0,,5600000.0,,3300000.0,5200000.0,1000000.0
Operating Cash Flow,810500000.0,810000000.0,784000000.0,784000000.0,753100000.0,753000000.0,698200000.0,698000000.0,776800000.0,777000000.0,663800000.0,443000000.0,552100000.0
Capital Expenditure,573500000.0,-574000000.0,609400000.0,-609000000.0,677100000.0,-677000000.0,773700000.0,-774000000.0,669000000.0,-669000000.0,610200000.0,456600000.0,618000000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,996000000,-5000000.0,-1003000000,0.0,-3000000,0.0,-4000000,0.0,-4000000,0.0,0.0,0.0
Investing Cash flow,370200000.0,370000000.0,-1683500000.0,-1684000000.0,-734400000.0,-734000000.0,-779800000.0,-780000000.0,-705800000.0,-706000000.0,-638400000.0,-485700000.0,-657700000.0
Issuance (repayment) of debt,-4725100000.0,-4725000000.0,-1100000.0,-1000000.0,-87000000.0,-234000000.0,-13400000.0,-13000000.0,-265300000.0,-265000000.0,-513800000.0,-598500000.0,-1300000.0
Issuance (buybacks) of shares,-1122500000.0,,1598700000.0,,-8300000.0,,-8200000.0,,-5700000.0,,283700000.0,-300000.0,-4600000.0
Dividend payments,-272000000.0,,-194000000.0,,-155500000.0,,-145600000.0,,-137300000.0,,-125500000.0,-115100000.0,-114200000.0
Financing Cash Flow,-1348400000.0,-1348000000.0,2181300000.0,2181000000.0,-20400000.0,-20000000.0,84000000.0,84000000.0,-69700000.0,-70000000.0,-22300000.0,38100000.0,50500000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,-167700000.0,-168000000.0,1281800000.0,1282000000.0,-1700000.0,-2000000.0,2400000.0,2000000.0,1300000.0,1000000.0,3100000.0,-4600000.0,-55100000.0
Free Cash Flow,237000000.0,237000000.0,174600000.0,175000000.0,76000000.0,76000000.0,-75500000.0,-76000000.0,107800000.0,108000000.0,53600000.0,-13600000.0,-65900000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
