date,,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY
,revenue,127128000.0,57195000.0,-183674000.0,-43606000.0,29086000.0,125240000.0,111104000.0,141871000.0,110028000.0,49828138.0,24023017.0,32364685.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,7947000.0,11153000.0,13535000.0,23288000.0,14237000.0,13395000.0,11604000.0,52547000.0,41672000.0,24962381.0,16508614.0,674360.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8604000.0,-36920000.0,0.0,0.0,0.0
,operatingExpenses,47000000.0,9811000.0,13295000.0,22950000.0,13691000.0,12708000.0,9283000.0,54000000.0,43000000.0,26000000.0,18000000.0,12000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,32426000.0,35728000.0,49935000.0,54621000.0,56654000.0,51465000.0,33470000.0,23245000.0,15137000.0,1929389.0,636901.0,917043.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16948767.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,1.00033824177207,0.82846402657575,1.07238367978048,1.5263037196716,0.529292443099773,0.898530820824018,0.91644765264977,0.559670404804364,0.274539208201549,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,127171000.0,47384000.0,-196969000.0,-66556000.0,15395000.0,112532000.0,101821000.0,79401000.0,30207000.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,1.00033824177207,0.82846402657575,1.07238367978048,1.5263037196716,0.529292443099773,0.898530820824018,0.91644765264977,0.559670404804364,0.274539208201549,0.0,0.0,0.0
,incomeTaxExpense,1011000.0,622000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,126160000.0,46762000.0,-196969000.0,-66556000.0,15395000.0,112532000.0,101821000.0,79401000.0,30207000.0,22416350.0,6193797.0,3257936.0
,netIncomeRatio,0.992385627084513,0.817588950083049,1.07238367978048,1.5263037196716,0.529292443099773,0.898530820824018,0.91644765264977,0.559670404804364,0.274539208201549,0.449873322579302,0.257827607581512,0.100663300137171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.89,0.33,-1.39,-0.45146585991236,0.100513175419811,0.792523522451969,0.92,1.0,0.471564387966967,0.49,0.25,0.21
,EPSDiluted,0.89,0.33,-1.39,-0.439780889261856,0.0956484461398909,0.751300214310035,0.9,0.97,0.439591943652133,0.49,0.25,0.21
,weightedAverageShsOut,140961000.0,140961000.0,141438000.0,147422000.0,153164000.0,141992000.0,110270000.0,79570000.0,64057000.0,45440584.0,24654325.0,15557469.0
,weightedAverageShsOutDil,140961000.0,140961000.0,141438000.0,151339000.0,160954000.0,149783000.0,118061000.0,87719000.0,68716000.0,45440584.0,24654325.0,15557469.0
