date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-272227000.0,-211956000.0,-231428000.0,-179703000.0,-186531000.0,-171146000.0,-48017000.0,109600000.0,971300000.0,46700000.0,400000.0,14700000.0,-10000000.0,108900000.0,71700000.0,34500000.0,55800000.0,39600000.0,27100000.0,4366000.0,-504000.0
,depreciationAndAmortization,107923000.0,113033000.0,93689000.0,76522000.0,72972000.0,73732000.0,49811000.0,36871000.0,85524000.0,70286000.0,65076000.0,63483000.0,62005000.0,61235000.0,56822000.0,54026000.0,41772000.0,32721000.0,32272000.0,33777000.0,37847000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,-1715000.0,-3488000.0,-3488000.0,-3487000.0,-7257000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,5421000.0,8882000.0,11481000.0,8991000.0,5816000.0,4125000.0,1619000.0,500000.0,1357000.0,1970000.0,1869000.0,1689000.0,3092000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-53464000.0,-54872000.0,-52066000.0,28066000.0,4540000.0,-175215000.0,51498000.0,-50681000.0,3171000.0,-2475000.0,-8255000.0,-36138000.0,112259000.0,-4880000.0,-22320000.0,14917000.0,-15825000.0,-9011000.0,17367000.0,1568000.0,-11461000.0
,accountsReceivables,-4178000.0,39448000.0,-49938000.0,-11413000.0,-567000.0,911000.0,-10533000.0,304000.0,2256000.0,5245000.0,-2010000.0,5473000.0,2133000.0,-7194000.0,-3824000.0,221000.0,916000.0,-1488000.0,188000.0,0.0,0.0
,inventory,-305000.0,5778000.0,402000.0,-151000.0,987000.0,-2252000.0,-809000.0,-10137000.0,167000.0,2479000.0,1166000.0,-2238000.0,-725000.0,-857000.0,1465000.0,-1571000.0,-353000.0,-721000.0,168000.0,-591000.0,257000.0
,accountsPayables,3832000.0,-678000.0,-24813000.0,1593000.0,-28511000.0,8944000.0,-1746000.0,2525000.0,-520000.0,-12804000.0,-7221000.0,2075000.0,12778000.0,-1130000.0,6057000.0,-1775000.0,-2166000.0,2105000.0,1006000.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,57110000.0,47834000.0,-264741000.0,-6003000.0,3497000.0,-1021000.0,494000.0,1475000.0,1182000.0,1908000.0,0.0,0.0,8140000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-6732000.0,-18355000.0,7734000.0,-900000.0,13732000.0,-12478000.0,-6488000.0,-3969000.0,-18638000.0,-19773000.0,-17990000.0,17514000.0,-42385000.0,22063000.0,6380000.0,-1956000.0,12385000.0,1241000.0,-2463000.0,2332000.0,3627000.0
,netCashProvidedByOperatingActivites,145783000.0,106545000.0,116674000.0,47134000.0,-38551000.0,-344649000.0,24873000.0,67722000.0,233810000.0,116608000.0,51710000.0,43763000.0,48495000.0,73055000.0,117219000.0,71026000.0,82028000.0,57417000.0,71216000.0,42043000.0,29509000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-302184000.0,-400665000.0,-149826000.0,-391901000.0,-234518000.0,-697349000.0,-1466673000.0,-734155000.0,-342987000.0,-289182000.0,-33927000.0,-112945000.0,-322183000.0,-48144000.0,-257579000.0,-145728000.0,-286792000.0,-84091000.0,-164727000.0,-140114000.0,-96860000.0
,acquisitionsNet,0.0,10000000.0,10000000.0,70000000.0,221000000.0,227000000.0,155000000.0,120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-123107000.0,-10200000.0,-5023000.0,0.0,-18049000.0,-173000.0,-4152000.0,-469000.0,-85000.0,-36588000.0,-181000.0,-18726000.0,-3000000.0,-21948000.0,-12176000.0,0.0,0.0,-14231000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,207428000.0,0.0,99210000.0,0.0,901000.0,399132000.0,30711000.0,165000.0,171595000.0,2248000.0,0.0,0.0,0.0,0.0,14231000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,11239000.0,21928000.0,-6855000.0,-117916000.0,0.0,157325000.0,-6211000.0,740426000.0,25859000.0,275058000.0,8547000.0,5064000.0,-64448000.0,-47373000.0,-562248000.0,1403000.0,-532017000.0,-13091000.0
,netCashUsedForInvestingActivites,-103028000.0,-264394000.0,-202492000.0,-433769000.0,-2222000.0,-255956000.0,-1429270000.0,-533067000.0,-290700000.0,-298644000.0,364736000.0,-56460000.0,-83548000.0,224435000.0,-268993000.0,-213176000.0,-356113000.0,-658515000.0,-163324000.0,-657900000.0,-122848000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-909352000.0,-552195000.0,-994874000.0,-446626000.0,-271858000.0,-215363000.0,-239903000.0,-9400000.0,-331454000.0,-135404000.0,-110037000.0,-78279000.0,-382541000.0,-185463000.0,-73250000.0,-300210000.0,-63175000.0,-558548000.0,-109888000.0,-15170000.0,0.0
,commonStockIssued,99831000.0,0.0,0.0,0.0,169876000.0,0.0,660947000.0,0.0,317119000.0,0.0,6289000.0,1974000.0,1007000.0,106369000.0,0.0,0.0,0.0,106197000.0,0.0,275808000.0,0.0
,commonStockRepurchased,-16650000.0,-18615000.0,0.0,0.0,-8214000.0,-12269000.0,0.0,0.0,0.0,0.0,0.0,-4582000.0,0.0,-31024000.0,0.0,-667000.0,0.0,0.0,0.0,0.0,0.0
