Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,282000000.0,79000000.0,107000000.0,67000000.0,168000000.0
Short-term investments,38000000.0,000000.0,000000.0,000000.0,0000000.0
Cash and short-term investments,38000000.0,000000.0,000000.0,000000.0,0000000.0
Receivables,196000000.0,194000000.0,168000000.0,130000000.0,134000000.0
Inventories,256000000.0,203000000.0,193000000.0,218000000.0,191000000.0
Total current assets,1508000000.0,1381000000.0,1504000000.0,1520000000.0,1453000000.0
Property, Plant & Equipment Net,992000000.0,879000000.0,867000000.0,880000000.0,711000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,413000000.0,384000000.0,411000000.0,402000000.0,467000000.0
Total non-current assets,2178000000.0,1796000000.0,1866000000.0,1869000000.0,1768000000.0
Total assets,2351000000.0,2013000000.0,2040000000.0,2044000000.0,2106000000.0
Payables,112000000.0,108000000.0,77000000.0,95000000.0,94000000.0
Short-term debt,000000.0,52000000.0,51000000.0,14000000.0,47000000.0
Total current liabilities,395000000.0,429000000.0,400000000.0,378000000.0,537000000.0
Long-term debt,884000000.0,564000000.0,513000000.0,398000000.0,000000.0
Total debt,884000000.0,564000000.0,513000000.0,398000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,66000000.0,95000000.0,82000000.0,89000000.0,93000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2178000000.0,1796000000.0,1866000000.0,1869000000.0,1768000000.0
Total liabilities,2572000000.0,2225000000.0,2266000000.0,2247000000.0,2306000000.0
Other comprehensive income,-1000000.0,-2000000.0,1000000.0,-0000000.0,33000000.0
Retained earnings (deficit),-635000000.0,-613000000.0,-622000000.0,-587000000.0,-602000000.0
Total shareholders equity,-222000000.0,-212000000.0,-225000000.0,-203000000.0,-199000000.0
Investments,,,,,
Net Debt,602000000,537000000,457000000,345000000,-121000000
Other Assets,150000000,246000000,275000000,289000000,375000000
Other Liabilities,1380000000,1291000000,1424000000,1548000000,1978000000
