date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,25509300000.0,23610800000.0,22823300000.0,22245500000.0,20719200000.0,15498400000.0,8602200000.0,7840000000.0,7395000000.0,6631000000.0,5882000000.0,5231000000.0,4644900000.0,4243000000.0,3969000000.0,3394000000.0,3126000000.0,2799872000.0,161000000.0,2329188000.0,1987271000.0,1688105000.0,1198000000.0,918800000.0,635500000.0,493000000.0
,costOfRevenue,17721000000.0,16570100000.0,15875800000.0,15223600000.0,14324500000.0,10841700000.0,5568200000.0,5051000000.0,4742000000.0,4252000000.0,3795000000.0,3374000000.0,3052700000.0,2782000000.0,2612000000.0,2222000000.0,2013000000.0,1787052000.0,114000000.0,1481232000.0,1271314000.0,1063416000.0,746500000.0,571000000.0,397100000.0,310900000.0
,grossProfit,7788300000.0,7040700000.0,6947500000.0,7021900000.0,6394700000.0,4656700000.0,3034000000.0,2790000000.0,2653000000.0,2378000000.0,2088000000.0,1857000000.0,1592200000.0,1461000000.0,1357000000.0,1172000000.0,1113000000.0,1012820000.0,47000000.0,847956000.0,715957000.0,624689000.0,451500000.0,347800000.0,238400000.0,182100000.0
,grossProfitRatio,0.305312180263669,0.298198282142071,0.304403832925125,0.315654851543009,0.308636433839144,0.300463273628245,0.352700471972286,0.355867346938776,0.358755916159567,0.358618609561152,0.354981298877933,0.354999044159816,0.342784559409245,0.344331840678765,0.341899722852104,0.34531526222746,0.356046065259117,0.361737965164122,0.291925465838509,0.364056486638262,0.360271447628431,0.37005340307623,0.376878130217028,0.378537222464084,0.37513768686074,0.369371196754564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,5900400000.0,5447900000.0,5147000000.0,4929500000.0,4610000000.0,3566200000.0,1993800000.0,1819000000.0,1732000000.0,1595000000.0,1457000000.0,1343000000.0,1226400000.0,1130000000.0,1046000000.0,889000000.0,819000000.0,719223000.0,55000000.0,594035000.0,458329000.0,375316000.0,259900000.0,204200000.0,143400000.0,111400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-800000.0,1000000.0,0.0,0.0,7000000.0,2000000.0,-5900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,5900400000.0,5778500000.0,7887000000.0,5022800000.0,4689900000.0,3607000000.0,1993800000.0,1819000000.0,1732000000.0,1596000000.0,1457000000.0,1344000000.0,1226400000.0,1130000000.0,1047000000.0,889000000.0,819000000.0,719223000.0,55000000.0,594035000.0,512092000.0,417287000.0,288000000.0,224700000.0,156500000.0,121900000.0
,costAndExpenses,23621400000.0,22348600000.0,23762800000.0,20246400000.0,19014400000.0,14448700000.0,7562000000.0,6870000000.0,6474000000.0,5848000000.0,5252000000.0,4718000000.0,4279100000.0,3912000000.0,3659000000.0,3111000000.0,2832000000.0,2506275000.0,169000000.0,2075267000.0,1783406000.0,1480703000.0,1034500000.0,795700000.0,553600000.0,432800000.0
,interestExpense,147300000.0,-162100000.0,-370000000.0,-301800000.0,-375500000.0,-599400000.0,80100000.0,-15000000.0,-3000000.0,-3000000.0,-6000000.0,7000000.0,0.0,17000000.0,16000000.0,14041000.0,10298000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,686600000.0,645400000.0,621100000.0,611200000.0,637500000.0,487600000.0,205900000.0,190500000.0,175300000.0,163900000.0,159700000.0,157800000.0,161700000.0,159300000.0,159000000.0,140700000.0,129300000.0,101495000.0,7200000.0,71615000.0,53763000.0,41971000.0,28100000.0,20500000.0,13100000.0,10500000.0
,EBITDA,2574500000.0,1907600000.0,-318400000.0,2610300000.0,2342300000.0,1537300000.0,1246100000.0,1160500000.0,1095300000.0,945900000.0,789700000.0,670800000.0,527500000.0,489300000.0,470000000.0,423700000.0,423300000.0,395092000.0,-800000.0,325536000.0,257628000.0,249373000.0,191600000.0,143600000.0,95000000.0,70700000.0
,EBITDARatio,0.100923976745736,0.0807935351618751,-0.0139506556895804,0.117340585736441,0.113049731649871,0.0991908842203066,0.144858292064821,0.148022959183673,0.148113590263692,0.14264816769718,0.134257055423325,0.12823551902122,0.113565415832418,0.115319349516851,0.118417737465357,0.124837949322334,0.135412667946257,0.141110736490811,-0.00496894409937888,0.139763728818799,0.12963908797542,0.147723630935279,0.159933222036728,0.156290814105355,0.14948859166011,0.14340770791075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1887900000.0,1262200000.0,-939500000.0,1999100000.0,1704800000.0,1049700000.0,1040200000.0,970000000.0,920000000.0,782000000.0,630000000.0,513000000.0,365800000.0,330000000.0,311000000.0,283000000.0,294000000.0,293597000.0,-8000000.0,253921000.0,203865000.0,207402000.0,163500000.0,123100000.0,81900000.0,60200000.0
,operatingIncomeRatio,0.0740083028542532,0.0534585867484372,-0.0411640735564095,0.0898653660290845,0.0822811691571103,0.0677295720848604,0.120922554695311,0.123724489795918,0.124408384043272,0.117930930478058,0.107106426385583,0.0980692028292869,0.0787530409696656,0.0777751590855527,0.0783572688334593,0.0833824395992929,0.0940499040307102,0.104860865068117,-0.0496894409937888,0.109016962134443,0.102585404808906,0.122860841002189,0.136477462437396,0.133979103178058,0.128874901652242,0.12210953346856
,totalOtherIncomeExpensesNet,-800000.0,-1400000.0,500000.0,6700000.0,100000.0,-2100000.0,-5900000.0,-1000000.0,62000000.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,889000.0,0.0,-1469000.0,-1723000.0,-4366000.0,-1000000.0,-5300000.0,0.0,0.0
