Date,2018-12-31,2017-12-31,2016-12-31
Revenue,65465925.9259,84633935.5852,95240327.381
Revenue Growth,-0.2265,-0.1114,
Cost of Revenue,49053333.3333,60980361.3511,70855654.7619
Gross Profit,16412592.5926,23653574.2341,24384672.619
R&D Expenses,2821481.4815,3779261.5868,3907738.0952
SG&A Expense,12440000.0,14633150.0393,19131696.4286
Operating Expenses,38555555.5556,32689709.348,37088541.6667
Operating Income,-22142962.963,-9036135.1139,-12703869.0476
Interest Expense,2617037.037,2553024.3519,1337053.5714
Earnings before Tax,-26017037.037,43550667.7141,30255952.381
Income Tax Expense,85925.9259,58915.9466,7440.4762
Net Income - Non-Controlling int,160000.0,358994.5012,434523.8095
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-26102962.963,43491751.7675,30248511.9048
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-26102962.963,43491751.7675,30248511.9048
EPS,-31.7926,54.7761,38.683
EPS Diluted,-31.7926,-5.0589,-5.8705
Weighted Average Shs Out,2398954.0741,,
Weighted Average Shs Out (Dil),2398954.0741,,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.2507,0.2795,0.256
EBITDA Margin,-0.2452,0.4446,0.2537
EBIT Margin,-0.3574,0.5447,0.3317
Profit Margin,-0.2956,0.4038,0.2366
Free Cash Flow margin,-0.046,-0.0801,-0.1437
EBITDA,-21648148.1481,47885310.2907,32500744.0476
EBIT,-23400000.0,46103692.066,31593005.9524
Consolidated Income,-26262962.963,43132757.2663,29813988.0952
Earnings Before Tax Margin,-0.3974,0.5146,0.3177
Net Profit Margin,-0.3987,0.5139,0.3176
