date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1991-02-28_FY,1990-02-28_FY,1989-02-28_FY,1988-02-29_FY,1986-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,134837000.0,97740000.0,65636000.0,100739000.0,-39873000.0,44102000.0,-28328000.0,95566000.0,129674000.0,127252000.0,130515000.0,36686000.0,57486000.0,44198000.0,46675000.0,25621000.0,2600000.0,-17345000.0,-28191000.0,5540000.0,7118000.0,-2200000.0,-3900000.0,-13700000.0,-6900000.0,-6900000.0,1700000.0,3100000.0,5100000.0,3600000.0,-12600000.0,700000.0,0.0,0.0,0.0
,depreciationAndAmortization,292915000.0,300725000.0,298625000.0,288422000.0,287002000.0,274194000.0,276083000.0,264449000.0,161646000.0,122663000.0,92473000.0,64898000.0,44471000.0,39530000.0,36955000.0,30302000.0,26465000.0,28949000.0,16795000.0,11987000.0,10656000.0,9800000.0,9600000.0,10000000.0,10500000.0,10100000.0,10600000.0,10300000.0,8900000.0,6600000.0,7900000.0,7200000.0,0.0,0.0,0.0
,deferredIncomeTax,-9748000.0,8005000.0,19089000.0,-83335000.0,16349000.0,1848000.0,33136000.0,32518000.0,36709000.0,41183000.0,4919000.0,4830000.0,3197000.0,-7492000.0,-6385000.0,-1242000.0,381000.0,-620000.0,1676000.0,1347000.0,0.0,0.0,100000.0,4600000.0,-1100000.0,-3300000.0,-900000.0,700000.0,300000.0,200000.0,-2200000.0,100000.0,0.0,0.0,0.0
,stockBasedCompensation,18502000.0,17816000.0,16792000.0,13146000.0,10481000.0,8550000.0,8800000.0,8946000.0,7494000.0,8164000.0,7219000.0,968000.0,3565000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-32722000.0,80928000.0,-50359000.0,62036000.0,184127000.0,-149886000.0,22328000.0,13893000.0,7615000.0,63873000.0,59323000.0,79251000.0,138094000.0,45120000.0,24111000.0,49658000.0,68654000.0,-42857000.0,13620000.0,44753000.0,-48074000.0,3400000.0,-500000.0,-2600000.0,2700000.0,-9200000.0,2500000.0,2800000.0,1000000.0,1700000.0,16200000.0,-3100000.0,-5700000.0,9000000.0,0.0
,accountsReceivables,0.0,0.0,-79563000.0,-33764000.0,-15009000.0,55271000.0,-14342000.0,-53735000.0,54373000.0,-65210000.0,-49411000.0,-11429000.0,17221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-7933000.0,-15869000.0,-26958000.0,-5002000.0,-16080000.0,14059000.0,-21339000.0,-1144000.0,-12871000.0,0.0,0.0,0.0,0.0,0.0,-2540000.0,-2389000.0,-1261000.0,705000.0,456000.0,-736000.0,-571000.0,-200000.0,0.0,100000.0,100000.0,-300000.0,-200000.0,-200000.0,-100000.0,400000.0,400000.0,-1100000.0,0.0,0.0,0.0
,accountsPayables,-80328000.0,7153000.0,46915000.0,-10684000.0,-3503000.0,-16299000.0,-52026000.0,37117000.0,5930000.0,-8116000.0,38553000.0,5050000.0,-17763000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,680808000.0,599880000.0,650239000.0,588203000.0,404076000.0,553962000.0,531634000.0,517741000.0,510126000.0,446253000.0,386930000.0,307679000.0,169585000.0,124465000.0,100354000.0,50696000.0,-17958000.0,24899000.0,11279000.0,-33474000.0,14600000.0,11200000.0,11700000.0,14300000.0,11600000.0,20800000.0,18300000.0,15500000.0,14500000.0,12800000.0,-3400000.0,-300000.0,5400000.0,-3600000.0
,otherNonCashItems,26813000.0,-92022000.0,23427000.0,-95310000.0,-198462000.0,217575000.0,-14653000.0,467000.0,-18773000.0,-183604000.0,-70341000.0,-93363000.0,-137223000.0,-41361000.0,-39974000.0,-74672000.0,-45640000.0,70730000.0,1749000.0,-38995000.0,43869000.0,-4900000.0,-1400000.0,200000.0,0.0,19300000.0,3600000.0,-12000000.0,-1400000.0,-3600000.0,-10800000.0,800000.0,5700000.0,-9000000.0,0.0
,netCashProvidedByOperatingActivites,430597000.0,413192000.0,373210000.0,285698000.0,259624000.0,396383000.0,297366000.0,415839000.0,324365000.0,179531000.0,224108000.0,93270000.0,109590000.0,79995000.0,61382000.0,29667000.0,52460000.0,38857000.0,5649000.0,24632000.0,13569000.0,6100000.0,3900000.0,-1500000.0,5200000.0,10000000.0,17500000.0,4900000.0,13900000.0,8500000.0,-1500000.0,5700000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-196256000.0,-216324000.0,-193344000.0,-167007000.0,-219384000.0,-257196000.0,-257613000.0,-280207000.0,-197397000.0,-148513000.0,-116450000.0,-62244000.0,-57462000.0,-36528000.0,-43016000.0,-19455000.0,-26343000.0,-34832000.0,-12460000.0,-7277000.0,-7403000.0,-7000000.0,-4500000.0,-3400000.0,-3100000.0,-13000000.0,-5300000.0,-7900000.0,-9800000.0,-9500000.0,-5300000.0,-12000000.0,0.0,0.0,0.0
,acquisitionsNet,-1127000.0,-24649000.0,-151023000.0,-3801000.0,-159781000.0,-94345000.0,-16187000.0,-63264000.0,-1373921000.0,-336960000.0,-14646000.0,-54476000.0,-27628000.0,-7410000.0,-51492000.0,0.0,0.0,7890000.0,-44217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
