Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,6433000.0,4193000.0
SG&A Expense,1082000.0,754000.0
Operating Expenses,7515000.0,4947000.0
Operating Income,-7515000.0,-4947000.0
Interest Expense,90000.0,15000.0
Earnings before Tax,-7346000.0,-5172000.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-7346000.0,-5172000.0
Preferred Dividends,0.0,0.0
Net Income Com,-7346000.0,-5172000.0
EPS,-7.15,-9.26
EPS Diluted,-7.15,-9.26
Weighted Average Shs Out,16105256.0,
Weighted Average Shs Out (Dil),1026905.0,558597.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-7199000.0,-5147000.0
EBIT,-7256000.0,-5157000.0
Consolidated Income,-7346000.0,-5172000.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
