date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-09-30_FY,2014-06-30_FY,2014-03-31_FY,2013-12-31_FY,2013-09-30_FY,2013-06-30_FY,2013-03-31_FY,2012-12-31_FY,2012-03-31_FY,2011-12-31_FY,2010-12-31_FY,2010-06-30_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,8904430000.0,8526500000.0,8448200000.0,7752000000.0,7639100000.0,7954800000.0,7741900000.0,0.0,0.0,0.0,7301200000.0,0.0,0.0,0.0,6273787000.0,0.0,4465657000.0,4898167000.0,0.0,5439430000.0,5800095000.0,5822226000.0,6884388000.0,7397390000.0,6686699000.0,6069156000.0,5216321000.0,6873826000.0,5876620000.0,4471300000.0,3767700000.0,3834800000.0,3792100000.0,3750600000.0,3642700000.0
,costOfRevenue,4468092000.0,4403273000.0,4474182000.0,3812418000.0,3824377000.0,4416194000.0,4449139000.0,0.0,0.0,0.0,3997940000.0,0.0,0.0,0.0,3667434000.0,0.0,1580683000.0,1985634000.0,0.0,3630809000.0,2996180000.0,3350673000.0,4630798000.0,4933080000.0,4231192000.0,3730416000.0,3026102000.0,4541342000.0,3321226000.0,1898300000.0,1296500000.0,1293500000.0,1139800000.0,909200000.0,832400000.0
,grossProfit,4436338000.0,4123227000.0,3974018000.0,3939582000.0,3814723000.0,3538606000.0,3292761000.0,0.0,0.0,0.0,3303260000.0,0.0,0.0,0.0,2606353000.0,0.0,2884974000.0,2912533000.0,0.0,1808621000.0,2803915000.0,2471553000.0,2253590000.0,2464310000.0,2455507000.0,2338740000.0,2190219000.0,2332484000.0,2555394000.0,2573000000.0,2471200000.0,2541300000.0,2652300000.0,2841400000.0,2810300000.0
,grossProfitRatio,0.498216954931422,0.483577904181082,0.470398191330698,0.508202012383901,0.499368119281067,0.444839090863378,0.425316911869179,0.0,0.0,0.0,0.452426998301649,0.0,0.0,0.0,0.415435366230954,0.0,0.646035734495506,0.59461692506605,0.0,0.332501934945389,0.483425702510045,0.424503102421651,0.327347906596781,0.333132361549141,0.367222601166884,0.385348473494502,0.419878109495179,0.339328344942104,0.434840775820114,0.575447856328137,0.655890861798975,0.662694273495358,0.699427757706812,0.757585452994188,0.771488181843138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,108590000.0,132777000.0,128366000.0,78008000.0,45920000.0,34227000.0,24619000.0,0.0,0.0,0.0,29894000.0,0.0,0.0,0.0,19742000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2447604000.0,2293062000.0,2274089000.0,2021380000.0,1954893000.0,1774469000.0,1659868000.0,0.0,0.0,0.0,1731248000.0,0.0,0.0,0.0,1346128000.0,0.0,2090798000.0,2112642000.0,0.0,1057246000.0,1191446000.0,1932072000.0,2029666000.0,2618175000.0,2042555000.0,1905374000.0,1910677000.0,2435266000.0,1860600000.0,2047500000.0,2164100000.0,2347600000.0,2312500000.0,1987800000.0,1968300000.0
,costAndExpenses,6915696000.0,6696335000.0,6748271000.0,5833798000.0,5779270000.0,6190663000.0,6109007000.0,0.0,0.0,0.0,5729188000.0,0.0,0.0,0.0,5013562000.0,0.0,3671481000.0,4098276000.0,0.0,4688055000.0,4187626000.0,5282745000.0,6660464000.0,7551255000.0,6273747000.0,5635790000.0,4936779000.0,6976608000.0,5181826000.0,3945800000.0,3460600000.0,3641100000.0,3452300000.0,2897000000.0,2800700000.0
