Date,2019-06-30,2018-06-30
Cash and cash equivalents,162900000.0,151600000.0
Short-term investments,216000000.0,0.0
Cash and short-term investments,378900000.0,151600000.0
Receivables,18500000.0,9400000.0
Inventories,136600000.0,25300000.0
Total current assets,581700000.0,203800000.0
Property Plant & Equipment Net,249700000.0,36200000.0
Goodwill and Intangible Assets,23800000.0,28700000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,282800000.0,67400000.0
Total assets,864500000.0,271200000.0
Payables,92200000.0,28100000.0
Short-term debt,0.0,0.0
Total current liabilities,290800000.0,170200000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,90800000.0,88500000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,171200000.0,10300000.0
Total liabilities,462000000.0,180500000.0
Other comprehensive income,200000.0,0.0
Retained earnings (deficit),-629500000.0,-336100000.0
Total shareholders equity,-538600000.0,-315600000.0
Investments,216000000.0,0.0
Net Debt,-378900000.0,-151600000.0
Other Assets,47700000.0,17500000.0
Other Liabilities,198600000.0,142100000.0
