date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,revenue,1435413000.0,901935000.0,990266000.0,1067503000.0,1221661000.0,491738000.0,91125000.0,96530000.0,47044000.0,27979000.0,36880000.0,13147000.0,9440000.0,847000.0,0.0,0.0,0.0,13000.0,562000.0,1333000.0,865000.0,1375000.0,1200000.0,100000.0,100000.0,100000.0
,costOfRevenue,894408000.0,572484000.0,604636000.0,620130000.0,611482000.0,235239000.0,48009000.0,48860000.0,27878000.0,17243000.0,20501000.0,9567000.0,8559000.0,808000.0,0.0,0.0,0.0,0.0,0.0,0.0,-290000.0,-200000.0,-100000.0,-100000.0,-100000.0,500000.0
,grossProfit,541005000.0,329451000.0,385630000.0,447373000.0,610179000.0,256499000.0,43116000.0,47670000.0,19166000.0,10736000.0,16379000.0,3580000.0,881000.0,39000.0,0.0,0.0,0.0,13000.0,0.0,0.0,1155000.0,1575000.0,1300000.0,200000.0,200000.0,-400000.0
,grossProfitRatio,0.376898495415605,0.365271333300071,0.389420620318177,0.419083599765059,0.49946670966823,0.521617202656699,0.473152263374486,0.493836113125453,0.407405832837344,0.383716358697595,0.444116052060738,0.272305468928273,0.0933262711864407,0.0460448642266824,0.0,0.0,0.0,1.0,0.0,0.0,1.33526011560694,1.14545454545455,1.08333333333333,2.0,2.0,-4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,75316000.0,117870000.0,125586000.0,125186000.0,111205000.0,99488000.0,83571000.0,53902000.0,19520000.0,11352000.0,7908000.0,12881000.0,21562000.0,10850000.0,0.0,0.0,0.0,154000.0,3948000.0,5321000.0,3681000.0,2332000.0,1700000.0,1500000.0,1600000.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6530000.0,5788000.0,3194000.0,2500000.0,1900000.0,1500000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,12701000.0,-11281000.0,1535000.0,10457000.0,3903000.0,7730000.0,-3088000.0,25329000.0,1273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,487280000.0,525958000.0,551865000.0,730858000.0,666500000.0,349930000.0,152430000.0,120355000.0,55650000.0,33925000.0,33608000.0,29600000.0,38046000.0,24137000.0,1117000.0,1438000.0,2051000.0,3745000.0,9582000.0,11851000.0,9759000.0,5726000.0,4300000.0,3500000.0,3200000.0,0.0
,costAndExpenses,1381688000.0,1098442000.0,1156501000.0,1350988000.0,1277982000.0,585169000.0,200439000.0,169215000.0,83528000.0,51168000.0,54109000.0,39167000.0,46605000.0,24945000.0,1117000.0,1438000.0,2051000.0,3745000.0,9582000.0,11851000.0,9469000.0,5526000.0,4200000.0,3400000.0,3100000.0,2300000.0
,interestExpense,21934000.0,21516000.0,11890000.0,6601000.0,7430000.0,8419000.0,12263000.0,13802000.0,1405000.0,1005000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,56391000.0,64783000.0,67933000.0,84678000.0,64407000.0,27977000.0,10919000.0,11133000.0,8335000.0,3404000.0,3579000.0,3201000.0,1694000.0,184000.0,0.0,3000.0,5000.0,55000.0,472000.0,286000.0,290000.0,200000.0,100000.0,100000.0,100000.0,700000.0
,EBITDA,110116000.0,-131724000.0,-98302000.0,-198807000.0,8086000.0,-65454000.0,-98395000.0,-61552000.0,-28149000.0,-19785000.0,-13650000.0,-22819000.0,-35471000.0,-23914000.0,-1117000.0,-1435000.0,-2046000.0,-3677000.0,-8548000.0,-10232000.0,-8314000.0,-3951000.0,-2900000.0,-3200000.0,-2900000.0,-1500000.0
,EBITDARatio,0.0767138098930412,-0.14604600109764,-0.0992682774123316,-0.186235542195198,0.00661885744081214,-0.133107467797892,-1.079780521262,-0.63764632756656,-0.598354731740498,-0.707137495979127,-0.370119305856833,-1.73568114398722,-3.75752118644068,-28.2337662337662,0.0,0.0,0.0,-282.846153846154,-15.2099644128114,-7.67591897974494,-9.61156069364162,-2.87345454545455,-2.41666666666667,-32.0,-29.0,-15.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,53725000.0,-196507000.0,-166235000.0,-283485000.0,-56321000.0,-93431000.0,-109314000.0,-72685000.0,-36484000.0,-23189000.0,-17229000.0,-26020000.0,-37165000.0,-24098000.0,-1117000.0,-1438000.0,-2051000.0,-3732000.0,-9020000.0,-10518000.0,-8604000.0,-4151000.0,-3000000.0,-3300000.0,-3000000.0,-2200000.0
,operatingIncomeRatio,0.0374282523566388,-0.217872684838708,-0.167869037208184,-0.265558972667992,-0.0461019873762034,-0.190001586210543,-1.1996049382716,-0.752978348699886,-0.775529291726894,-0.828800171557239,-0.467163774403471,-1.97915874343957,-3.93697033898305,-28.4510035419126,0.0,0.0,0.0,-287.076923076923,-16.0498220640569,-7.89047261815454,-9.94682080924856,-3.01890909090909,-2.5,-33.0,-30.0,-22.0
,totalOtherIncomeExpensesNet,16740000.0,-88652000.0,-384000.0,13932000.0,-10273000.0,-36403000.0,-50221000.0,-18107000.0,488000.0,-327000.0,-842000.0,-4034000.0,-1398000.0,-245211000.0,0.0,1064000.0,0.0,-2233000.0,-2006000.0,274000.0,0.0,0.0,300000.0,100000.0,200000.0,0.0
,incomeBeforeTax,48683000.0,-304965000.0,-177269000.0,-275544000.0,-73546000.0,-137998000.0,-171027000.0,-104218000.0,-37213000.0,-24233000.0,-18071000.0,-30054000.0,-39917000.0,-267859000.0,-648000.0,-186000.0,-1926000.0,-5793000.0,-10358000.0,-8867000.0,-7070000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTaxRatio,0.0339156744435225,-0.338123035473731,-0.179011497920761,-0.25812011769522,-0.0602016435001199,-0.280633182711119,-1.87683950617284,-1.07964363410339,-0.791025423008248,-0.866113871117624,-0.489994577006508,-2.28599680535483,-4.22849576271186,-316.244391971665,0.0,0.0,0.0,-445.615384615385,-18.4306049822064,-6.65191297824456,-8.17341040462428,0.0,0.0,0.0,0.0,0.0
