date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-30_FY,2016-01-01_FY,2015-01-02_FY,2014-01-03_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2009-12-31_FY
,revenue,2886000000.0,4355000000.0,2968000000.0,1951945000.0,2000000000.0,1810795000.0,1736000000.0,1750000000.0,1639000000.0,1624000000.0,1584000000.0,1596000000.0
,costOfRevenue,2157000000.0,2588000000.0,1868000000.0,1172275000.0,1075000000.0,811454000.0,817000000.0,830000000.0,804000000.0,827000000.0,999000000.0,1043000000.0
,grossProfit,729000000.0,1767000000.0,1100000000.0,779670000.0,925000000.0,999341000.0,919000000.0,920000000.0,835000000.0,797000000.0,585000000.0,553000000.0
,grossProfitRatio,0.252598752598753,0.405740528128588,0.370619946091644,0.399432361055255,0.4625,0.55187969924812,0.529377880184332,0.525714285714286,0.509456985967053,0.49076354679803,0.369318181818182,0.346491228070175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,154000000.0,300000000.0,198000000.0,110225000.0,351705000.0,424815000.0,397000000.0,412000000.0,371000000.0,304000000.0,82000000.0,88000000.0
,SellingAndMarketingExpenses,419000000.0,762000000.0,527000000.0,408715000.0,353295000.0,330599000.0,315000000.0,316000000.0,330000000.0,342000000.0,344000000.0,413000000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,696000000.0,1203000000.0,787000000.0,518940000.0,725000000.0,781338000.0,761000000.0,777000000.0,797000000.0,1016000000.0,441000000.0,1124000000.0
,costAndExpenses,2853000000.0,3791000000.0,2655000000.0,1691215000.0,1800000000.0,1592792000.0,1578000000.0,1607000000.0,1601000000.0,1843000000.0,1440000000.0,2167000000.0
,interestExpense,150000000.0,132000000.0,54000000.0,34789000.0,-9000000.0,-12810000.0,-12000000.0,-13000000.0,58000000.0,47000000.0,56000000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,123000000.0,141000000.0,62000000.0,21494000.0,21000000.0,22217000.0,19000000.0,23000000.0,30000000.0,33000000.0,35000000.0,42000000.0
,EBITDA,-86000000.0,494000000.0,222000000.0,282166000.0,210000000.0,215904000.0,158000000.0,141000000.0,119000000.0,-137000000.0,203000000.0,-710000000.0
,EBITDARatio,-0.0297990297990298,0.113432835820896,0.0747978436657682,0.144556327150611,0.105,0.119231608216281,0.0910138248847926,0.0805714285714286,0.0726052471018914,-0.08435960591133,0.128156565656566,-0.444862155388471
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,33000000.0,564000000.0,313000000.0,260730000.0,200000000.0,218003000.0,158000000.0,143000000.0,38000000.0,-219000000.0,144000000.0,-571000000.0
,operatingIncomeRatio,0.0114345114345114,0.129506314580941,0.105458221024259,0.133574460345963,0.1,0.12039076759103,0.0910138248847926,0.0817142857142857,0.0231848688224527,-0.134852216748768,0.0909090909090909,-0.357769423558897
,totalOtherIncomeExpensesNet,373000000.0,339000000.0,210000000.0,34847000.0,2000000.0,11506000.0,7000000.0,12000000.0,7000000.0,-2000000.0,32000000.0,192000000.0
,incomeBeforeTax,-340000000.0,225000000.0,103000000.0,225883000.0,198000000.0,206497000.0,151000000.0,131000000.0,31000000.0,-217000000.0,112000000.0,-763000000.0
,incomeBeforeTaxRatio,-0.117810117810118,0.0516647531572905,0.0347035040431267,0.11572201060993,0.099,0.114036652409577,0.0869815668202765,0.0748571428571429,0.0189139719341062,-0.133620689655172,0.0707070707070707,-0.478070175438596
,incomeTaxExpense,-84000000.0,83000000.0,51000000.0,-895000.0,76000000.0,83698000.0,70000000.0,51000000.0,24000000.0,-45000000.0,45000000.0,-231000000.0
,netIncome,-275000000.0,138000000.0,55000000.0,226778000.0,122000000.0,122799000.0,81000000.0,80000000.0,7000000.0,-172000000.0,67000000.0,-521000000.0
,netIncomeRatio,-0.0952875952875953,0.0316877152698048,0.0185309973045822,0.116180527627571,0.061,0.0678149652500697,0.0466589861751152,0.0457142857142857,0.00427089688834655,-0.105911330049261,0.0422979797979798,-0.326441102756892
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-6.23731882204855,3.13,1.64,8.7,4.29577,3.81743,2.34104,2.18579,0.19337,-5.10386,1.99215,-15.491199
,EPSDiluted,-6.23731882204855,3.09,1.61,8.49,4.29577,3.81743,2.34104,2.18579,0.19337,-5.10386,1.99215,-15.491199
