Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,6776000.0,7000000.0,271000.0,0000000.0,4543000.0,5000000.0,6767000.0,7000000.0,49000.0,0000000.0,172000.0,6378000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,6776000.0,,271000.0,,4543000.0,,6767000.0,,49000.0,,172000.0,6378000.0
Receivables,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,57000.0
Total current assets,7031000.0,22000000.0,644000.0,18000000.0,4832000.0,31000000.0,6887000.0,31000000.0,267000.0,31000000.0,1197000.0,6737000.0
Property Plant & Equipment Net,0.0,000000.0,316000.0,0000000.0,371000.0,0000000.0,41000.0,0000000.0,47000.0,0000000.0,56000.0,120000.0
Goodwill and Intangible Assets,6477000.0,21000000,2806000.0,3000000,3111000.0,31000000,3415000.0,31000000,3606758.0,31000000,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,21577000.0,6000000.0,18461000.0,7000000.0,31352000.0,22000000.0,30977000.0,13000000.0,31234000.0,15000000.0,131000.0,784000.0
Total assets,28608000.0,29000000.0,19105000.0,19000000.0,36184000.0,36000000.0,37864000.0,38000000.0,31501000.0,32000000.0,1328000.0,7521000.0
Payables,3569000.0,4000000.0,3522000.0,4000000.0,2439000.0,2000000.0,1243000.0,1000000.0,5181000.0,5000000.0,1349000.0,1123000.0
Short-term debt,0.0,3000000.0,48000.0,3000000.0,106000.0,1000000.0,2011000.0,2000000.0,1546000.0,2000000.0,3975000.0,8022000.0
Total current liabilities,9251000.0,9000000.0,9165000.0,9000000.0,6286000.0,6000000.0,7417000.0,7000000.0,11268000.0,11000000.0,7801000.0,12237000.0
Long-term debt,0.0,1000000.0,52000.0,1000000.0,91000.0,3000000.0,1564000.0,2000000.0,3359000.0,3000000.0,3975000.0,0.0
Total debt,0.0,1000000.0,100000.0,1000000.0,197000.0,3000000.0,3575000.0,2000000.0,4905000.0,3000000.0,7950000.0,8022000.0
Deferred revenue,0.0,000000.0,0.0,0000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,314000.0,882000.0
Tax Liabilities,70000.0,4000000.0,60000.0,6000000.0,0.0,11000000.0,36000.0,11000000.0,175000.0,11000000.0,0.0,0.0
Deposit Liabilities,0.0,,340000.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,4142000.0,6000000.0,5985000.0,7000000.0,10961000.0,22000000.0,12434000.0,13000000.0,14229063.0,15000000.0,11471000.0,12430000.0
Total liabilities,14850000.0,15000000.0,16592000.0,17000000.0,28321000.0,28000000.0,20320000.0,20000000.0,26018000.0,26000000.0,15297000.0,24667000.0
Other comprehensive income,127292000,,98159000,,70846000,,63371000,,27761000,,255963000,250036000
Retained earnings (deficit),-113536000.0,-114000000.0,-95647000.0,-96000000.0,-62986000.0,-63000000.0,-45829000.0,-46000000.0,-22279000.0,-22000000.0,-268811000.0,-266238000.0
Total shareholders equity,13758000.0,14000000.0,2513000.0,3000000.0,7863000.0,8000000.0,17544000.0,18000000.0,5483000.0,5000000.0,-13969000.0,-17146000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,-6776000.0,-3000000,-171000.0,4000000,-4346000.0,-1000000,-3192000.0,-3000000,4856000.0,5000000,7778000.0,1644000.0
Other Assets,0.0,0,0.0,15000000,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,1457000.0,0,1442000.0,1000000,11074000.0,9000000,469000.0,1000000,520937.0,2000000,-3975000.0,0.0
