date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,22116000000.0,22223000000.0,21689000000.0,21600000000.0,22380000000.0,20845000000.0,22606000000.0,23827000000.0,25272000000.0,22171000000.0,20732000000.0,18254000000.0,16554000000.0,15393000000.0,14616000000.0,14363000000.0,13281000000.0,11447000000.0,10257000000.0,9598000000.0,9720000000.0,8640000000.0,7104000000.0,7250702000.0,7100203000.0,7190620000.0,6110758000.0,5001000000.0,3986500000.0,3282700000.0,2678400000.0,2438200000.0,2324600000.0,1876100000.0,1401500000.0,954800000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225000000.0,2062000000.0,0.0,0.0,1491000000.0,1337000000.0,1281000000.0,1098000000.0,982000000.0,842000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725000000.0,1637000000.0,1568000000.0,1460000000.0,1331000000.0,1303000000.0,1302000000.0,1252000000.0,1146000000.0,1037000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,17862000000.0,17775000000.0,17649000000.0,18492000000.0,17010000000.0,18237000000.0,19123000000.0,21062000000.0,19221000000.0,17171000000.0,16019000000.0,14640000000.0,12894000000.0,12352000000.0,12137000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,17957000000.0,17778000000.0,17706000000.0,17582000000.0,18313000000.0,16983000000.0,18115000000.0,19011000000.0,20970000000.0,19179000000.0,17147000000.0,16019000000.0,14640000000.0,12894000000.0,12352000000.0,12137000000.0,11474000000.0,10222000000.0,8998000000.0,8517000000.0,8708000000.0,7862000000.0,6553000000.0,6385882000.0,6450202000.0,6589625000.0,5606422000.0,564000000.0,457800000.0,14100000.0,15200000.0,19300000.0,10600000.0,5300000.0,5500000.0,4200000.0
,interestExpense,242000000.0,228000000.0,222000000.0,240000000.0,268000000.0,289000000.0,317000000.0,293000000.0,261000000.0,196000000.0,149000000.0,72000000.0,29000000.0,27000000.0,19000000.0,23000000.0,23000000.0,22000000.0,20000000.0,19000000.0,19000000.0,18000000.0,13000000.0,13709000.0,16186000.0,15611000.0,13496000.0,2000000.0,5900000.0,14100000.0,15200000.0,19300000.0,10600000.0,5300000.0,5500000.0,4200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
