Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,,,,,,,,,
Stock-based compensation,6022861.0,10331464.0,6989341.0,5840464.0,3980708.0,3030757.0,1909808.0,1151576.0,701601.0
Operating Cash Flow,7967061.0,-23135906.0,-31234156.0,-188251165.0,127359403.0,-130560845.0,-118212754.0,-97452134.0,-13374086.0
Capital Expenditure,-40512.0,-70904.0,-57189.0,-96591.0,-45141.0,-30269.0,-37952.0,-38535.0,-3194.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-40512.0,-70904.0,-57189.0,-96591.0,-45141.0,-30269.0,-37952.0,-38535.0,-3194.0
Issuance (repayment) of debt,27505861.0,20601849.0,85372640.0,83779873.0,-8874346.0,123690000.0,36600000.0,80503918.0,6800000.0
Issuance (buybacks) of shares,131996144.0,129126224.0,-54967.0,127730614.0,0.0,77122974.0,128636252.0,41212968.0,47332682.0
Dividend payments,-77069133.0,-66476054.0,-74752788.0,-74290996.0,-56735702.0,-51789022.0,-32370760.0,-20914748.0,-12322468.0
Financing Cash Flow,76835485.0,77679055.0,5147737.0,133802436.0,-66310339.0,136023197.0,130298824.0,97110470.0,41384414.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,84762034.0,54472245.0,-26143608.0,-54545320.0,61003923.0,5432083.0,12048118.0,-380199.0,28007134.0
Free Cash Flow,7926549.0,-23206810.0,-31291345.0,-188347756.0,127314262.0,-130591114.0,-118250706.0,-97490669.0,-13377280.0
Net Cash/Marketcap,,,,,,,,,
