date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1073000.0,4928000.0,9080000.0,-6101000.0,2386000.0,12954000.0,-2780000.0,156381000.0,17409000.0,472000.0,-30688000.0,34053000.0,-10139000.0,144136000.0,19994000.0,-41635000.0,-39294000.0,-6630000.0,-185247000.0,-11238000.0,-25205000.0,-25478000.0
,depreciationAndAmortization,43564000.0,37276000.0,33908000.0,36317000.0,34690000.0,33867000.0,32583000.0,42191000.0,51487000.0,58559000.0,72078000.0,81358000.0,76541000.0,73396000.0,68439000.0,101579000.0,84475000.0,99233000.0,87464000.0,84171000.0,76838000.0,49650000.0
,deferredIncomeTax,2658000.0,2919000.0,2041000.0,11582000.0,1855000.0,4883000.0,-2047000.0,54905000.0,5771000.0,11646000.0,32634000.0,-1982000.0,-6445000.0,-112495000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,1693000.0,1580000.0,1757000.0,1509000.0,2830000.0,2008000.0,2511000.0,2860000.0,3550000.0,3888000.0,3989000.0,4273000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-11562000.0,8501000.0,13754000.0,-10326000.0,-1534000.0,-73484000.0,81071000.0,9969000.0,8484000.0,-11081000.0,1465000.0,-14338000.0,-25558000.0,26894000.0,-15157000.0,-43180000.0,-23624000.0,72979000.0,-9321000.0,-21891000.0,-43518000.0,18035000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063000.0,-2490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,15166000.0,26728000.0,18227000.0,4473000.0,14799000.0,16333000.0,89817000.0,8746000.0,-1223000.0,-9707000.0,1374000.0,-91000.0,14247000.0,39805000.0,12911000.0,28068000.0,71248000.0,94872000.0,21893000.0,31214000.0,53105000.0,96623000.0
,otherNonCashItems,-5743000.0,-3113000.0,225000.0,3003000.0,1609000.0,5417000.0,6429000.0,9857000.0,6480000.0,-109000.0,6458000.0,-25711000.0,39502000.0,6377000.0,7104000.0,0.0,0.0,-41000.0,-649000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,57119000.0,58815000.0,56195000.0,30406000.0,37253000.0,12581000.0,51268000.0,67707000.0,84356000.0,79081000.0,86367000.0,96680000.0,94577000.0,104935000.0,90739000.0,56336000.0,57827000.0,50249000.0,64827000.0,74979000.0,48194000.0,44033000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128312000.0,-63297000.0,-60216000.0,-58422000.0,-51422000.0,-48404000.0,-66977000.0,-87582000.0,-69101000.0,-74088000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,285000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2050000.0,0.0,-2060000.0,0.0,-13025000.0,-64638000.0,-57500000.0,-95095000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,1875000.0,0.0,2037000.0,0.0,485000.0,1431000.0,14824000.0,12565000.0,64010000.0,75688000.0,119770000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,25000.0,1000.0,40000.0,2571000.0,1783000.0,136000.0,108155000.0,4697000.0,2665000.0,1085000.0,0.0,-7703000.0,-889000.0,2715000.0,275000.0,-1055000.0,-186000.0,-11294000.0,-5901000.0,0.0,-2833000.0
,netCashUsedForInvestingActivites,-50186000.0,-45478000.0,-40184000.0,-32545000.0,-37730000.0,240341000.0,-37853000.0,58675000.0,-56304000.0,-44810000.0,-40794000.0,-47230000.0,-201435000.0,-64814000.0,-39313000.0,-33472000.0,-52477000.0,106679000.0,-78571000.0,-94483000.0,-74699000.0,-774653000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8908000.0,-174040000.0,-31030000.0,-176466000.0,-13421000.0,-333961000.0,-24419000.0,-99565000.0,-19477000.0,-104146000.0,-445898000.0,-32382000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,244000.0,211000.0,211000.0,239000.0,267000.0,278000.0,267000.0,227000.0,307000.0,358000.0,556000.0,1334000.0,11277000.0,1588000.0,2341000.0,88885000.0,9801000.0,267000.0,972000.0,1374000.0,2352000.0,266507000.0
,commonStockRepurchased,0.0,-1812000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20431000.0,0.0,0.0,0.0,-127000.0,-19830000.0,-2347000.0,0.0,-9735000.0,0.0
,dividendsPaid,-4836000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9117000.0,-38818000.0,-38394000.0,-38089000.0,-37287000.0,-36697000.0,-35475000.0,-30393000.0,0.0,0.0,0.0,0.0,0.0,0.0
