date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-61000000.0,-110000000.0,-10000000.0,-43800000.0,-105500000.0,-45000000.0,46100000.0,89500000.0,155200000.0,167200000.0
,depreciationAndAmortization,70000000.0,73500000.0,73000000.0,74900000.0,74900000.0,73400000.0,58000000.0,50000000.0,46200000.0,42600000.0
,deferredIncomeTax,0.0,-16600000.0,800000.0,-300000.0,-36800000.0,-41500000.0,-29800000.0,16000000.0,7100000.0,9300000.0
,stockBasedCompensation,6000000.0,7400000.0,7300000.0,6500000.0,6700000.0,7000000.0,6000000.0,2800000.0,2600000.0,2800000.0
,changeInWorkingCapital,-113400000.0,-58900000.0,144900000.0,43700000.0,-53900000.0,-112200000.0,97600000.0,13000000.0,84700000.0,-89600000.0
,accountsReceivables,14000000.0,85900000.0,-13600000.0,-58200000.0,-10700000.0,86200000.0,17700000.0,-8900000.0,102300000.0,-37300000.0
,inventory,103000000.0,92600000.0,-72800000.0,-59800000.0,9700000.0,119900000.0,66800000.0,29200000.0,44900000.0,-70100000.0
,accountsPayables,23000000.0,-87700000.0,24400000.0,45700000.0,37500000.0,-70700000.0,16200000.0,-9300000.0,-50200000.0,1200000.0
,otherWorkingCapital,176000000.0,289400000.0,348300000.0,203400000.0,159700000.0,213600000.0,325800000.0,500000.0,-900000.0,2100000.0
,otherNonCashItems,0.0,59600000.0,38000000.0,32500000.0,102600000.0,24000000.0,95100000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,173000000.0,70300000.0,18500000.0,8100000.0,74400000.0,107100000.0,93900000.0,175100000.0,296600000.0,135600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-17300000.0,-34700000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-38000000.0,-39000000.0,-33000000.0,-42700000.0,-60500000.0,-94900000.0,-1000000.0,-100000.0,600000.0
,netCashUsedForInvestingActivites,-6000000.0,-38000000.0,-39000000.0,-33000000.0,-42700000.0,-77800000.0,-129600000.0,-183600000.0,-167000000.0,-90400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,-5000000.0,-130000000.0,-50000000.0,-30200000.0,0.0,-8500000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,200000.0,200000.0,200000.0,0.0,-15800000.0,-28900000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,-18700000.0,-12000000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,300000.0,39200000.0,28800000.0,81500000.0,64600000.0,147800000.0,8500000.0,-121100000.0,-45200000.0
,netCashUsedProvidedByFinancingActivities,-91800000.0,-26800000.0,17600000.0,23800000.0,-48500000.0,-21400000.0,70200000.0,8500000.0,-129600000.0,-45200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,75000000.0,5500000.0,-2900000.0,-1100000.0,-16800000.0,7900000.0,34500000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,102000000.0,27100000.0,21600000.0,24500000.0,25600000.0,42400000.0,34500000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,27000000.0,21600000.0,24500000.0,25600000.0,42400000.0,34500000.0,0.0,0.0,0.0,0.0
,operatingCashFlow,173000000.0,70300000.0,18500000.0,8100000.0,74400000.0,107100000.0,93900000.0,175100000.0,296600000.0,135600000.0
,capitalExpenditure,10000000.0,-38000000.0,1000000.0,-33000000.0,-42700000.0,-78200000.0,-129600000.0,-182800000.0,-167200000.0,-91300000.0
,freeCashFlow,183000000.0,32300000.0,-21500000.0,-24900000.0,31700000.0,28900000.0,-35700000.0,-7700000.0,129400000.0,44300000.0
