date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY
,revenue,527205000.0,311332000.0,19391000.0,12737000.0,11036238.194119,13440439.892633,43249632.51451,48794945.918732,44125254.615409,53455566.674199,46203390.359154,48455171.542301,38601011.394188,21018994.572979,11613919.518831,3707863.065491,5488493.576168,0.0,8309236.547346
,costOfRevenue,37531000.0,27199000.0,7912000.0,5986000.0,4743787.259696,3542855.653715,3967327.887981,3345567.934518,2062788.968282,1354143.129217,2100650.31268,1187843.558476,692933.043144,444515.852614,519629.303819,518464.446815,144712.692362,0.0,0.0
,grossProfit,489674000.0,284133000.0,11479000.0,6751000.0,6292450.934423,9897584.238918,39282304.626529,45449377.984214,42062465.647127,52101423.544982,44102740.046473,47267327.983825,37908078.351043,20574478.720366,11094290.215012,3189398.618676,5343780.883806,0.0,0.0
,grossProfitRatio,0.928811373185004,0.91263667082086,0.591975658810789,0.530030619455131,0.570162660840007,0.736403296170617,0.908269096005614,0.931436179064733,0.953251511265804,0.974667874396127,0.954534714955938,0.975485721736863,0.982048837112871,0.978851707151376,0.955258058833931,0.860171630489719,0.973633440514467,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,205396000.0,142678000.0,167142000.0,153736000.0,149010650.41195,130058895.57762,116360302.474655,70606099.977263,52858159.009344,44510797.637109,34815900.69086,34471156.883806,30945141.467162,33967080.834047,30625396.370778,24523181.163082,18134971.057462,25250933.072435,21068900.189451
,GeneralAndAdministrativeExpenses,336043000.0,259880000.0,187602000.0,0.0,0.0,0.0,0.0,11915743.658037,6130169.096964,0.0,1219531.213449,1183104.820876,1147420.304699,1169308.768923,1403408.277245,1349504.931963,697091.627841,956625.720187,973842.523349
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,37531000.0,27199000.0,5986000.0,0.0,0.0,225418.914341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1735695.908976,-1151660.185462
,operatingExpenses,541439000.0,402558000.0,357410000.0,295554000.0,204873735.682229,156039402.705027,135407416.38758,82521843.6353,58988328.106308,50418025.113787,40715499.898632,40165539.90017,36374983.996927,40415238.503285,38996747.20239,32852303.142606,22144571.509247,0.0,0.0
,costAndExpenses,578970000.0,429757000.0,365322000.0,301540000.0,209617522.941925,159582258.358742,139374744.275561,85867411.569818,61051117.07459,51772168.243003,42816150.211313,41353383.458647,37067917.040072,40859754.355898,39516376.506209,33370767.589421,22289284.201609,29564807.76896,24803071.093828
,interestExpense,1121000.0,1087000.0,9582000.0,1249000.0,998057.472034,225418.914341,113655.306187,99067.788352,103462.769569,1613.996578,4678.508491,12636.633601,12802.458072,0.0,0.0,0.0,0.0,5435.37341,9971.083857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,12757000.0,9240000.0,11744000.0,9290000.0,7396342.688727,4778099.184322,3488460.197912,2270438.821581,1598823.110996,1216953.420059,916987.664333,1146774.499273,729740.110101,740859.754356,756940.324461,1347633.219159,1358887.477058,953002.137914,741183.900023
,EBITDA,-39008000.0,-109185000.0,-334187000.0,-279513000.0,-191184942.059079,-141363719.281787,-92636651.563139,-34802026.829505,-15327039.348185,2900351.851254,4304227.812174,8248562.582928,2262834.464217,-19099900.028563,-27145516.662917,-28315271.304771,-15441903.148383,-26870674.348661,-15752650.646459
,EBITDARatio,-0.0739901935679669,-0.350702786735703,-17.2341292352122,-21.9449634921881,-17.3233794610339,-10.5177896267571,-2.14190609670637,-0.713230154767828,-0.347352995054053,0.0542572463768098,0.0931582677962772,0.170230799321948,0.0586211185274204,-0.908697129267872,-2.33732605249268,-7.63654719838513,-2.81350482315119,0.0,-1.89580000000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-51765000.0,-118425000.0,-345931000.0,-288803000.0,-198581284.747806,-146141818.466109,-96125111.761051,-37072465.651086,-16925862.459181,1683398.431195,3387240.147841,7101788.083655,1533094.354116,-19840759.782919,-27902456.987378,-29662904.52393,-16800790.625441,-29564807.76896,-16493834.546482
,operatingIncomeRatio,-0.0981876120294762,-0.380381714696851,-17.8397710277964,-22.6743346156866,-17.9935663996113,-10.8732913233154,-2.22256482130343,-0.759760359460798,-0.383586737497721,0.0314915458937135,0.0733115063961947,0.146564089190257,0.039716429667095,-0.943944284015626,-2.40250132112045,-8.00000000000054,-3.06109324758855,0.0,-1.98500000000002
,totalOtherIncomeExpensesNet,-3974000.0,104117000.0,0.0,-4963000.0,-6758657.646192,33518359.263023,9398536.119656,5177509.987982,0.0,0.0,149712.271728,25273.267202,105620.279094,198157.669237,163662.772857,-666329.758362,-628264.859523,-672174.511722,-658091.53455
,incomeBeforeTax,-55046000.0,-9203000.0,-336349000.0,-291370000.0,-204173085.940117,-112282073.332812,-86470472.351453,-31782895.377919,-16741569.400886,2004583.750282,3942423.155498,7272382.637265,1843553.962361,-18198371.893745,-25778932.509564,-28590413.087016,-16225469.433856,-28501286.371707,-16000265.89557
,incomeBeforeTaxRatio,-0.104410997619522,-0.0295600837690954,-17.3456242586767,-22.8758734395855,-18.5002427773729,-8.35404750363537,-1.99933426769447,-0.651356298885,-0.37941014837883,0.0374999999999913,0.0853275728220864,0.150084756813135,0.0477592139629423,-0.865806013249556,-2.21965827021322,-7.71075214538162,-2.95627009646323,0.0,-1.92560000000007
,incomeTaxExpense,3082000.0,-184000.0,3797000.0,3797000.0,-27754035.769308,-29337033.851927,-18939520.223067,-7975768.993406,-9387629.732613,-2014267.729752,-344650.12554,-58444.430404,-564908.462425,-3523993.144816,-4122256.091324,-3784603.290471,-2961315.826627,-3715983.621408,-2587496.260844
,netIncome,-58128000.0,-9019000.0,-341439000.0,-295167000.0,-176419050.170808,-82945039.480885,-67530952.128385,-23807126.384513,-7353939.668272,4018851.480035,4287073.281038,7330827.067669,2408462.424786,-14674378.748929,-21656676.41824,-24805809.796545,-13264153.607229,-24785302.750299,-13412769.634726
,netIncomeRatio,-0.110256920932085,-0.0289690748140249,-17.6081171677582,-23.1739813142812,-15.9854333576108,-6.17130392632082,-1.5614225648213,-0.487901481111666,-0.166660560542214,0.0751811594202919,0.0927869848449039,0.151290911461726,0.0623937647692991,-0.698148462714466,-1.86471728025371,-6.69005552751182,-2.41672025723493,0.0,-1.61420000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.156434684321008,-0.02427,-1.00305,-10.56,-6.977025,-3.674459,-3.291458,-1.364212,-0.581978,0.367991,0.392995,0.682378,0.230444,-1.456727,-2.160349,-2.515582,-1.41889,-2.695945,-1.555489
,EPSDiluted,-0.156434684321008,-0.02427,-1.00305,-10.56,-6.977025,-3.674459,-3.291458,-1.364212,-0.581978,0.348623,0.374281,0.644468,0.230444,-1.456727,-2.160349,-2.515582,-1.41889,-2.695945,-1.555489
,weightedAverageShsOut,31390000.0,371580000.0,371580000.0,27828000.0,25285714.0,22573404.0,20533333.0,17533333.0,12625000.0,11100000.0,10991667.0,10825000.0,10208333.0,10041667.0,10011583.0,9870329.0,9376081.0,9220616.0,8570852.0
,weightedAverageShsOutDil,31390000.0,371580000.0,371580000.0,27828000.0,25285714.0,22573404.0,20533333.0,17533333.0,12625000.0,11458333.0,11516667.0,11391667.0,10208333.0,10041667.0,10011583.0,9870329.0,9376081.0,9220616.0,8570852.0
