date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,811441000.0,230259000.0,389477000.0,474997000.0,91537000.0,77684000.0,64550000.0,-1785000.0,182492000.0,-11891000.0,-1815000.0,-12614000.0,-78059000.0,-19773000.0,-8992000.0,-48730000.0,-20500000.0,-71799000.0,-52304000.0,-32527000.0,-47637000.0
,depreciationAndAmortization,564888000.0,408710000.0,320537000.0,323066000.0,120333000.0,117851000.0,72531000.0,76339000.0,55140000.0,47824000.0,54371000.0,58633000.0,57871000.0,69523000.0,63841000.0,65402000.0,71286000.0,82187000.0,41709000.0,0.0,0.0
,deferredIncomeTax,-43640000.0,-4545000.0,12403000.0,-463185000.0,54591000.0,43675000.0,43491000.0,2667000.0,-133354000.0,5218000.0,6260000.0,-216000.0,-5877000.0,5380000.0,4284000.0,4887000.0,3651000.0,-15657000.0,4553000.0,0.0,0.0
,stockBasedCompensation,48274000.0,38620000.0,31260000.0,24068000.0,11390000.0,11400000.0,7598000.0,2080000.0,1362000.0,1162000.0,2827000.0,1494000.0,2255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-112156000.0,-94072000.0,19898000.0,-178038000.0,-21766000.0,-30479000.0,-4467000.0,-41971000.0,-3338000.0,-4591000.0,-3940000.0,-15953000.0,3552000.0,-10484000.0,720000.0,959000.0,-6427000.0,17712000.0,1868000.0,0.0,0.0
,accountsReceivables,-16055000.0,2176000.0,30874000.0,-55819000.0,-27290000.0,-30310000.0,-10378000.0,-38114000.0,-5348000.0,-8177000.0,-3446000.0,-10420000.0,2278000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,53666000.0,49903000.0,-29672000.0,-62496000.0,1628000.0,16903000.0,3990000.0,4282000.0,6228000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,479094000.0,404210000.0,362903000.0,385515000.0,173639000.0,113967000.0,220398000.0,117244000.0,105323000.0,39619000.0,53622000.0,36875000.0,27391000.0,-11472000.0,22025000.0,25796000.0,35249000.0,20579000.0,29214000.0,0.0,0.0
,otherNonCashItems,-242879000.0,-159356000.0,-84027000.0,-53665000.0,-14827000.0,-17642000.0,-9316000.0,-11347000.0,-6667000.0,-26050000.0,-17888000.0,-3200000.0,7689000.0,-5680000.0,2254000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1254170000.0,417467000.0,736867000.0,136721000.0,247757000.0,197266000.0,166527000.0,27339000.0,79888000.0,40340000.0,59268000.0,22993000.0,60648000.0,36987000.0,54462000.0,14350000.0,31911000.0,3686000.0,20612000.0,24049000.0,10252000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-217038000.0,-197511000.0,-106246000.0,-72461000.0,-31870000.0,-29021000.0,-20389000.0,-18955000.0,-17260000.0,-13349000.0,-13799000.0,-19028000.0,-38716000.0,-18541000.0,-79875000.0,-14016000.0,-10552000.0,-10311000.0,-7940000.0,0.0,0.0
,acquisitionsNet,-386381000.0,-4528000000.0,-104000000.0,-2493000000.0,-104000000.0,-449000000.0,-210000000.0,-229000000.0,-222000000.0,-41000000.0,0.0,-21000000.0,-8000000.0,0.0,-56000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,205222000.0,21932000.0,30364000.0,483671000.0,-5063000.0,27005000.0,0.0,0.0,0.0,89000.0,459000.0,-16562000.0,624000.0,0.0,0.0,0.0,800000.0,-12300000.0,0.0,-55788000.0,-155610000.0
,netCashUsedForInvestingActivites,-39750000.0,-4702155000.0,-175514000.0,-2062072000.0,-140185000.0,-474341000.0,-230033000.0,-248118000.0,-238617000.0,-54579000.0,-13340000.0,-35590000.0,-38492000.0,-18608000.0,-79272000.0,-26358000.0,-44605000.0,-124411000.0,-17555000.0,-55788000.0,-155610000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2198693000.0,-911392000.0,-661858000.0,-1929424000.0,-83398000.0,-169299000.0,-73898000.0,-439780000.0,-377834000.0,-98507000.0,-344811000.0,-26821000.0,-110282000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153000.0,0.0,0.0,0.0,140000000.0,0.0,0.0,0.0
,commonStockRepurchased,-288681000.0,-54928000.0,-55462000.0,-103107000.0,0.0,-48660000.0,0.0,-8422000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123520000.0,0.0,0.0,0.0
,dividendsPaid,-101038000.0,-82823000.0,-68629000.0,-55892000.0,-29445000.0,-23686000.0,-18445000.0,-14302000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1522000.0,-1418000.0,0.0,0.0
