Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,609568000.0,429659000.0,260833000.0,392924000.0,548321000.0,463559000.0
Revenue Growth,0.4187,0.6473,-0.3362,-0.2834,0.1829,
Cost of Revenue,82779000.0,64754000.0,54219000.0,57350000.0,70808000.0,63955000.0
Gross Profit,526789000.0,364905000.0,206614000.0,335574000.0,477513000.0,399604000.0
R&D Expenses,7943000.0,618000.0,645000.0,2592000.0,631000.0,174000.0
SG&A Expense,76712000.0,77574000.0,73139000.0,77175000.0,62765000.0,59501000.0
Operating Expenses,208408000.0,192821000.0,179145000.0,431429000.0,295804000.0,219796000.0
Operating Income,318381000.0,172084000.0,27469000.0,-95855000.0,181709000.0,179808000.0
Interest Expense,20756000.0,15694000.0,7547000.0,6418000.0,13509000.0,11342000.0
Earnings before Tax,295584000.0,157119000.0,20176000.0,-102565000.0,169187000.0,168963000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,-24000.0,34000.0,12000.0,1260000.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,295584000.0,157119000.0,20176000.0,-102565000.0,169187000.0,168963000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,295584000.0,157119000.0,20176000.0,-102565000.0,169187000.0,168963000.0
EPS,1.46,1.01,0.26,-0.56,0.07,0.07
EPS Diluted,1.45,1.01,0.26,-0.56,0.07,0.07
Weighted Average Shs Out,204794051.0,198805505.0,190925189.0,191242904.0,,
Weighted Average Shs Out (Dil),202163000.0,192549000.0,191211000.0,191239000.0,2129812.0,2144599.0
Dividend per Share,1.333,1.2,1.1,0.424,0.0,0.0
Gross Margin,0.8642,0.8493,0.7921,0.854,0.8709,0.862
EBITDA Margin,0.722,0.671,0.503,0.023,0.539,0.612
EBIT Margin,0.519,0.4022,0.1063,-0.2447,0.3332,0.389
Profit Margin,0.485,0.366,0.077,-0.261,0.309,0.364
Free Cash Flow margin,0.3635,-0.4012,-0.0954,0.4931,0.538,0.2699
EBITDA,439898000.0,288224000.0,131081000.0,9086000.0,295623000.0,283715000.0
EBIT,316340000.0,172813000.0,27723000.0,-96147000.0,182696000.0,180305000.0
Consolidated Income,295560000.0,157153000.0,20188000.0,-101305000.0,169187000.0,168963000.0
Earnings Before Tax Margin,0.4849,0.3657,0.0774,-0.261,0.3086,0.3645
Net Profit Margin,0.4849,0.3657,0.0774,-0.261,0.3086,0.3645
