Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,3888000.0,5205000.0,4628000.0,6085000.0,0.0
Revenue Growth,-0.253,0.1247,-0.2394,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,3888000.0,5205000.0,4628000.0,6085000.0,0.0
R&D Expenses,36719000.0,22815000.0,18143000.0,11453000.0,6830000.0
SG&A Expense,12632000.0,10066000.0,8391000.0,5947000.0,2074000.0
Operating Expenses,49351000.0,32881000.0,26534000.0,17400000.0,8904000.0
Operating Income,-45463000.0,-27676000.0,-21906000.0,-11315000.0,-8904000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-44348000.0,-27236000.0,-21698000.0,-11295000.0,-10347000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-44348000.0,-27236000.0,-21698000.0,-11295000.0,-10347000.0
Preferred Dividends,0.0,0.0,0.0,228000.0,0.0
Net Income Com,-44348000.0,-27236000.0,-21698000.0,-11523000.0,-10347000.0
EPS,-2.13,-1.8,-2.22,-19.21,0.0
EPS Diluted,-2.13,-1.8,-2.22,-19.21,0.0
Weighted Average Shs Out,23962114.0,16644323.0,13430833.0,11430000.0,
Weighted Average Shs Out (Dil),20822560.0,15128192.0,9791728.0,599788.0,165000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,0.0
EBITDA Margin,-11.331,-5.185,-4.66,-1.842,
EBIT Margin,-11.4064,-5.2327,-4.6884,-1.8562,0.0
Profit Margin,-11.406,-5.233,-4.688,-1.894,
Free Cash Flow margin,-8.3886,-4.848,-4.1167,-1.8389,0.0
EBITDA,-44055000.0,-26987000.0,-21566000.0,-11206000.0,-10328000.0
EBIT,-44348000.0,-27236000.0,-21698000.0,-11295000.0,-10347000.0
Consolidated Income,-44348000.0,-27236000.0,-21698000.0,-11295000.0,-10347000.0
Earnings Before Tax Margin,-11.4064,-5.2327,-4.6884,-1.8562,0.0
Net Profit Margin,-11.4064,-5.2327,-4.6884,-1.8562,0.0
