date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-55162000.0,-377015000.0,160894000.0,93210000.0,128003000.0,66204000.0,74449000.0,103313000.0,194490000.0,114345000.0,108459000.0,-24901000.0,-361027000.0,137123000.0,65935000.0,47558000.0,15189000.0,-60700000.0,-71574000.0,3588000.0,23456000.0,54920000.0,39600000.0,40500000.0,36000000.0,15300000.0,14700000.0,6100000.0,6000000.0
,depreciationAndAmortization,108687000.0,139259000.0,148632000.0,149650000.0,145593000.0,150342000.0,102162000.0,94451000.0,59355000.0,50174000.0,55279000.0,55857000.0,56836000.0,51746000.0,38616000.0,40470000.0,30714000.0,35800000.0,20122000.0,24159000.0,22543000.0,21449000.0,18800000.0,14100000.0,10100000.0,6000000.0,3800000.0,3400000.0,3100000.0
,deferredIncomeTax,-19410000.0,-23540000.0,11300000.0,-24098000.0,-30034000.0,-50724000.0,-24655000.0,-5277000.0,-46869000.0,2294000.0,-11577000.0,-23421000.0,-37354000.0,24945000.0,18896000.0,14127000.0,1694000.0,-33800000.0,-28247000.0,-342000.0,440000.0,3308000.0,800000.0,1800000.0,3100000.0,-2600000.0,-100000.0,0.0,-100000.0
,stockBasedCompensation,20030000.0,17751000.0,18497000.0,14647000.0,18178000.0,17745000.0,18858000.0,14854000.0,12374000.0,11241000.0,12177000.0,11748000.0,13568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5162000.0,113408000.0,-151341000.0,-215530000.0,614772000.0,-594890000.0,94859000.0,286832000.0,-36755000.0,40924000.0,96566000.0,-45193000.0,75023000.0,-80893000.0,95070000.0,-68689000.0,264747000.0,-20833000.0,-12573000.0,101186000.0,-118190000.0,52910000.0,-10800000.0,12600000.0,26200000.0,94300000.0,2300000.0,13000000.0,-3700000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8507000.0,44477000.0,-14779000.0,-84088000.0,2677000.0,19204000.0,-8841000.0,2249000.0,31706000.0,-22873000.0,-14031000.0,50645000.0,28188000.0,21428000.0,34462000.0,-41822000.0,-13876000.0,-16900000.0,6279000.0,30050000.0,-17825000.0,-2967000.0,-1500000.0,-12300000.0,-12700000.0,-13000000.0,-2900000.0,-6200000.0,-2400000.0
,accountsPayables,-43567000.0,-41527000.0,-29401000.0,100752000.0,39298000.0,-38907000.0,28120000.0,12994000.0,-55166000.0,9281000.0,38513000.0,9728000.0,-35666000.0,0.0,0.0,0.0,0.0,-89100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-22863000.0,655210000.0,541802000.0,693143000.0,908673000.0,293901000.0,888791000.0,793932000.0,507100000.0,543855000.0,502931000.0,406365000.0,451558000.0,376535000.0,457428000.0,362358000.0,431047000.0,166300000.0,187133000.0,199706000.0,98520000.0,216710000.0,163800000.0,174600000.0,162000000.0,135800000.0,41500000.0,39200000.0,26200000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113715000.0,2893000.0,-4423000.0,6077000.0,18626000.0,31239000.0,0.0,0.0,100300000.0,0.0,2108000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,200000.0,0.0
,netCashProvidedByOperatingActivites,173364000.0,276893000.0,289220000.0,255300000.0,314794000.0,236410000.0,194028000.0,164601000.0,139388000.0,184563000.0,111549000.0,151810000.0,173874000.0,205556000.0,141156000.0,49149000.0,40962000.0,94600000.0,38442000.0,61879000.0,57727000.0,75691000.0,54800000.0,43600000.0,30900000.0,4700000.0,14900000.0,5300000.0,5300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63501000.0,-21663000.0,-23789000.0,-15889000.0,-16700000.0,-6655000.0,-12559000.0,-38082000.0,-22028000.0,-74400000.0,-68300000.0,-26700000.0,-15900000.0,-5700000.0,-4000000.0,-2500000.0
,acquisitionsNet,55000000.0,-74000000.0,-44000000.0,-167000000.0,-19000000.0,-692000000.0,-349000000.0,-6000000.0,-561000000.0,-61000000.0,20000000.0,-21000000.0,-147000000.0,-590000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-827000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911000.0,-2146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72400000.0,-104700000.0,-3200000.0,-1400000.0,-500000.0
,netCashUsedForInvestingActivites,-31643000.0,-184369000.0,-140676000.0,-230118000.0,-73257000.0,-746254000.0,-392348000.0,-43284000.0,-591940000.0,-99359000.0,-8352000.0,-59049000.0,-160047000.0,-590224000.0,-1465000.0,27752000.0,66922000.0,-16500000.0,5230000.0,-41759000.0,-36755000.0,-30359000.0,-74400000.0,-68300000.0,-99100000.0,-120600000.0,-8900000.0,-5400000.0,-3000000.0
