Date,2018-12-29,2017-12-30,2016-12-31,2015-12-26
Depreciation & Amortization,64100000.0,59053000.0,55448000.0,50301000.0
Stock-based compensation,7052000.0,7220000.0,6208000.0,5620000.0
Operating Cash Flow,157904000.0,108191000.0,104799000.0,96115000.0
Capital Expenditure,-21202000.0,-19593000.0,-12142000.0,-8996000.0
Acquisitions and disposals,-8166000.0,-108933000.0,-110615000.0,-106270000.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-29368000.0,-128526000.0,-122757000.0,-115266000.0
Issuance (repayment) of debt,-2104000.0,-314000.0,-373000.0,-181000.0
Issuance (buybacks) of shares,0.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,-119695000.0,15036000.0,20307000.0,28178000.0
Effect of forex changes on cash,-2173000.0,2241000.0,-1654000.0,-823000.0
Net cash flow / Change in cash,6668000.0,-3058000.0,695000.0,8204000.0
Free Cash Flow,136702000.0,88598000.0,92657000.0,87119000.0
Net Cash/Marketcap,-0.0004,-0.0004,-0.0004,-0.0004
