date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY
,revenue,5763980000.0,7286398000.0,6668479000.0,6110043000.0,5590950000.0,5129843000.0,4849634000.0,4462000000.0,4165504000.0,3887531000.0,3701089000.0
,costOfRevenue,3555024000.0,4228740000.0,3868119000.0,3559158000.0,3297373000.0,3059641000.0,2900819000.0,2696000000.0,2530124000.0,2363464000.0,2252346000.0
,grossProfit,2208956000.0,3057658000.0,2800360000.0,2550885000.0,2293577000.0,2070202000.0,1948815000.0,1766000000.0,1635380000.0,1524067000.0,1448743000.0
,grossProfitRatio,0.383234501160656,0.419639168763496,0.419939839354671,0.417490515205867,0.410230282867849,0.403560498830081,0.401847850786266,0.395786642761094,0.392600751313647,0.392039831965327,0.39143695274553
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2326928000.0,2228178000.0,2018737000.0,1863501000.0,1723251000.0,1597718000.0,1462529000.0,12000.0,1229156000.0,1083768000.0,1083151000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,58400000.0,1391788000.0,83526000.0,132006000.0,70422000.0
,otherExpenses,0.0,-50826000.0,-55990000.0,-58635000.0,-55560000.0,60367000.0,10753000.0,10419000.0,8115000.0,9942000.0,11346000.0
,operatingExpenses,2326928000.0,2442838000.0,2247784000.0,2071874000.0,1914438000.0,1776824000.0,1688509000.0,1604400000.0,1479468000.0,1368844000.0,1300332000.0
,costAndExpenses,5881952000.0,6671578000.0,6115903000.0,5631032000.0,5211811000.0,4836465000.0,4589328000.0,4300400000.0,4009592000.0,3732308000.0,3552678000.0
,interestExpense,-97767000.0,-50826000.0,-55990000.0,-58777000.0,-56161000.0,-58999000.0,83745000.0,-127700000.0,113927000.0,129121000.0,99309000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
