Date,2005-12,2004-12,2003-12,2002-12,2001-12
Revenue,65000000.0,68000000.0,49000000.0,43000000.0,37000000.0
Revenue Growth,,,,,
Cost of Revenue,44000000.0,43000000.0,33000000.0,31000000.0,25000000.0
Gross Profit,21000000.0,24000000.0,16000000.0,12000000.0,12000000.0
R&D Expenses,10000000.0,4000000.0,3000000.0,6000000.0,2000000.0
SG&A Expense,15000000.0,17000000.0,15000000.0,12000000.0,9000000.0
Operating Expenses,25000000.0,21000000.0,18000000.0,18000000.0,11000000.0
Operating Income,-5000000.0,4000000.0,-2000000.0,-6000000.0,1000000.0
Interest Expense,,,,,
Earnings before Tax,-5000000.0,3000000.0,-3000000.0,-5000000.0,2000000.0
Income Tax Expense,0000000.0,0000000.0,1000000.0,-2000000.0,1000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-5000000.0,3000000.0,-3000000.0,-4000000.0,2000000.0
Preferred Dividends,,,,,
Net Income Com,-5000000.0,3000000.0,-3000000.0,-4000000.0,2000000.0
EPS,-0.43,0.29,-0.32,-0.36,0.21
EPS Diluted,-0.43,0.27,-0.32,-0.36,0.19
Weighted Average Shs Out,11000000.0,11000000.0,10000000.0,10000000.0,9000000.0
Weighted Average Shs Out (Dil),11000000.0,11000000.0,10000000.0,10000000.0,9000000.0
Dividend per Share,,,,,
Gross Margin,0.32307692307692,0.35294117647059,0.3265306122449,0.27906976744186,0.32432432432432
EBITDA Margin,-0,0.11764705882353,0.040816326530612,-0.069767441860465,0.054054054054054
EBIT Margin,-0.076923076923077,0.044117647058824,-0.040816326530612,-0.13953488372093,0.081081081081081
Profit Margin,-0.076923076923077,0.044117647058824,-0.061224489795918,-0.093023255813953,0.054054054054054
Free Cash Flow margin,,,,,
EBITDA,-0000000.0,8000000.0,2000000.0,-3000000.0,2000000.0
EBIT,-5000000,3000000,-2000000,-6000000,3000000
Consolidated Income,-5000000.0,3000000.0,-3000000.0,-4000000.0,2000000.0
Earnings Before Tax Margin,-0.076923076923077,0.044117647058824,-0.061224489795918,-0.11627906976744,0.054054054054054
Net Profit Margin,-0.076923076923077,0.044117647058824,-0.061224489795918,-0.093023255813953,0.054054054054054
