Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,487488917.5258,981468438.5382,1893426597.0516,1439412867.2746,1636295531.3556,1781627276.5777,1188401171.3031,1428109919.571,941504216.8675
Short-term investments,0.0,0.0,0.0,9249240.1216,209468268.8697,15062685.3028,7730600.2928,27936729.2225,28486144.5783
Cash and short-term investments,487488917.5258,981468438.5382,1893426597.0516,1448662107.3962,1845763800.2253,1796689961.8805,1196131771.5959,1456046648.7935,969990361.4458
Receivables,0.0,0.0,235335687.9607,381632218.845,525844160.721,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,6948929.7784,9159254.5532,17972669.5949,21904557.6408,15194578.3133
Total current assets,2423277319.5876,2893751434.6119,3494836302.2113,3168351570.4154,3460271873.8265,3076799237.6112,2706167886.774,2854445576.4075,2348307228.9157
Property Plant & Equipment Net,2437271649.4845,2955942313.5005,2983107493.8575,2323509878.4195,3435781449.4931,3268707750.953,3467086383.6018,3041675603.2172,3485822289.1566
Goodwill and Intangible Assets,2438900773.1959,3198376321.3531,3309463452.0885,2332912360.689,3353425084.4912,3705348581.1097,4480386530.0146,4576232171.5818,3966791566.2651
Long-term investments,282736082.4742,337723950.4681,494596744.4717,354303191.4894,1534027037.1761,539520118.5938,571245973.6457,655447184.9866,129995180.7229
Tax assets,417867783.5052,474687103.5941,468363636.3636,247531914.8936,530423206.9095,679585345.1927,837202049.7804,855373726.5416,912919277.1084
Total non-current assets,8455982989.6907,9574660525.521,9456942567.5676,7098231762.9179,9737037927.1498,10071356628.5472,11410122498.7799,10641145844.504,9734100602.4096
Total assets,10879260309.2784,12468411960.1329,12951778869.7789,10266583333.3333,13197309800.9763,13148155866.1584,14116290385.5539,13495591420.9115,12082407831.3253
Payables,1078817783.5052,1453791301.7215,1220769656.0197,1078511144.8835,1274685317.3113,1123298602.2872,1197002928.2577,1198566219.8391,963480722.8916
Short-term debt,866872422.6804,1598514044.0954,1051266277.6413,833287487.3354,1177459631.994,656288860.6523,843915568.57,686569436.9973,1258328313.253
Total current liabilities,2168848453.6082,3436631833.283,2769807125.3071,2412581813.5765,2785243710.1014,2077734434.5616,2425303562.7135,2313507774.7989,2667664457.8313
Long-term debt,4384881185.567,4492873452.1293,5719000614.2506,4548064336.3728,5844173488.5468,6399137229.9873,6563425573.4505,5519392493.2976,4295275301.2048
Total debt,5251753608.2474,6091387496.2247,6770266891.8919,5381351823.7082,7021633120.5407,7055426090.6396,7407341142.0205,6205961930.2949,5553603614.4578
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,745030154.6392,887909090.9091,880149877.1499,672611448.8349,526101764.9268,621670478.6108,774136163.9824,806090616.622,442153614.4578
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5480416237.1134,5653240712.7756,6996262899.2629,5288110435.6636,6883215546.3763,7343730199.0682,7839776964.3729,6539469705.0938,5348685542.1687
Total liabilities,7649264690.7216,9089872546.0586,9766070024.57,7700692249.2401,9668459256.4777,9421464633.6298,10265080527.0864,8852977479.8928,8016350000.0
Other comprehensive income,-96982989.6907,-49684687.4056,-72061732.1867,46940476.1905,54785204.6564,168432020.3304,-17861395.8028,301879356.5684,479254819.2771
Retained earnings (deficit),909152061.8557,639881002.7182,385827088.4521,247827507.5988,332453999.249,158417619.6527,409515861.3958,585282573.7265,545003012.0482
Total shareholders equity,2645038402.0619,2706592570.2205,2447794840.2948,1943818642.3506,2607410814.8704,2974967810.2499,3114069302.0986,3846178552.2788,3911872289.1566
Investments,282736082.4742,337723950.4681,494596744.4717,363552431.6109,1743495306.0458,554582803.8967,578976573.9385,683383914.2091,158481325.3012
Net Debt,4421334411.4265,,,,,,,,
Other Assets,1935511082.4742,,,,,,,,
Other Liabilities,223158247.4226,384326487.4661,497771191.6461,500783181.3576,333098760.7961,298146971.6221,384385065.8858,428372117.9625,445855421.6867
