Date,2018-12-31,2017-12-31
Cash and cash equivalents,85947000.0,10880000.0
Short-term investments,29000.0,16032000.0
Cash and short-term investments,85976000.0,26912000.0
Receivables,387000.0,116000.0
Inventories,0.0,0.0
Total current assets,88051000.0,27555000.0
Property Plant & Equipment Net,30000.0,35000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,290000.0,427000.0
Total non-current assets,30000.0,35000.0
Total assets,88081000.0,27590000.0
Payables,4477000.0,1601000.0
Short-term debt,0.0,0.0
Total current liabilities,4533000.0,1605000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,56000.0,4000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,0.0,3924000.0
Total liabilities,4533000.0,5529000.0
Other comprehensive income,-1634000.0,-1634000.0
Retained earnings (deficit),-58270000.0,-35085000.0
Total shareholders equity,-55210000.0,-33119000.0
Investments,29000.0,16032000.0
Net Debt,-85976000.0,-26912000.0
Other Assets,1688000.0,527000.0
Other Liabilities,56000.0,4000.0
