date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,724400000.0,1206200000.0,1932600000.0,1622900000.0,1377100000.0,2018600000.0,3414300000.0,2935800000.0,2349800000.0,3159200000.0,2246400000.0,2198500000.0,2530100000.0,1843400000.0,1835800000.0,1828200000.0,1185300000.0,869000000.0,629100000.0,746400000.0,742100000.0
,costOfRevenue,793000000.0,843000000.0,1317500000.0,1235200000.0,1590300000.0,2161400000.0,2755500000.0,2358200000.0,2073100000.0,1547700000.0,819800000.0,658900000.0,848000000.0,684600000.0,867400000.0,1058400000.0,499700000.0,327400000.0,202100000.0,324100000.0,369800000.0
,grossProfit,-68600000.0,363200000.0,615100000.0,387700000.0,-213200000.0,-142800000.0,658800000.0,577600000.0,276700000.0,1611500000.0,1426600000.0,1539600000.0,1682100000.0,1158800000.0,968400000.0,769800000.0,685600000.0,541600000.0,427000000.0,422300000.0,372300000.0
,grossProfitRatio,-0.0946990612921038,0.301110926877798,0.318275897754321,0.238893339084355,-0.154818095998838,-0.0707420984840979,0.192953167559968,0.196743647387424,0.117754702527875,0.510097493036212,0.635060541310541,0.700295656129179,0.664835382000711,0.628621026364327,0.527508443185532,0.421069904824417,0.578418965662701,0.623245109321059,0.678747416944842,0.565782422293676,0.501684409109284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9200000.0,4500000.0,6100000.0,7000000.0,7900000.0
,GeneralAndAdministrativeExpenses,93000000.0,155800000.0,221700000.0,153500000.0,198400000.0,181100000.0,204400000.0,191100000.0,266600000.0,123200000.0,107200000.0,108600000.0,97800000.0,91300000.0,69200000.0,54600000.0,49600000.0,44100000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77900000.0,55500000.0,30200000.0,46000000.0,41000000.0
,operatingExpenses,147600000.0,204600000.0,339600000.0,420800000.0,200100000.0,183800000.0,214300000.0,203000000.0,277800000.0,888600000.0,821700000.0,809200000.0,652400000.0,474200000.0,373900000.0,335800000.0,409000000.0,331300000.0,296600000.0,263000000.0,244100000.0
,costAndExpenses,940600000.0,1047600000.0,1657100000.0,1656000000.0,1790400000.0,2345200000.0,2969800000.0,2561200000.0,2350900000.0,2436300000.0,1641500000.0,1468100000.0,1500400000.0,1158800000.0,1241300000.0,1394200000.0,908700000.0,658700000.0,498700000.0,587100000.0,613900000.0
,interestExpense,113700000.0,128100000.0,159000000.0,137800000.0,143200000.0,145600000.0,169100000.0,163300000.0,122900000.0,90000000.0,84400000.0,70300000.0,62200000.0,35600000.0,33900000.0,30900000.0,-20400000.0,-20100000.0,20200000.0,-4000000.0,-11700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147100000.0,125700000.0,122700000.0,94800000.0,85700000.0
,EBITDA,367600000.0,703300000.0,1132600000.0,723000000.0,483400000.0,557500000.0,1498200000.0,1401600000.0,917200000.0,1493800000.0,1256000000.0,1356900000.0,1516000000.0,990300000.0,837100000.0,614500000.0,423700000.0,336000000.0,253100000.0,254100000.0,213900000.0
,EBITDARatio,0.507454445057979,0.583070800862212,0.586049880989341,0.445498798447224,0.351027521603369,0.276181511938968,0.438801511290748,0.477416717760065,0.39033109200783,0.472841225626741,0.559116809116809,0.617193541050716,0.59918580293269,0.537213843983943,0.455986490903148,0.336122962476753,0.357462245844934,0.386651323360184,0.402320775711334,0.340434083601286,0.288236086780757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-216200000.0,158600000.0,275500000.0,-33100000.0,-413300000.0,-326600000.0,444500000.0,374600000.0,-1100000.0,722900000.0,604900000.0,730400000.0,1029700000.0,684600000.0,594500000.0,434000000.0,276600000.0,210300000.0,130400000.0,159300000.0,128200000.0
,operatingIncomeRatio,-0.298453892876864,0.131487315536395,0.142554072234296,-0.0203955881446793,-0.30012344782514,-0.161795303675815,0.130187739800252,0.127597247768922,-0.000468124946803983,0.228823752848822,0.269275284900285,0.332226518080509,0.406979961266353,0.371378973635673,0.323837019283146,0.237391970243956,0.233358643381422,0.242002301495972,0.207280241615006,0.213424437299035,0.172752998248215
,totalOtherIncomeExpensesNet,243400000.0,-175500000.0,-1445500000.0,126400000.0,-1422300000.0,226200000.0,-930200000.0,74700000.0,315900000.0,-213600000.0,-69900000.0,-207200000.0,-131900000.0,3400000.0,-3700000.0,-400000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,-76700000.0,-140300000.0,-1329000000.0,-42900000.0,-1953200000.0,-243000000.0,-642000000.0,291200000.0,198500000.0,424800000.0,452900000.0,459900000.0,910400000.0,662100000.0,562700000.0,408300000.0,256500000.0,190200000.0,150600000.0,155400000.0,116400000.0
,incomeBeforeTaxRatio,-0.105880728879072,-0.116315702205273,-0.687674635206458,-0.0264341610696901,-1.41834289448842,-0.120380461706133,-0.188032686055707,0.0991893180734382,0.0844752744914461,0.134464421372499,0.201611467236467,0.209188082783716,0.359827674795463,0.359173266789628,0.30651487090097,0.223334427305546,0.216400911161731,0.218872266973533,0.239389604196471,0.208199356913183,0.156852176256569
,incomeTaxExpense,-79900000.0,-43000000.0,-317400000.0,-312200000.0,-708200000.0,-93600000.0,-232500000.0,119800000.0,66500000.0,154400000.0,167000000.0,163800000.0,324900000.0,241300000.0,206600000.0,150100000.0,91100000.0,69100000.0,53200000.0,54200000.0,38600000.0
,netIncome,3200000.0,-97300000.0,-1011600000.0,269300000.0,-1245000000.0,-149400000.0,784400000.0,159400000.0,128300000.0,267200000.0,326200000.0,293500000.0,585500000.0,420800000.0,356100000.0,258200000.0,165400000.0,116000000.0,97900000.0,101100000.0,77800000.0
,netIncomeRatio,0.00441744892324683,-0.0806665561266788,-0.523439925488979,0.165937519255653,-0.904073778229613,-0.074011691271178,0.2297396245204,0.0542952517201444,0.0546003915226828,0.0845783742719676,0.145210113960114,0.133500113713896,0.231413778111537,0.228273841814039,0.193975378581545,0.141231812711957,0.139542731797857,0.133486766398159,0.155619138451756,0.135450160771704,0.104837622961865
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.01,-0.41,-4.25,1.12,-5.62,-0.85,4.36,0.889508928571429,0.721597300337458,1.51,1.86,1.678102,3.347627,2.405946,2.036021,1.476272,38.46512,26.97674,22.76744,23.51163,18.09302
,EPSDiluted,0.01,-0.41,-4.25,1.12,-5.62,-0.85,4.36,0.888022284122563,0.717963066592054,1.5,1.84,1.656321,3.304176,2.374718,2.009594,1.457111,38.46512,26.97674,22.76744,23.51163,18.09302
,weightedAverageShsOut,241600000.0,237700000.0,237900000.0,240600000.0,221700000.0,176600000.0,179800000.0,179200000.0,177800000.0,176500000.0,175300000.0,174900000.0,174900000.0,174900000.0,174900000.0,174900000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0
,weightedAverageShsOutDil,241600000.0,237700000.0,237900000.0,240600000.0,221700000.0,176600000.0,179800000.0,179500000.0,178700000.0,178400000.0,177300000.0,177200000.0,177200000.0,177200000.0,177200000.0,177200000.0,4300000.0,4300000.0,4300000.0,4300000.0,4300000.0
