Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,636000000.0,1487000000.0,843000000.0,1400000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1087000000.0,582000000.0,612000000.0,533000000.0,000000.0
Inventories,412000000.0,253000000.0,285000000.0,428000000.0,000000.0
Total current assets,22589000000.0,11927000000.0,12694000000.0,12208000000.0,000000.0
Property Plant & Equipment Net,14612000000.0,4820000000.0,4443000000.0,9349000000.0,000000.0
Goodwill and Intangible Assets,4561000000,4437000000,5112000000,1331000000,0
Long-term investments,1381000000.0,1240000000.0,1064000000.0,962000000.0,000000.0
Tax assets,1336000000.0,710000000.0,1122000000.0,000000.0,000000.0
Total non-current assets,14536000000.0,6907000000.0,7066000000.0,35730000000.0,000000.0
Total assets,26024000000.0,14600000000.0,15167000000.0,15658000000.0,000000.0
Payables,945000000.0,473000000.0,479000000.0,394000000.0,000000.0
Short-term debt,191000000.0,44000000.0,46000000.0,1441000000.0,000000.0
Total current liabilities,3625000000.0,1351000000.0,1504000000.0,2812000000.0,000000.0
Long-term debt,10874000000.0,4379000000.0,4577000000.0,3000000.0,000000.0
Total debt,10874000000.0,4379000000.0,4577000000.0,3000000.0,000000.0
Deferred revenue,4000000.0,4000000.0,000000.0,000000.0,000000.0
Tax Liabilities,10000000.0,000000.0,000000.0,000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,14536000000.0,6907000000.0,7066000000.0,35730000000.0,000000.0
Total liabilities,18161000000.0,8258000000.0,8570000000.0,38542000000.0,000000.0
Other comprehensive income,-22000000.0,-17000000.0,6000000.0,-22884000000.0,000000.0
Retained earnings (deficit),-1449000000.0,-1410000000.0,-1155000000.0,000000.0,000000.0
Total shareholders equity,7863000000.0,6342000000.0,6597000000.0,-22884000000.0,000000.0
Investments,1381000000.0,1240000000.0,1064000000.0,962000000.0,000000.0
Net Debt,10429000000,2936000000,3780000000,44000000,0
Other Assets,1486000000,969000000,1686000000,1621000000,0
Other Liabilities,5594000000,2928000000,3276000000,36475000000,0
