date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-295368000.0,-36030000.0,-53596000.0,-44168000.0,-28017000.0,-14284000.0,-24126000.0,-16504000.0,-3119000.0,3025000.0,4254000.0,2759000.0,3724000.0,4360000.0,-2600000.0,-5354000.0,-6758000.0,4990000.0,4682000.0,2756000.0,1239000.0,4800000.0,12000000.0,3700000.0
,depreciationAndAmortization,60302000.0,64190000.0,62824000.0,66199000.0,60398000.0,53017000.0,49487000.0,43238000.0,35130000.0,18299000.0,14030000.0,13262000.0,13350000.0,12215000.0,13329000.0,13793000.0,12912000.0,8871000.0,6713000.0,7979000.0,5681000.0,5200000.0,2900000.0,2100000.0
,deferredIncomeTax,76000.0,157000.0,-2245000.0,1941000.0,0.0,0.0,0.0,10793000.0,-3532000.0,-2493000.0,4221000.0,3125000.0,1706000.0,2300000.0,-7312000.0,-2213000.0,-714000.0,1605000.0,2805000.0,-230000.0,346000.0,0.0,-300000.0,0.0
,stockBasedCompensation,1724000.0,2509000.0,8428000.0,7682000.0,11645000.0,8833000.0,7262000.0,4322000.0,2444000.0,1497000.0,919000.0,1201000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-263882000.0,-54240000.0,11382000.0,-23592000.0,-26088000.0,14968000.0,17650000.0,-180000.0,-26498000.0,-10648000.0,12638000.0,4997000.0,660000.0,-2268000.0,4547000.0,32469000.0,-8774000.0,-15808000.0,5256000.0,-29305000.0,-19978000.0,55800000.0,-51700000.0,2000000.0
,accountsReceivables,-1021000.0,-1326000.0,-3173000.0,-8159000.0,-2505000.0,-2928000.0,-2457000.0,1317000.0,-1497000.0,-833000.0,-1098000.0,853000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,6124000.0,-715000.0,1294000.0,2750000.0,1695000.0,815000.0,-1267000.0,-3166000.0,4369000.0,660000.0,-86000.0,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-329694000.0,-65812000.0,-11572000.0,-22954000.0,638000.0,26726000.0,11758000.0,-5892000.0,-5712000.0,20786000.0,31434000.0,18796000.0,13799000.0,13139000.0,15407000.0,10860000.0,-21609000.0,-12835000.0,2973000.0,-2283000.0,27022000.0,47000000.0,-8800000.0,42900000.0
,otherNonCashItems,0.0,2290000.0,15092000.0,18283000.0,8278000.0,7003000.0,11875000.0,3317000.0,-275000.0,356000.0,-3544000.0,-2301000.0,1726000.0,1493000.0,2899000.0,0.0,0.0,0.0,14000.0,0.0,0.0,-200000.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,-6793000.0,5229000.0,36870000.0,55594000.0,52279000.0,48895000.0,46312000.0,42644000.0,46395000.0,14084000.0,15550000.0,19635000.0,15012000.0,12453000.0,-4647000.0,1978000.0,4223000.0,2541000.0,13912000.0,14334000.0,19703000.0,3100000.0,6700000.0,9700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-20306000.0,-21965000.0,-39959000.0,-62371000.0,-42430000.0,-18742000.0,-13562000.0,-12302000.0,-10472000.0,-10447000.0,-8049000.0,-8065000.0,-8637000.0,-6650000.0,-3236000.0,-2391000.0,-1591000.0,-2199000.0,-2138000.0,-3121000.0,-1900000.0,-73800000.0,-2400000.0
,acquisitionsNet,0.0,0.0,0.0,-85000000.0,-139000000.0,-162000000.0,-158000000.0,-150000000.0,-178000000.0,-68000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243000.0,0.0,0.0,0.0,-704000.0,-1014000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700000.0,-79800000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,102000.0,0.0,21000.0,0.0,0.0,744000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,68084000.0,57000.0,19000.0,72000.0,43463000.0,796000.0,1460000.0,19000.0,15844000.0,5165000.0,0.0,0.0,0.0,-3889000.0,6378000.0,596000.0,2316000.0,-15106000.0,-18351000.0,-15612000.0,-17300000.0,-11700000.0,-8300000.0
,netCashUsedForInvestingActivites,8514000.0,47778000.0,-21908000.0,-124940000.0,-201049000.0,-161427000.0,-175417000.0,-162296000.0,-190615000.0,-77437000.0,-5282000.0,-7304000.0,-7372000.0,-7332000.0,29958000.0,3142000.0,-7596000.0,725000.0,-4831000.0,-15702000.0,-116243000.0,-16500000.0,-86500000.0,-81500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-375000.0,-96593000.0,-207244000.0,-22968000.0,-18994000.0,-116874000.0,-141921000.0,-24410000.0,-16399000.0,-6737000.0,-10154000.0,-8324000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,67000.0,42000.0,170000.0,3163000.0,165000.0,505000.0,359000.0,223000.0,232000.0,503000.0,399000.0,977000.0,32525000.0,256000.0,35000.0,0.0,0.0,0.0,0.0,110300000.0
