date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-183101000.0,-199581000.0,-232569000.0,-145105000.0,-99059000.0,-74363000.0,-48133000.0,-31148000.0,-14978000.0,-12967000.0
,depreciationAndAmortization,34158000.0,18114000.0,2442000.0,1410000.0,970000.0,252000.0,73000.0,64000.0,138000.0,120000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,40095000.0,45093000.0,38728000.0,26078000.0,16794000.0,12945000.0,9178000.0,2858000.0,430000.0,295000.0
,changeInWorkingCapital,-65411000.0,123303000.0,-59567000.0,10639000.0,97008000.0,-10849000.0,65375000.0,67531000.0,-13238000.0,1813000.0
,accountsReceivables,-17668000.0,-35639000.0,-2715000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-5166000.0,-10257000.0,-9689000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,22536000.0,0.0,26583000.0,925000.0,2479000.0,5385000.0,4829000.0,2045000.0,-1272000.0,1726000.0
,otherWorkingCapital,227283000.0,292694000.0,169391000.0,228958000.0,218319000.0,121311000.0,132160000.0,66785000.0,-746000.0,12492000.0
,otherNonCashItems,-732000.0,9900000.0,25636000.0,25108000.0,303000.0,305000.0,77000.0,2737000.0,0.0,-821000.0
,netCashProvidedByOperatingActivites,-64690000.0,-150430000.0,-152576000.0,-93213000.0,-79840000.0,-55746000.0,-33726000.0,-16448000.0,-14968000.0,-11998000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3100000.0,-9958000.0,-31313000.0,-15970000.0,-5077000.0,-3280000.0,-181000.0,-63000.0,-51000.0,-49000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-116591000.0,-165454000.0,-56195000.0,-104490000.0,-35169000.0,-46872000.0,-95376000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,192870000.0,0.0,108297000.0,88153000.0,58346000.0,59534000.0,22239000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-7835000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,73179000.0,-183247000.0,20789000.0,-42807000.0,18100000.0,9382000.0,-73318000.0,-63000.0,-51000.0,-49000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-8274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,135972000.0,134215000.0,168479000.0,50451000.0,0.0,71870000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130000.0,0.0
,otherFinancingActivites,0.0,-34995000.0,-2566000.0,0.0,-1249000.0,0.0,-1297000.0,-3644000.0,0.0,-1160000.0
,netCashUsedProvidedByFinancingActivities,-859000.0,274799000.0,137036000.0,135644000.0,168625000.0,51838000.0,122981000.0,83235000.0,2876000.0,23846000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7630000.0,-58878000.0,5249000.0,-376000.0,106885000.0,5474000.0,15937000.0,66724000.0,-12143000.0,11799000.0
,cashAtEndOfPeriod,151570000.0,143940000.0,202818000.0,197569000.0,197945000.0,91060000.0,85586000.0,69649000.0,2925000.0,15068000.0
,cashAtBeginningOfPeriod,143940000.0,202818000.0,197569000.0,197945000.0,91060000.0,85586000.0,69649000.0,2925000.0,15068000.0,3269000.0
,operatingCashFlow,-64690000.0,-150430000.0,-152576000.0,-93213000.0,-79840000.0,-55746000.0,-33726000.0,-16448000.0,-14968000.0,-11998000.0
,capitalExpenditure,-3100000.0,-9958000.0,-31313000.0,-15970000.0,-5077000.0,-3280000.0,-181000.0,-63000.0,-51000.0,-49000.0
,freeCashFlow,-67790000.0,-160388000.0,-183889000.0,-109183000.0,-84917000.0,-59026000.0,-33907000.0,-16511000.0,-15019000.0,-12047000.0
