date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,1778388000.0,1128921000.0,742506000.0,512763000.0,398649000.0,319857000.0
,costOfRevenue,970169000.0,633697000.0,410358000.0,312930000.0,277604000.0,230079000.0
,grossProfit,808219000.0,495224000.0,332148000.0,199833000.0,121045000.0,89778000.0
,grossProfitRatio,0.454467191636471,0.438670199243348,0.44733375891912,0.389718056880079,0.30363803747156,0.280681679625583
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,355784000.0,265011000.0,170692000.0,107945000.0,76177000.0,50469000.0
,GeneralAndAdministrativeExpenses,173231000.0,116417000.0,71972000.0,47435000.0,35341000.0,31708000.0
,SellingAndMarketingExpenses,299457000.0,178855000.0,102780000.0,64069000.0,52888000.0,45153000.0
,otherExpenses,5233000.0,6506000.0,4309000.0,705000.0,-220000.0,-448000.0
,operatingExpenses,828472000.0,560283000.0,345444000.0,219449000.0,0.0,0.0
,costAndExpenses,1798641000.0,1193980000.0,755802000.0,532379000.0,442010000.0,357409000.0
,interestExpense,3432000.0,2366000.0,346000.0,1612000.0,146000.0,696000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,87341000.0,15669000.0,8389000.0,5336000.0,5302000.0,2555000.0
,EBITDA,67088000.0,-49390000.0,-4907000.0,-14280000.0,-38059000.0,-34997000.0
,EBITDARatio,0.0377240512194189,-0.0437497397957873,-0.00660870080511134,-0.0278491232791758,-0.0954699497552985,-0.109414519613452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-20253000.0,-65059000.0,-13296000.0,-19616000.0,-43361000.0,-37552000.0
,operatingIncomeRatio,-0.0113884034305225,-0.0576293646765363,-0.0179069260046383,-0.0382554903532431,-0.108769870236725,-0.117402464226201
,totalOtherIncomeExpensesNet,5233000.0,6506000.0,4309000.0,-41966000.0,668000.0,-2216000.0
,incomeBeforeTax,-18452000.0,-60919000.0,-9333000.0,-63194000.0,-42547000.0,-40464000.0
,incomeBeforeTaxRatio,-0.010375688544907,-0.0539621461554883,-0.0125695953972089,-0.123242121603938,-0.106727973731277,-0.126506532606759
,incomeTaxExpense,-945000.0,-982000.0,-476000.0,315000.0,211000.0,147000.0
,netIncome,-17507000.0,-59937000.0,-8857000.0,-63509000.0,-42758000.0,-40611000.0
,netIncomeRatio,-0.00984430844112758,-0.0530922890087083,-0.0119285231365134,-0.123856440499802,-0.10725726140038,-0.126966112981739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.151946744432294,-0.52,-0.08,-2.24,-0.51,-0.473818
,EPSDiluted,-0.151946744432294,-0.52,-0.08,-2.24,-0.51,-0.473818
,weightedAverageShsOut,115218000.0,115218000.0,104618000.0,28308000.0,85590081.0,85710166.0
,weightedAverageShsOutDil,115218000.0,115218000.0,104618000.0,28308000.0,85590081.0,85710166.0
