date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,630600000.0,604500000.0,604400000.0,683800000.0,712900000.0,726000000.0,779700000.0,791300000.0,695939000.0,530450000.0,323780000.0,218135000.0,0.0,0.0,420090.408128,470009.316719,83655.54416,72577.827747
,costOfRevenue,612500000.0,565300000.0,541300000.0,621200000.0,660300000.0,628700000.0,612900000.0,460700000.0,380713000.0,327354000.0,241571000.0,202655000.0,0.0,0.0,0.0,0.0,23863.136871,0.0
,grossProfit,18100000.0,39200000.0,63100000.0,62600000.0,52600000.0,97300000.0,166800000.0,330600000.0,315226000.0,203096000.0,82209000.0,15480000.0,0.0,0.0,0.0,0.0,59792.407289,0.0
,grossProfitRatio,0.0287028227085316,0.0648469809760132,0.10440105890139,0.091547236033928,0.073783139290223,0.134022038567493,0.213928434013082,0.417793504359914,0.452950617798399,0.382874917522858,0.253903885354253,0.0709652279551654,0.0,0.0,0.0,0.0,0.714745303367351,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10021000.0,12834000.0,0.0,8489000.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,19300000.0,23900000.0,28800000.0,31200000.0,27700000.0,32900000.0,35200000.0,36100000.0,37412000.0,32622000.0,31272000.0,23029000.0,7160456.427345,5738675.360329,3317077.664887,1436857.60394,370250.699816,293498.103931
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-500000.0,300000.0,1200000.0,400000.0,-200000.0,800000.0,-1500000.0,-1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,27600000.0,28900000.0,36500000.0,43000000.0,38400000.0,44700000.0,69300000.0,56700000.0,47433000.0,45456000.0,31272000.0,31518000.0,7192769.867717,5857927.247769,3399302.565869,1470562.496881,379917.795754,301163.684408
,costAndExpenses,640100000.0,594200000.0,577800000.0,664200000.0,698700000.0,673400000.0,682200000.0,517400000.0,428146000.0,372810000.0,272843000.0,234173000.0,7192769.867717,5857927.247769,3399302.565869,1470562.496881,403780.932625,301163.684408
,interestExpense,51200000.0,62200000.0,9000000.0,5200000.0,33900000.0,24300000.0,36800000.0,11700000.0,5142000.0,947000.0,3140000.0,3002000.0,22341714.63193,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76307000.0,59473000.0,32961000.0,32313.440372,119251.88744,82224.900982,33704.892941,9667.095938,7665.580477
,EBITDA,226400000.0,248500000.0,243300000.0,273400000.0,250200000.0,269500000.0,273800000.0,384900000.0,347625000.0,233947000.0,110410000.0,16923000.0,-7160456.427345,-5738675.360329,-2896987.256759,-966848.287221,-310458.292527,-220920.276184
,EBITDARatio,0.359023152553124,0.411083540115798,0.402547981469226,0.39982451009067,0.350960864076308,0.371212121212121,0.351160702834424,0.486414760520662,0.499504985350728,0.441034970308229,0.341003150287232,0.0775803974602884,0.0,0.0,-6.89610426876564,-2.05708323820109,-3.71115023689543,-3.0439086294248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
