date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,88516000.0,17456000.0,26718000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,33745000.0,2807000.0,165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,54771000.0,14649000.0,26553000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.618769488002169,0.839195692025665,0.993824388052998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,41376000.0,45778000.0,43648000.0,46423000.0,19779000.0,40565000.0,35448000.0,25930000.0,21712000.0,9883000.0
,GeneralAndAdministrativeExpenses,62755000.0,101212000.0,77265000.0,21381000.0,17223000.0,17634000.0,18159000.0,15472000.0,10518000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,137876000.0,146990000.0,121336000.0,67804000.0,37002000.0,58199000.0,53607000.0,41402000.0,32230000.0,0.0
,costAndExpenses,171621000.0,149797000.0,121501000.0,67804000.0,37002000.0,58199000.0,53607000.0,41402000.0,32230000.0,13698000.0
,interestExpense,15794000.0,20608000.0,5810000.0,559000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,531000.0,2179000.0,423000.0,556000.0,670000.0,754000.0,427000.0,236000.0,207000.0,83000.0
,EBITDA,-51595000.0,-130162000.0,-94360000.0,-67248000.0,-36332000.0,-57445000.0,-53180000.0,-41166000.0,-32023000.0,-13615000.0
,EBITDARatio,-0.582888969225903,-7.45657653528873,-3.53170147466128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-49360000.0,-132341000.0,-94783000.0,-67804000.0,-37002000.0,-58199000.0,-53607000.0,-41402000.0,-32230000.0,-13698000.0
,operatingIncomeRatio,-0.557639296850287,-7.58140467461045,-3.54753349801632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,18172000.0,16868000.0,-22349000.0,-2000.0,-562000.0,-334000.0,-242000.0,-200000.0,-246000.0,0.0
,incomeBeforeTax,-67532000.0,-149209000.0,-72434000.0,-67802000.0,-36440000.0,-57865000.0,-53365000.0,-41202000.0,-31984000.0,0.0
,incomeBeforeTaxRatio,-0.762935514483257,-8.54771998166819,-2.71105621678269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,-194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-67726000.0,-149209000.0,-72434000.0,-67802000.0,-36440000.0,-57865000.0,-53365000.0,-41202000.0,-31984000.0,-13683000.0
,netIncomeRatio,-0.765127208640246,-8.54771998166819,-2.71105621678269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.441700906541447,-2.0,-1.12,-1.76,-0.99,-1.61,-2.07,-1.82,-1.7,-10.59
,EPSDiluted,-0.441700906541447,-2.0,-1.37,-1.76,-0.99,-1.61,-2.07,-1.82,-1.70477,-10.59
,weightedAverageShsOut,153330000.0,74578000.0,64962000.0,38422000.0,36988000.0,35932000.0,25804000.0,22680000.0,18765000.0,1295000.0
,weightedAverageShsOutDil,153330000.0,74578000.0,69321000.0,38422000.0,36988000.0,35932000.0,25804000.0,22680000.0,18765000.0,1295000.0
