date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-282089000.0,-159429000.0,-142568000.0,-120587000.0,-89270000.0,-73476000.0,-62917000.0,-52448000.0,-58259000.0,-44863000.0
,depreciationAndAmortization,10250000.0,2909000.0,1726000.0,1468000.0,1445000.0,1995000.0,2051000.0,1881000.0,1777000.0,1983000.0
,deferredIncomeTax,-2720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,36453000.0,17922000.0,16273000.0,13230000.0,11953000.0,12388000.0,6530000.0,548000.0,79000.0,273000.0
,changeInWorkingCapital,39972000.0,34272000.0,22717000.0,6443000.0,2761000.0,2524000.0,-3159000.0,-2854000.0,-7126000.0,-66000.0
,accountsReceivables,-1736000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-5876000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,4425000.0,-360000.0,1691000.0,2607000.0,953000.0,-692000.0,-3399000.0,3193000.0,1028000.0,-636000.0
,otherWorkingCapital,389039000.0,255623000.0,175952000.0,264309000.0,173048000.0,241926000.0,162495000.0,-42747000.0,-112530000.0,21264000.0
,otherNonCashItems,21003000.0,810000.0,175000.0,176000.0,2406000.0,388000.0,-6293000.0,6458000.0,23332000.0,14740000.0
,netCashProvidedByOperatingActivites,-178502000.0,-106161000.0,-104246000.0,-95342000.0,-59827000.0,-55669000.0,-55073000.0,-47758000.0,-38914000.0,-28413000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4098000.0,-3238000.0,-6991000.0,-2525000.0,-1670000.0,-3328000.0,-6975000.0,-6477000.0,-319000.0,-150000.0
,acquisitionsNet,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-259304000.0,-331362000.0,-314911000.0,-36028000.0,-280681000.0,-54087000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,276469000.0,317000000.0,213435000.0,157445000.0,208650000.0,1000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,75000.0,75000.0,75000.0,75000.0,75000.0
,netCashUsedForInvestingActivites,12131000.0,-17592000.0,-107026000.0,118792000.0,-75499000.0,-56340000.0,-6900000.0,-6402000.0,-244000.0,-75000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-932000.0,-3636000.0,-3541000.0,-5250000.0,-12544000.0,-8576000.0,-4557000.0,-13083000.0
,commonStockIssued,83948000.0,222840000.0,0.0,196228000.0,0.0,136251000.0,234552000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-46856000.0,-2120000.0,-2578000.0,-1217000.0,-750000.0,-993000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,331484000.0,221657000.0,1782000.0,195944000.0,-2642000.0,142592000.0,229091000.0,53991000.0,13620000.0,54067000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,165113000.0,97904000.0,-209490000.0,219394000.0,-137968000.0,30583000.0,167118000.0,-169000.0,-25538000.0,25579000.0
,cashAtEndOfPeriod,337003000.0,171890000.0,73986000.0,283476000.0,64082000.0,201615000.0,171032000.0,3914000.0,4083000.0,29621000.0
,cashAtBeginningOfPeriod,171890000.0,73986000.0,283476000.0,64082000.0,202050000.0,171032000.0,3914000.0,4083000.0,29621000.0,4042000.0
,operatingCashFlow,-178502000.0,-106161000.0,-104246000.0,-95342000.0,-59827000.0,-55669000.0,-55073000.0,-47758000.0,-38914000.0,-28413000.0
,capitalExpenditure,-4216000.0,-3238000.0,-7091000.0,-2625000.0,-3470000.0,-3328000.0,-6975000.0,-6477000.0,-319000.0,-150000.0
,freeCashFlow,-182718000.0,-109399000.0,-111337000.0,-97967000.0,-63297000.0,-58997000.0,-62048000.0,-54235000.0,-39233000.0,-28563000.0
