date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,158592000.0,337531000.0,242531000.0,242562000.0,545482000.0,69223000.0
,depreciationAndAmortization,414621000.0,413344000.0,400871000.0,413986000.0,351480000.0,289630000.0
,deferredIncomeTax,-22925000.0,43099000.0,48760000.0,48454000.0,97225000.0,-3829000.0
,stockBasedCompensation,66885000.0,57263000.0,44689000.0,48524000.0,29971000.0,20094000.0
,changeInWorkingCapital,-151188000.0,-222731000.0,-197727000.0,-99446000.0,-159979000.0,-82497000.0
,accountsReceivables,0.0,-45586000.0,-108596000.0,-12949000.0,10662000.0,-7295000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-27232000.0,-27080000.0,67034000.0,56787000.0,8721000.0,56328000.0
,otherWorkingCapital,-91190000.0,-164427000.0,-156274000.0,-131475000.0,-166107000.0,-138478000.0
,otherNonCashItems,89684000.0,84106000.0,27015000.0,34382000.0,-7162000.0,16025000.0
,netCashProvidedByOperatingActivites,578877000.0,722902000.0,673185000.0,679922000.0,529443000.0,181671000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-115166000.0,-283940000.0,-316436000.0,-327647000.0,-286697000.0,-227227000.0
,acquisitionsNet,-107000000.0,0.0,0.0,-164000000.0,-442000000.0,-32000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,45959000.0,0.0,0.0
,otherInvestingActivites,-20398000.0,8681000.0,-1089000.0,0.0,0.0,235000.0
,netCashUsedForInvestingActivites,-243026000.0,-275259000.0,-317525000.0,-445808000.0,-729041000.0,-258791000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-106560000.0,-47310000.0,-1880506000.0,-999868000.0,-960807000.0,-802664000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,672137000.0
,commonStockRepurchased,-77636000.0,-26281000.0,-109100000.0,-100000000.0,-98770000.0,0.0
,dividendsPaid,-153508000.0,-154080000.0,-154861000.0,-144355000.0,-98596000.0,-47904000.0
,otherFinancingActivites,-111281000.0,-80875000.0,-122585000.0,-28146000.0,-48097000.0,-41821000.0
,netCashUsedProvidedByFinancingActivities,-409721000.0,-306506000.0,-356780000.0,-190025000.0,93144000.0,-71945000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,781000.0,6747000.0,-1613000.0,-1107000.0,-6927000.0,-1527000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-73089000.0,147884000.0,-2733000.0,42982000.0,165453000.0,-152557000.0
,cashAtEndOfPeriod,436176000.0,509265000.0,361381000.0,364114000.0,321132000.0,155679000.0
,cashAtBeginningOfPeriod,509265000.0,361381000.0,364114000.0,321132000.0,155679000.0,308236000.0
,operatingCashFlow,578877000.0,722902000.0,673185000.0,679922000.0,529443000.0,181671000.0
,capitalExpenditure,-115166000.0,-283940000.0,-316436000.0,-327647000.0,-286697000.0,-227227000.0
,freeCashFlow,463711000.0,438962000.0,356749000.0,352275000.0,242746000.0,-45556000.0
