date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,0.0,408000.0,502000.0,0.0,0.0
,costOfRevenue,438000.0,1832000.0,1279000.0,712000.0,633000.0
,grossProfit,-438000.0,-1424000.0,-777000.0,-712000.0,-633000.0
,grossProfitRatio,0.0,-3.49019607843137,-1.54780876494024,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1044000.0,1368000.0,1954000.0,1202000.0,2163000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1044000.0,1368000.0,1954000.0,1202000.0,2163000.0
,costAndExpenses,1482000.0,3200000.0,3233000.0,1914000.0,2796000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,63000.0,62000.0,25000.0,13000.0,5000.0
,EBITDA,-1419000.0,-2730000.0,-2706000.0,-1901000.0,-2791000.0
,EBITDARatio,0.0,-6.69117647058824,-5.39043824701195,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1482000.0,-2792000.0,-2731000.0,-1914000.0,-2796000.0
,operatingIncomeRatio,0.0,-6.84313725490196,-5.4402390438247,0.0,0.0
,totalOtherIncomeExpensesNet,-543000.0,497000.0,867000.0,-972000.0,-733000.0
,incomeBeforeTax,-939000.0,-3289000.0,-3598000.0,-942000.0,-2063000.0
,incomeBeforeTaxRatio,0.0,-8.06127450980392,-7.16733067729084,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,-353000.0
,netIncome,-939000.0,-3289000.0,-3598000.0,-942000.0,-1710000.0
,netIncomeRatio,0.0,-8.06127450980392,-7.16733067729084,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.02,-0.06,-0.06,-0.02,-0.04
,EPSDiluted,-0.02,-0.06,-0.06,-0.02,-0.04
,weightedAverageShsOut,58116000.0,58143000.0,58360000.0,47990000.0,38906000.0
,weightedAverageShsOutDil,58116000.0,58143000.0,58360000.0,47990000.0,38906000.0
