Date,2018-12-31,2017-12-31
Depreciation & Amortization,7413000.0,3547000.0
Stock-based compensation,831000.0,1980000.0
Operating Cash Flow,-1046000.0,2820000.0
Capital Expenditure,-2314000.0,-4743000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-5012000.0,-8018000.0
Issuance (repayment) of debt,3000000.0,5000000.0
Issuance (buybacks) of shares,0.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,4850000.0,8672000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,-1208000.0,3474000.0
Free Cash Flow,-3360000.0,-1923000.0
Net Cash/Marketcap,,
