date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1318000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4744000000.0,3460000000.0,2306000000.0,3249680000.0,2618000000.0,2505845430.0,3857000000.0,2520000000.0,2917000000.0,2985000000.0,2456000000.0,1695000000.0
,depreciationAndAmortization,2732000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628000000.0,696080000.0,642000000.0,551272230.0,364000000.0,233000000.0,218000000.0,247000000.0,254000000.0,291000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,17087000000.0,-28000000.0,-215000000.0,230000000.0,18000000.0,-171000000.0,-316000000.0,8524000000.0,10078000000.0,14632000000.0,2177000000.0,-36101000000.0,1143000000.0,-60690000000.0,6175000000.0,54573000000.0,0.0,170800000.0,1315000000.0,5668950510.0,3473000000.0,0.0,-5614000000.0,-3369000000.0,-2237000000.0,1323000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,29000000.0,57000000.0,272000000.0,42000000.0,24000000.0,195000000.0,511000000.0,-8013000000.0,-18091000000.0,-32723000000.0,-34900000000.0,1201000000.0,58000000.0,60748000000.0,54573000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,5358000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6264720000.0,0.0,5876795970.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,27171000000.0,-8997000000.0,6689000000.0,8221000000.0,-7054000000.0,-1540000000.0,-1992000000.0,3835000000.0,3049000000.0,19893000000.0,-2037000000.0,-33735000000.0,33841000000.0,10484000000.0,6079000000.0,-331000000.0,12656000000.0,-701120000.0,5394000000.0,9949052880.0,7474000000.0,-59000000.0,-2580000000.0,-654000000.0,227000000.0,2990000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2901000000.0,-3442000000.0,-3514000000.0,-3655000000.0,-3760000000.0,-3417000000.0,-3442000000.0,-2982000000.0,-3003000000.0,-3095000000.0,-3216000000.0,-2689000000.0,-1436000000.0,-1334000000.0,-1724000000.0,-1843000000.0,-1565000000.0,-778000000.0,-260000000.0,-1157000000.0,-429000000.0,-352000000.0,-230000000.0,-202000000.0,-195000000.0,-243000000.0
,acquisitionsNet,0.0,-27000000.0,-64000000.0,-320000000.0,-20000000.0,-4526000000.0,893000000.0,1080000000.0,-11000000.0,-13000000.0,-73000000.0,16227000000.0,-19000000.0,-8000000.0,-20000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-8589000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4228000000.0,0.0,0.0,0.0,0.0,0.0,-10138000000.0,-35374080000.0,-46830000000.0,-6533367390.0,-23564000000.0,-23147000000.0,-41581000000.0,-28621000000.0,-32407000000.0,-1534000000.0
,salesMaturitiesOfInvestments,6347000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37664000000.0,36523000000.0,45999000000.0,490561000000.0,110470000000.0,19468000000.0,18106000000.0,10266000000.0,11791000000.0,36234240000.0,45507000000.0,285615450.0,24850000000.0,21921000000.0,42894000000.0,30305000000.0,35758000000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2652720000.0,-140000000.0,-931175190.0,0.0,-220000000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-4000000000.0,-2130000000.0,11921000000.0,6808000000.0,-686000000.0,-3310000000.0,-7722000000.0,-15609000000.0,15232000000.0,6932000000.0,-2398000000.0,50823000000.0,-35086000000.0,-1083000000.0,-4891259030.0,-642762960.0,-1336245680.0,1631840000.0,-2557000000.0,-8523040320.0,-4669000000.0,-1739000000.0,1396000000.0,1972000000.0,3437000000.0,-1771000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3874000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,763000000.0,-76160000.0,0.0,-151410600.0,0.0,-231000000.0,0.0,0.0,0.0,0.0
