date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-58574000.0,130133000.0,-120548000.0,-129050000.0,-141429000.0,-4682000.0,-100294000.0,-104126000.0,-110211000.0,-116215000.0,-101775000.0,-82780000.0,-76860000.0,-58794000.0,-54311000.0,-36315000.0,-47172000.0,-64198000.0,-59670000.0,-35172000.0,-25994080.0,-12500000.0
,depreciationAndAmortization,2934000.0,3654000.0,3683000.0,3399000.0,2056000.0,727000.0,1928000.0,2863000.0,4190000.0,4887000.0,5394000.0,6159000.0,10070000.0,10422000.0,11201000.0,11635000.0,12872000.0,21530000.0,20579000.0,16550000.0,2620969.0,2000000.0
,deferredIncomeTax,0.0,-6014000.0,0.0,-12661000.0,0.0,0.0,-70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13274000.0,14218000.0,11696000.0,9472000.0,7452000.0,6843000.0,7081000.0,7421000.0,6495000.0,5707000.0,5478000.0,5274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-161500000.0,135840000.0,-61295000.0,4637000.0,-216173000.0,85386000.0,208758000.0,-97390000.0,-51750000.0,60437000.0,85233000.0,30739000.0,-141312000.0,189717000.0,-8998000.0,-11454000.0,-79701000.0,27906000.0,-35830000.0,-47138006.0,192801006.0,900000.0
,accountsReceivables,53227000.0,-50608000.0,-1099000.0,166000.0,-4080000.0,124000.0,457000.0,588000.0,-1028000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,345000.0,437000.0,-2732000.0,-1948000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-20969000.0,20097000.0,-18857000.0,-7172000.0,27650000.0,6203000.0,1266000.0,3119000.0,-995000.0,0.0,-5238000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,110913000.0,272413000.0,136573000.0,197868000.0,193231000.0,409404000.0,324018000.0,115260000.0,212650000.0,264400000.0,203963000.0,118730000.0,87991000.0,229303000.0,39586000.0,48584000.0,60038000.0,139739000.0,111833000.0,147663000.0,194801006.0,2000000.0
,otherNonCashItems,-131572000.0,1465000.0,1336000.0,2700000.0,-176000.0,6447000.0,1528000.0,-2210000.0,9887000.0,-109449000.0,2710000.0,-1173000.0,7814000.0,7926000.0,7030000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-142969000.0,113807000.0,-148607000.0,-185394000.0,-175628000.0,184776000.0,-75622000.0,-91079000.0,-94460000.0,-87938000.0,-82368000.0,-89016000.0,-95600000.0,-74323000.0,-56909000.0,23442000.0,-42256000.0,-7716000.0,-28792000.0,-17990000.0,-1501491.0,-9600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-87000.0,-70000.0,-95000.0,-228000.0,-231000.0,-910000.0,-80000.0,-1721000.0,-492000.0,-1206000.0,-1132000.0,-369000.0,-2187000.0,-1900000.0,-3579000.0,-11281000.0,-11811000.0,-4824000.0,-19766000.0,-13471000.0,-7709580.0,-4100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-58555000.0,-322385000.0,-119987000.0,-267873000.0,-425673000.0,-326446000.0,-221953000.0,-111490000.0,-233250000.0,-108092000.0,-155856000.0,-64205000.0,-39847000.0,-305730000.0,-67688000.0,-175235000.0,-178355000.0,-33313000.0,-91962000.0,-366704000.0,-269846653.0,-12500000.0
,salesMaturitiesOfInvestments,268000000.0,166600000.0,289658000.0,318623000.0,444156000.0,210000000.0,111444000.0,212625000.0,135850000.0,176628000.0,48641000.0,76344000.0,201449000.0,119678000.0,95676000.0,170404000.0,216182000.0,65437000.0,181747000.0,387345000.0,112108210.0,21800000.0
,otherInvestingActivites,160385000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14372000.0,-27476000.0,-22794000.0,-752000.0,0.0,0.0
,netCashUsedForInvestingActivites,380756000.0,-155855000.0,169576000.0,50522000.0,18252000.0,-117021000.0,-108419000.0,99544000.0,-97807000.0,69955000.0,-113844000.0,11877000.0,159415000.0,-187951000.0,24465000.0,-15989000.0,40479000.0,-128000.0,47225000.0,6418000.0,-165448023.0,5200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-216580000.0,-1285000.0,-14533000.0,-2280000.0,-2016000.0,-1859000.0,-1710000.0,-1574000.0,-1443000.0,-3589000.0,-49858000.0,-2120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,69970000.0,0.0,732000.0,7987000.0,3624000.0,114000.0,202270000.0,1084000.0,38109000.0,160781000.0,181496000.0,55436000.0,1000.0,213091000.0,41451000.0,596000.0,1712000.0,50397000.0,574000.0,718000.0,204329844.0,0.0
,commonStockRepurchased,-1026000.0,-941000.0,-972000.0,-1679000.0,-621000.0,-357000.0,-887000.0,-873000.0,-285000.0,-108000.0,-149000.0,-88000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
