date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,45234000.0,60193000.0,54424000.0,37988000.0,28641000.0,22488000.0,15928000.0,12867000.0,10672000.0,7218000.0,15228000.0
,depreciationAndAmortization,144000.0,3646000.0,3509000.0,3366000.0,3077000.0,2882000.0,2506000.0,1058000.0,878000.0,832000.0,772000.0
,deferredIncomeTax,0.0,2640000.0,234000.0,11110000.0,3675000.0,172000.0,-1076000.0,-1853000.0,-793000.0,808000.0,-7785000.0
,stockBasedCompensation,317000.0,8825000.0,8200000.0,5872000.0,3567000.0,1949000.0,896000.0,654000.0,889000.0,1618000.0,1484000.0
,changeInWorkingCapital,-889600000.0,4005000.0,253377000.0,-13819000.0,25311000.0,10106000.0,-22118000.0,234971000.0,0.0,0.0,4906000.0
,accountsReceivables,0.0,-1624000.0,-7183000.0,-3905000.0,-2558000.0,-777000.0,-99000.0,-840000.0,-538000.0,408000.0,-457000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,-6075000.0,12271000.0,-876000.0,3766000.0,7290000.0,3363000.0,5879000.0,-541000.0,-1480000.0,757000.0
,otherWorkingCapital,-397767000.0,491833000.0,487828000.0,234451000.0,248270000.0,222959000.0,212853000.0,234971000.0,0.0,0.0,0.0
,otherNonCashItems,0.0,-2058000.0,1032000.0,-5439000.0,-5726000.0,-4971000.0,-782000.0,-2566000.0,-1366000.0,-1191000.0,9304000.0
,netCashProvidedByOperatingActivites,1524000.0,68193000.0,82698000.0,38213000.0,30109000.0,31690000.0,28348000.0,32552000.0,18297000.0,15242000.0,30187000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,169000.0,-1782000.0,597000.0,1080000.0,-1035000.0,-971000.0,-1017000.0,-1149000.0,-1442000.0,-492000.0
,acquisitionsNet,0.0,0.0,-1000000.0,0.0,-14000000.0,0.0,-43000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-331326000.0,-310553000.0,-45844000.0,-38370000.0,-51089000.0,-77253000.0,-159951000.0,-68190000.0,-121798000.0,-107413000.0
,salesMaturitiesOfInvestments,0.0,322957000.0,64134000.0,61148000.0,24524000.0,39624000.0,100753000.0,116575000.0,40766000.0,103776000.0,10351000.0
,otherInvestingActivites,0.0,516000.0,-10879000.0,-3554000.0,-1759000.0,-9072000.0,-13394000.0,-19910000.0,-10846000.0,360000.0,-9898000.0
,netCashUsedForInvestingActivites,-2040341000.0,-1456751000.0,-1210029000.0,-776074000.0,-596075000.0,-465116000.0,-581936000.0,-290515000.0,-280712000.0,-148449000.0,-108656000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-45000000.0,0.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65990000.0,0.0,230000.0,20637000.0
,commonStockRepurchased,0.0,-2312000.0,-6807000.0,-8675000.0,-5125000.0,-3158000.0,-6746000.0,0.0,-24150000.0,0.0,0.0
,dividendsPaid,-7849000.0,-5753000.0,-2120000.0,0.0,0.0,0.0,0.0,0.0,-1083000.0,-1254000.0,-1571000.0
,otherFinancingActivites,0.0,-2920000.0,0.0,0.0,-6200000.0,-15465000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1986521000.0,1602428000.0,1161163000.0,790020000.0,573284000.0,424392000.0,512740000.0,204441000.0,227031000.0,165502000.0,152112000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,16625000.0,213870000.0,33832000.0,52159000.0,7318000.0,-9034000.0,-40848000.0,-53522000.0,-35384000.0,32295000.0,73643000.0
,cashAtEndOfPeriod,31856000.0,403855000.0,189985000.0,156153000.0,103994000.0,96676000.0,105710000.0,146558000.0,200080000.0,235464000.0,203169000.0
,cashAtBeginningOfPeriod,15231000.0,189985000.0,156153000.0,103994000.0,96676000.0,105710000.0,146558000.0,200080000.0,235464000.0,203169000.0,129526000.0
,operatingCashFlow,1524000.0,68193000.0,82698000.0,38213000.0,30109000.0,31690000.0,28348000.0,32552000.0,18297000.0,15242000.0,30187000.0
,capitalExpenditure,0.0,169000.0,-1782000.0,597000.0,1080000.0,-1035000.0,-971000.0,-1017000.0,-1149000.0,-1442000.0,-492000.0
,freeCashFlow,1524000.0,62113000.0,80916000.0,37284000.0,27172000.0,30655000.0,27377000.0,31535000.0,17148000.0,13800000.0,29695000.0
