date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,77332000.0,72616000.0,82398000.0,71394000.0,156809000.0,5699000.0,32000.0,29000.0,-39000.0
,depreciationAndAmortization,29433000.0,26312000.0,22354000.0,21811000.0,20577000.0,3758000.0,863000.0,875000.0,881000.0
,deferredIncomeTax,0.0,0.0,0.0,-196000.0,-80685000.0,1195000.0,-194000.0,-186000.0,-168000.0
,stockBasedCompensation,3376000.0,3602000.0,3967000.0,2676000.0,1550000.0,101000.0,117000.0,118000.0,52000.0
,changeInWorkingCapital,15041000.0,-78346000.0,30932000.0,62195000.0,-83941000.0,96294000.0,-167000.0,-1037000.0,60000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,26000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,-70000.0
,otherWorkingCapital,41022000.0,25981000.0,104327000.0,73395000.0,11200000.0,95141000.0,-1153000.0,-986000.0,51000.0
,otherNonCashItems,3428000.0,2208000.0,1834000.0,2144000.0,1593000.0,265000.0,117000.0,118000.0,52000.0
,netCashProvidedByOperatingActivites,91458000.0,104673000.0,80882000.0,78945000.0,70939000.0,21693000.0,961000.0,914000.0,806000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-229073000.0,-207353000.0,-247046000.0,-80414000.0,-59322000.0,-556000.0,-55000.0,-26000.0,-131000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,24091000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-4905000.0,-150000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-229073000.0,-207353000.0,-247046000.0,-85319000.0,-59322000.0,-556000.0,-55000.0,-26000.0,-131000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-218500000.0,0.0,-25000000.0,-83305000.0,-7083000.0,0.0,0.0,0.0,0.0
,commonStockIssued,151746000.0,47233000.0,161858000.0,32145000.0,640000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-2702000.0,-393000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-86328000.0,-78488000.0,-69494000.0,-58695000.0,-121604000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-4822000.0,-3522000.0,-1937000.0,-6948000.0,0.0,-323071000.0,-906000.0,-888000.0,-675000.0
,netCashUsedProvidedByFinancingActivities,143596000.0,14521000.0,190034000.0,44197000.0,-83047000.0,76929000.0,-906000.0,-888000.0,-675000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,5981000.0,-88159000.0,23871000.0,37823000.0,-71430000.0,98066000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,11064000.0,5083000.0,93242000.0,64466000.0,26643000.0,98073000.0,7000.0,7000.0,7000.0
,cashAtBeginningOfPeriod,5083000.0,93242000.0,69371000.0,26643000.0,98073000.0,7000.0,7000.0,7000.0,7000.0
,operatingCashFlow,91458000.0,104673000.0,80882000.0,78945000.0,70939000.0,21693000.0,961000.0,914000.0,806000.0
,capitalExpenditure,0.0,-207353000.0,-247046000.0,-80414000.0,-59322000.0,-556000.0,-55000.0,-26000.0,-131000.0
,freeCashFlow,91458000.0,104673000.0,80882000.0,78945000.0,70939000.0,21693000.0,906000.0,914000.0,675000.0
