Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,221975000.0,177579000.0,156851000.0,101618000.0,74027000.0,42791000.0,43352000.0,59107000.0,
Revenue Growth,0.25,0.1322,0.5435,0.3727,0.73,-0.0129,-0.2666,,
Cost of Revenue,203873000.0,134746000.0,89994000.0,61078000.0,45612000.0,26545000.0,28994000.0,48074000.0,
Gross Profit,-17806000.0,18102000.0,42833000.0,66857000.0,40540000.0,28415000.0,16246000.0,14358000.0,11033000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SG&A Expense,60025000.0,47202000.0,41861000.0,27911000.0,21628000.0,13080000.0,17991000.0,29513000.0,
Operating Expenses,239962000.0,60415000.0,41295000.0,44117000.0,28605000.0,22034000.0,13080000.0,17991000.0,29513000.0
Operating Income,-18196000.0,-42313000.0,1538000.0,22740000.0,11935000.0,6381000.0,3166000.0,-3633000.0,-18480000.0
Interest Expense,-1869000.0,1840000.0,1026000.0,694000.0,0.0,129000.0,0.0,0.0,0.0
Earnings before Tax,-44153000.0,512000.0,22046000.0,11935000.0,6252000.0,3166000.0,-3633000.0,-19237000.0,
Income Tax Expense,-5343000.0,-2134000.0,7616000.0,-5767000.0,72000.0,0.0,-1163000.0,2575000.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Income,-38810000.0,2646000.0,14430000.0,17702000.0,6180000.0,3166000.0,-2470000.0,-21812000.0,
Preferred Dividends,0.0,281000.0,276000.0,94000.0,-1181000.0,810000.0,810000.0,0.0,
Net Income Com,-38810000.0,2365000.0,14154000.0,17608000.0,7361000.0,2356000.0,-3280000.0,-21812000.0,
EPS,-3.22,0.2,1.18,1.61,0.92,0.38,-0.54,-3.57,
EPS Diluted,-3.22,0.19,1.13,1.56,0.74,0.38,-0.54,-3.57,
Weighted Average Shs Out,12030703.0,12023295.0,11988693.0,11771586.0,8233321.0,6144384.0,6144384.0,,
Weighted Average Shs Out (Dil),12064880.0,12045519.0,11975579.0,10937181.0,8007458.0,6144281.0,6124542.0,6119454.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gross Margin,0.0815,0.2412,0.4262,0.3989,0.3838,0.3797,0.3312,0.1867,
EBITDA Margin,-0.183,0.016,0.153,0.126,0.097,0.081,-0.079,-0.268,
EBIT Margin,-0.1906,0.0087,0.145,0.1174,0.0862,0.074,-0.0838,-0.3255,
Profit Margin,-0.175,0.013,0.09,0.173,0.099,0.055,-0.076,-0.369,
Free Cash Flow margin,0.0559,-0.0564,0.0516,0.1235,-0.0968,-0.1886,-1.0408,-0.9421,
EBITDA,-40551000.0,2928000.0,24021000.0,12791000.0,7176000.0,3481000.0,-3415000.0,-15867000.0,
EBIT,-18196000.0,-42313000.0,1538000.0,22740000.0,11935000.0,6381000.0,3166000.0,-3633000.0,-19237000.0
Consolidated Income,-38810000.0,2646000.0,14430000.0,17702000.0,6180000.0,3166000.0,-2470000.0,-21812000.0,
Earnings Before Tax Margin,-0.1989,0.0029,0.1406,0.1174,0.0845,0.074,-0.0838,-0.3255,
Net Profit Margin,-0.1748,0.0149,0.092,0.1742,0.0835,0.074,-0.057,-0.369,
