date,,2020-09-25_FY,2019-09-27_FY,2018-09-28_FY,2017-09-29_FY,2016-09-30_FY,2015-09-25_FY,2014-09-26_FY,2013-09-27_FY,2012-09-28_FY,2011-09-30_FY,2010-09-24_FY,2009-09-25_FY,2008-09-26_FY,2007-09-28_FY
,revenue,12172000000.0,13448000000.0,13988000000.0,12185000000.0,11352000000.0,12233000000.0,13912000000.0,13280000000.0,13282000000.0,14312000000.0,12070000000.0,10256000000.0,14834000000.0,13460000000.0
,costOfRevenue,8437000000.0,9054000000.0,9243000000.0,8002000000.0,7525000000.0,8146000000.0,9220000000.0,8951000000.0,9236000000.0,9890000000.0,8293000000.0,7720000000.0,11064000000.0,10012000000.0
,grossProfit,3735000000.0,4394000000.0,4745000000.0,4183000000.0,3827000000.0,4087000000.0,4692000000.0,4329000000.0,4046000000.0,4422000000.0,3777000000.0,2536000000.0,3770000000.0,3448000000.0
,grossProfitRatio,0.306851790995728,0.32674003569304,0.339219330855019,0.343290931473123,0.337121212121212,0.334096296901823,0.337262794709603,0.325978915662651,0.30462279777142,0.308971492453885,0.312924606462303,0.247269890795632,0.254145881083996,0.256166419019316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,613000000.0,644000000.0,680000000.0,611000000.0,603000000.0,627000000.0,675000000.0,675000000.0,688000000.0,733000000.0,585000000.0,536000000.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1392000000.0,1490000000.0,1594000000.0,1543000000.0,1396000000.0,1504000000.0,1882000000.0,1777000000.0,1685000000.0,1780000000.0,1538000000.0,1408000000.0,1680000000.0,1664000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,-12000000.0,1000000.0,21000000.0,59000000.0,-4000000.0,-3000000.0,0.0,0.0,43000000.0,-48000000.0,567000000.0,0.0
,operatingExpenses,2005000000.0,2416000000.0,2414000000.0,2307000000.0,2107000000.0,2338000000.0,2647000000.0,2773000000.0,2528000000.0,2513000000.0,2261000000.0,5988000000.0,2024000000.0,2695000000.0
