date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2261632.0,1192023.0,12017540.0,7149978.0,-1736436.0
,depreciationAndAmortization,3956314.0,3731954.0,4423657.0,5573474.0,6562334.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,342153.0,808616.0,1131013.0,1861445.0,0.0
,changeInWorkingCapital,9522116.0,-2363994.0,-699664.0,11688203.0,-2066374.0
,accountsReceivables,6861454.0,3993707.0,-2814407.0,-10471428.0,5096500.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,204563.0,31779605.0,34143599.0,34843263.0,23155060.0
,otherNonCashItems,-356292.0,603827.0,-11939336.0,-10558778.0,-2305159.0
,netCashProvidedByOperatingActivites,15725923.0,3972426.0,4933210.0,15714322.0,454365.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2551283.0,-1377145.0,-2726558.0,-2449449.0,-2203203.0
,acquisitionsNet,-155500.0,-183925.0,-567500.0,-33987.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-230000.0,-1105555.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,188233.0,-493820.0,-355622.0,-980248.0,581018.0
,netCashUsedForInvestingActivites,-2518550.0,-2054890.0,-3649680.0,-3693684.0,-2727740.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-698797.0,-611913.0,-480231.0,-1626109.0,-554048.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-2364781.0,0.0,-250945.0,-750714.0,-38885.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,1898013.0,2312206.0,748343.0,1360057.0,4970182.0
,netCashUsedProvidedByFinancingActivities,-1165565.0,1700293.0,17167.0,-1016766.0,4377249.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1496516.0,-817363.0,-6023186.0,-3087973.0,511553.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,13538324.0,2800466.0,-4722489.0,7915899.0,2615427.0
,cashAtEndOfPeriod,33705154.0,20166830.0,17366364.0,22088853.0,14172954.0
,cashAtBeginningOfPeriod,20166830.0,17366364.0,22088853.0,14172954.0,11557527.0
,operatingCashFlow,15725923.0,3972426.0,4933210.0,15714322.0,454365.0
,capitalExpenditure,-2551283.0,-1377145.0,-2726558.0,-2449449.0,-2203203.0
,freeCashFlow,13174640.0,2595281.0,2206652.0,13264873.0,-1748838.0
