date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-33074000.0,27982000.0,-11480000.0,-183000.0,28863000.0,17157000.0,35810000.0,24008000.0,17188000.0,18982000.0,4876000.0,30589000.0,21414000.0,19171000.0,7653000.0,-38830000.0,9542000.0,8178000.0,5881000.0,4580000.0,6616000.0,-12600000.0,-11600000.0,3000000.0,2400000.0,-200000.0,2700000.0,4100000.0,9200000.0,5600000.0
,depreciationAndAmortization,19124000.0,18224000.0,20347000.0,21602000.0,21441000.0,23480000.0,18518000.0,12782000.0,11485000.0,11067000.0,11751000.0,10760000.0,8525000.0,7941000.0,10279000.0,7950000.0,6840000.0,5297000.0,4980000.0,4540000.0,3894000.0,4700000.0,5400000.0,5400000.0,5900000.0,6000000.0,4900000.0,3400000.0,2400000.0,1300000.0
,deferredIncomeTax,-3630000.0,2061000.0,-1186000.0,-2556000.0,1871000.0,-1052000.0,-3852000.0,1932000.0,83000.0,3584000.0,-3556000.0,-88000.0,1484000.0,-1442000.0,1316000.0,-4144000.0,2226000.0,346000.0,805000.0,1541000.0,0.0,-1700000.0,-2000000.0,-400000.0,300000.0,100000.0,500000.0,500000.0,100000.0,0.0
,stockBasedCompensation,9877000.0,11908000.0,8618000.0,7461000.0,6317000.0,6302000.0,5688000.0,3831000.0,3504000.0,2395000.0,2052000.0,2206000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,17402000.0,23230000.0,-21073000.0,10238000.0,15207000.0,8522000.0,-26221000.0,7355000.0,9141000.0,19672000.0,13280000.0,21634000.0,9520000.0,8650000.0,20930000.0,-42188000.0,45627000.0,-7522000.0,1969000.0,4466000.0,-6326000.0,-15400000.0,12800000.0,1900000.0,-400000.0,6800000.0,-6600000.0,-2600000.0,2700000.0,-3200000.0
,accountsReceivables,56603000.0,-15374000.0,5504000.0,-11932000.0,4152000.0,6831000.0,-31395000.0,-32408000.0,-4575000.0,-16499000.0,12003000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1557000.0,-2872000.0,-1415000.0,198000.0,606000.0,272000.0,-11000.0,-1394000.0,-233000.0,1202000.0,1238000.0,-1828000.0,636000.0,-1369000.0,-990000.0,-155000.0,-1734000.0,48000.0,-43000.0,277000.0,929000.0,1500000.0,-100000.0,-800000.0,600000.0,-1800000.0,-1300000.0,-200000.0,0.0,-100000.0
,accountsPayables,-38915000.0,32651000.0,-25883000.0,-37047000.0,14698000.0,12957000.0,29234000.0,19256000.0,12862000.0,-9326000.0,1693000.0,-25063000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,159213000.0,141811000.0,118581000.0,139654000.0,129416000.0,114209000.0,105687000.0,131908000.0,124553000.0,115412000.0,95740000.0,82460000.0,60826000.0,51306000.0,42656000.0,21726000.0,63914000.0,18287000.0,25809000.0,23840000.0,19374000.0,25700000.0,41100000.0,28300000.0,26400000.0,26800000.0,20000000.0,26600000.0,29200000.0,26500000.0
,otherNonCashItems,5208000.0,701000.0,397000.0,289000.0,240000.0,238000.0,208000.0,163000.0,-335000.0,678000.0,3376000.0,1598000.0,4143000.0,1869000.0,928000.0,0.0,0.0,0.0,0.0,529000.0,0.0,0.0,0.0,0.0,0.0,100000.0,-200000.0,-100000.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,44085000.0,41394000.0,74671000.0,-18746000.0,30326000.0,24438000.0,76988000.0,57084000.0,2941000.0,22749000.0,4399000.0,38624000.0,45596000.0,11358000.0,35880000.0,4516000.0,-28099000.0,17542000.0,8728000.0,5992000.0,8415000.0,16700000.0,3000000.0,6200000.0,9600000.0,600000.0,10100000.0,10800000.0,400000.0,3700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-8711000.0,-11908000.0,-13939000.0,-15773000.0,-23589000.0,-23231000.0,-13534000.0,-10416000.0,-5302000.0,-9983000.0,-18302000.0,-13120000.0,-5614000.0,-1814000.0,-4675000.0,-16120000.0,-16432000.0,-5277000.0,-6316000.0,-5400000.0,-2600000.0,-5800000.0,-3400000.0,-5200000.0,-5600000.0,-5000000.0,-7000000.0,-2400000.0
,acquisitionsNet,0.0,4000000.0,-2000000.0,0.0,-13000000.0,-6000000.0,-52000000.0,-9000000.0,0.0,-4000000.0,0.0,-15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500000.0,-300000.0,-8500000.0,-16200000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,6500000.0,3900000.0,13100000.0,3700000.0
,otherInvestingActivites,1423000.0,1225000.0,1062000.0,1308000.0,422000.0,750000.0,553000.0,186000.0,598000.0,150000.0,218000.0,1002000.0,0.0,0.0,0.0,0.0,3439000.0,-35648000.0,160000.0,930000.0,-243000.0,-400000.0,-4400000.0,-2000000.0,-1800000.0,-700000.0,-8100000.0,-3100000.0,-3000000.0,-12100000.0
